time,pitch,Syllable1,Syllable2,Normtime,speaker,pitch_con
23,-48.35023903,4,3,_HLDC1,s1,_HLDC1_s1_2
24,-47.42242662,4,3,_HLDC1,s1,_HLDC1_s1_2
25,-46.89512176,4,3,_HLDC1,s1,_HLDC1_s1_2
26,-46.77571813,4,3,_HLDC1,s1,_HLDC1_s1_2
27,-46.98973632,4,3,_HLDC1,s1,_HLDC1_s1_2
28,-47.59076311,4,3,_HLDC1,s1,_HLDC1_s1_2
29,-47.8882146,4,3,_HLDC1,s1,_HLDC1_s1_2
30,-47.8882146,4,3,_HLDC1,s1,_HLDC1_s1_2
1,9.798032967,3,3,_LHCC1,s2,_LHCC1_s2_1
2,9.778637787,3,3,_LHCC1,s2,_LHCC1_s2_1
3,9.696260849,3,3,_LHCC1,s2,_LHCC1_s2_1
4,9.534812304,3,3,_LHCC1,s2,_LHCC1_s2_1
5,9.638255471,3,3,_LHCC1,s2,_LHCC1_s2_1
6,10.10220119,3,3,_LHCC1,s2,_LHCC1_s2_1
7,11.2290777,3,3,_LHCC1,s2,_LHCC1_s2_1
8,14.28870583,3,3,_LHCC1,s2,_LHCC1_s2_1
9,18.91882844,3,3,_LHCC1,s2,_LHCC1_s2_1
10,27.17677232,3,3,_LHCC1,s2,_LHCC1_s2_1
11,39.83644547,3,3,_LHCC1,s2,_LHCC1_s2_1
12,55.48209805,3,3,_LHCC1,s2,_LHCC1_s2_1
13,77.36363477,3,3,_LHCC1,s2,_LHCC1_s2_1
14,101.5373123,3,3,_LHCC1,s2,_LHCC1_s2_1
15,127.6097319,3,3,_LHCC1,s2,_LHCC1_s2_1
16,153.7370779,3,3,_LHCC1,s2,_LHCC1_s2_1
17,177.393476,3,3,_LHCC1,s2,_LHCC1_s2_1
18,197.8223435,3,3,_LHCC1,s2,_LHCC1_s2_1
19,209.3495321,3,3,_LHCC1,s2,_LHCC1_s2_1
20,215.859795,3,3,_LHCC1,s2,_LHCC1_s2_1
21,214.3760068,3,3,_LHCC1,s2,_LHCC1_s2_1
22,203.6141017,3,3,_LHCC1,s2,_LHCC1_s2_1
23,187.935045,3,3,_LHCC1,s2,_LHCC1_s2_1
24,164.4188058,3,3,_LHCC1,s2,_LHCC1_s2_1
25,135.5111514,3,3,_LHCC1,s2,_LHCC1_s2_1
26,103.3903738,3,3,_LHCC1,s2,_LHCC1_s2_1
27,68.21470141,3,3,_LHCC1,s2,_LHCC1_s2_1
28,30.22000986,3,3,_LHCC1,s2,_LHCC1_s2_1
29,-10.20291635,3,3,_LHCC1,s2,_LHCC1_s2_1
30,-56.67051515,3,3,_LHCC1,s2,_LHCC1_s2_1
1,-161.5600278,3,3,_LHCC1,s2,_LHCC1_s2_2
2,-202.2120154,3,3,_LHCC1,s2,_LHCC1_s2_2
3,-242.8640029,3,3,_LHCC1,s2,_LHCC1_s2_2
4,-278.9835926,3,3,_LHCC1,s2,_LHCC1_s2_2
5,-314.6315362,3,3,_LHCC1,s2,_LHCC1_s2_2
6,-341.2903113,3,3,_LHCC1,s2,_LHCC1_s2_2
7,-365.8609482,3,3,_LHCC1,s2,_LHCC1_s2_2
8,-379.5231122,3,3,_LHCC1,s2,_LHCC1_s2_2
9,-388.8848143,3,3,_LHCC1,s2,_LHCC1_s2_2
10,-387.5498345,3,3,_LHCC1,s2,_LHCC1_s2_2
11,-379.7415751,3,3,_LHCC1,s2,_LHCC1_s2_2
12,-364.79598,3,3,_LHCC1,s2,_LHCC1_s2_2
13,-343.4888341,3,3,_LHCC1,s2,_LHCC1_s2_2
14,-318.3027874,3,3,_LHCC1,s2,_LHCC1_s2_2
15,-288.0680005,3,3,_LHCC1,s2,_LHCC1_s2_2
16,-257.5685141,3,3,_LHCC1,s2,_LHCC1_s2_2
17,-226.5557239,3,3,_LHCC1,s2,_LHCC1_s2_2
18,-196.7165147,3,3,_LHCC1,s2,_LHCC1_s2_2
19,-170.4748407,3,3,_LHCC1,s2,_LHCC1_s2_2
20,-145.3638367,3,3,_LHCC1,s2,_LHCC1_s2_2
21,-126.5743494,3,3,_LHCC1,s2,_LHCC1_s2_2
22,-108.6481623,3,3,_LHCC1,s2,_LHCC1_s2_2
23,-104.8803544,3,3,_LHCC1,s2,_LHCC1_s2_2
24,-101.1125464,3,3,_LHCC1,s2,_LHCC1_s2_2
25,-97.10263734,3,3,_LHCC1,s2,_LHCC1_s2_2
26,-93.08348308,3,3,_LHCC1,s2,_LHCC1_s2_2
27,-87.33964985,3,3,_LHCC1,s2,_LHCC1_s2_2
28,-81.33574329,3,3,_LHCC1,s2,_LHCC1_s2_2
29,-79.98313137,3,3,_LHCC1,s2,_LHCC1_s2_2
30,-79.98313137,3,3,_LHCC1,s2,_LHCC1_s2_2
1,9.721095003,4,2,_HLDB1,s1,_HLDB1_s1_1
2,9.111382283,4,2,_HLDB1,s1,_HLDB1_s1_1
3,8.420499928,4,2,_HLDB1,s1,_HLDB1_s1_1
4,7.633154147,4,2,_HLDB1,s1,_HLDB1_s1_1
5,6.478765869,4,2,_HLDB1,s1,_HLDB1_s1_1
6,3.780507603,4,2,_HLDB1,s1,_HLDB1_s1_1
7,-0.421457433,4,2,_HLDB1,s1,_HLDB1_s1_1
8,-7.739621627,4,2,_HLDB1,s1,_HLDB1_s1_1
9,-18.72339667,4,2,_HLDB1,s1,_HLDB1_s1_1
10,-32.80435832,4,2,_HLDB1,s1,_HLDB1_s1_1
11,-51.97388916,4,2,_HLDB1,s1,_HLDB1_s1_1
12,-74.45334643,4,2,_HLDB1,s1,_HLDB1_s1_1
13,-98.57256878,4,2,_HLDB1,s1,_HLDB1_s1_1
14,-123.7845087,4,2,_HLDB1,s1,_HLDB1_s1_1
15,-146.6807354,4,2,_HLDB1,s1,_HLDB1_s1_1
16,-167.0578631,4,2,_HLDB1,s1,_HLDB1_s1_1
17,-183.3978642,4,2,_HLDB1,s1,_HLDB1_s1_1
18,-194.3031299,4,2,_HLDB1,s1,_HLDB1_s1_1
19,-202.2614849,4,2,_HLDB1,s1,_HLDB1_s1_1
20,-207.0048025,4,2,_HLDB1,s1,_HLDB1_s1_1
21,-209.0977508,4,2,_HLDB1,s1,_HLDB1_s1_1
22,-210.248858,4,2,_HLDB1,s1,_HLDB1_s1_1
23,-210.53909,4,2,_HLDB1,s1,_HLDB1_s1_1
24,-209.8474471,4,2,_HLDB1,s1,_HLDB1_s1_1
25,-208.3350773,4,2,_HLDB1,s1,_HLDB1_s1_1
26,-205.9465352,4,2,_HLDB1,s1,_HLDB1_s1_1
27,-201.0848154,4,2,_HLDB1,s1,_HLDB1_s1_1
28,-195.1064276,4,2,_HLDB1,s1,_HLDB1_s1_1
29,-188.087434,4,2,_HLDB1,s1,_HLDB1_s1_1
30,-179.2731482,4,2,_HLDB1,s1,_HLDB1_s1_1
1,-160.8338044,4,2,_HLDB1,s1,_HLDB1_s1_2
2,-149.9299208,4,2,_HLDB1,s1,_HLDB1_s1_2
3,-138.1399242,4,2,_HLDB1,s1,_HLDB1_s1_2
4,-125.4675868,4,2,_HLDB1,s1,_HLDB1_s1_2
5,-111.5497516,4,2,_HLDB1,s1,_HLDB1_s1_2
6,-97.60200838,4,2,_HLDB1,s1,_HLDB1_s1_2
7,-83.63225619,4,2,_HLDB1,s1,_HLDB1_s1_2
8,-70.09607877,4,2,_HLDB1,s1,_HLDB1_s1_2
9,-57.22848599,4,2,_HLDB1,s1,_HLDB1_s1_2
10,-44.99298141,4,2,_HLDB1,s1,_HLDB1_s1_2
11,-33.26789576,4,2,_HLDB1,s1,_HLDB1_s1_2
12,-20.73483052,4,2,_HLDB1,s1,_HLDB1_s1_2
13,-7.372803206,4,2,_HLDB1,s1,_HLDB1_s1_2
14,9.276193846,4,2,_HLDB1,s1,_HLDB1_s1_2
15,27.77082026,4,2,_HLDB1,s1,_HLDB1_s1_2
16,47.94853777,4,2,_HLDB1,s1,_HLDB1_s1_2
17,69.93586252,4,2,_HLDB1,s1,_HLDB1_s1_2
18,91.17315709,4,2,_HLDB1,s1,_HLDB1_s1_2
19,111.5406409,4,2,_HLDB1,s1,_HLDB1_s1_2
20,126.932519,4,2,_HLDB1,s1,_HLDB1_s1_2
21,139.0636215,4,2,_HLDB1,s1,_HLDB1_s1_2
22,148.2430737,4,2,_HLDB1,s1,_HLDB1_s1_2
23,152.5563352,4,2,_HLDB1,s1,_HLDB1_s1_2
24,154.784747,4,2,_HLDB1,s1,_HLDB1_s1_2
25,155.3574515,4,2,_HLDB1,s1,_HLDB1_s1_2
26,156.0626226,4,2,_HLDB1,s1,_HLDB1_s1_2
27,156.5815921,4,2,_HLDB1,s1,_HLDB1_s1_2
28,156.9771567,4,2,_HLDB1,s1,_HLDB1_s1_2
29,157.6605302,4,2,_HLDB1,s1,_HLDB1_s1_2
30,157.953648,4,2,_HLDB1,s1,_HLDB1_s1_2
1,118.0467387,1,4,_LHAD1,s2,_LHAD1_s2_1
2,137.1656747,1,4,_LHAD1,s2,_LHAD1_s2_1
3,158.1947851,1,4,_LHAD1,s2,_LHAD1_s2_1
4,181.1875493,1,4,_LHAD1,s2,_LHAD1_s2_1
5,195.4638798,1,4,_LHAD1,s2,_LHAD1_s2_1
6,215.0240098,1,4,_LHAD1,s2,_LHAD1_s2_1
7,240.4570782,1,4,_LHAD1,s2,_LHAD1_s2_1
8,259.3701956,1,4,_LHAD1,s2,_LHAD1_s2_1
9,273.4706934,1,4,_LHAD1,s2,_LHAD1_s2_1
10,282.2574962,1,4,_LHAD1,s2,_LHAD1_s2_1
11,281.6522817,1,4,_LHAD1,s2,_LHAD1_s2_1
12,277.5839555,1,4,_LHAD1,s2,_LHAD1_s2_1
13,269.8041878,1,4,_LHAD1,s2,_LHAD1_s2_1
14,257.6220261,1,4,_LHAD1,s2,_LHAD1_s2_1
15,244.9432526,1,4,_LHAD1,s2,_LHAD1_s2_1
16,231.9572822,1,4,_LHAD1,s2,_LHAD1_s2_1
17,220.5048154,1,4,_LHAD1,s2,_LHAD1_s2_1
18,209.7945842,1,4,_LHAD1,s2,_LHAD1_s2_1
19,199.937964,1,4,_LHAD1,s2,_LHAD1_s2_1
20,189.5978101,1,4,_LHAD1,s2,_LHAD1_s2_1
21,177.5597445,1,4,_LHAD1,s2,_LHAD1_s2_1
22,163.1437929,1,4,_LHAD1,s2,_LHAD1_s2_1
23,144.3612696,1,4,_LHAD1,s2,_LHAD1_s2_1
24,123.9798032,1,4,_LHAD1,s2,_LHAD1_s2_1
25,101.8753286,1,4,_LHAD1,s2,_LHAD1_s2_1
26,80.40617314,1,4,_LHAD1,s2,_LHAD1_s2_1
27,60.30822424,1,4,_LHAD1,s2,_LHAD1_s2_1
28,42.29521852,1,4,_LHAD1,s2,_LHAD1_s2_1
29,26.26237419,1,4,_LHAD1,s2,_LHAD1_s2_1
30,9.255671747,1,4,_LHAD1,s2,_LHAD1_s2_1
1,-9.898153928,1,4,_LHAD1,s2,_LHAD1_s2_2
2,-27.62682223,1,4,_LHAD1,s2,_LHAD1_s2_2
3,-45.35549054,1,4,_LHAD1,s2,_LHAD1_s2_2
4,-67.78873767,1,4,_LHAD1,s2,_LHAD1_s2_2
5,-90.26764138,1,4,_LHAD1,s2,_LHAD1_s2_2
6,-114.9278243,1,4,_LHAD1,s2,_LHAD1_s2_2
7,-139.6307594,1,4,_LHAD1,s2,_LHAD1_s2_2
8,-161.9419334,1,4,_LHAD1,s2,_LHAD1_s2_2
9,-184.182095,1,4,_LHAD1,s2,_LHAD1_s2_2
10,-199.1109744,1,4,_LHAD1,s2,_LHAD1_s2_2
11,-213.7475274,1,4,_LHAD1,s2,_LHAD1_s2_2
12,-220.5286852,1,4,_LHAD1,s2,_LHAD1_s2_2
13,-226.9132771,1,4,_LHAD1,s2,_LHAD1_s2_2
14,-226.7899417,1,4,_LHAD1,s2,_LHAD1_s2_2
15,-226.2683355,1,4,_LHAD1,s2,_LHAD1_s2_2
16,-222.2450557,1,4,_LHAD1,s2,_LHAD1_s2_2
17,-217.969189,1,4,_LHAD1,s2,_LHAD1_s2_2
18,-213.7537404,1,4,_LHAD1,s2,_LHAD1_s2_2
19,-209.5433244,1,4,_LHAD1,s2,_LHAD1_s2_2
20,-207.3096261,1,4,_LHAD1,s2,_LHAD1_s2_2
21,-205.2631117,1,4,_LHAD1,s2,_LHAD1_s2_2
22,-203.7867726,1,4,_LHAD1,s2,_LHAD1_s2_2
23,-202.3710629,1,4,_LHAD1,s2,_LHAD1_s2_2
24,-202.5229485,1,4,_LHAD1,s2,_LHAD1_s2_2
25,-202.8601634,1,4,_LHAD1,s2,_LHAD1_s2_2
26,-204.2536711,1,4,_LHAD1,s2,_LHAD1_s2_2
27,-205.7848922,1,4,_LHAD1,s2,_LHAD1_s2_2
28,-205.9762163,1,4,_LHAD1,s2,_LHAD1_s2_2
29,-205.9762163,1,4,_LHAD1,s2,_LHAD1_s2_2
30,-205.9762163,1,4,_LHAD1,s2,_LHAD1_s2_2
1,6.787823458,4,2,_HLDB1,s3,_HLDB1_s3_1
2,5.48259898,4,2,_HLDB1,s3,_HLDB1_s3_1
3,3.323582861,4,2,_HLDB1,s3,_HLDB1_s3_1
4,0.611365985,4,2,_HLDB1,s3,_HLDB1_s3_1
5,-2.560515774,4,2,_HLDB1,s3,_HLDB1_s3_1
6,-10.59045976,4,2,_HLDB1,s3,_HLDB1_s3_1
7,-21.7261504,4,2,_HLDB1,s3,_HLDB1_s3_1
8,-35.92728972,4,2,_HLDB1,s3,_HLDB1_s3_1
9,-53.2380913,4,2,_HLDB1,s3,_HLDB1_s3_1
10,-74.30266557,4,2,_HLDB1,s3,_HLDB1_s3_1
11,-97.59314954,4,2,_HLDB1,s3,_HLDB1_s3_1
12,-122.2852054,4,2,_HLDB1,s3,_HLDB1_s3_1
13,-147.7378431,4,2,_HLDB1,s3,_HLDB1_s3_1
14,-172.2208236,4,2,_HLDB1,s3,_HLDB1_s3_1
15,-193.9284153,4,2,_HLDB1,s3,_HLDB1_s3_1
16,-212.3322011,4,2,_HLDB1,s3,_HLDB1_s3_1
17,-226.7811435,4,2,_HLDB1,s3,_HLDB1_s3_1
18,-235.2238431,4,2,_HLDB1,s3,_HLDB1_s3_1
19,-238.0010714,4,2,_HLDB1,s3,_HLDB1_s3_1
20,-236.529667,4,2,_HLDB1,s3,_HLDB1_s3_1
21,-231.0020689,4,2,_HLDB1,s3,_HLDB1_s3_1
22,-220.834321,4,2,_HLDB1,s3,_HLDB1_s3_1
23,-207.6218678,4,2,_HLDB1,s3,_HLDB1_s3_1
24,-193.2840566,4,2,_HLDB1,s3,_HLDB1_s3_1
25,-178.4131114,4,2,_HLDB1,s3,_HLDB1_s3_1
26,-163.5945944,4,2,_HLDB1,s3,_HLDB1_s3_1
27,-150.8334815,4,2,_HLDB1,s3,_HLDB1_s3_1
28,-138.9042321,4,2,_HLDB1,s3,_HLDB1_s3_1
29,-127.2189796,4,2,_HLDB1,s3,_HLDB1_s3_1
30,-114.9952507,4,2,_HLDB1,s3,_HLDB1_s3_1
1,-97.27198088,4,2,_HLDB1,s3,_HLDB1_s3_2
2,-83.83772491,4,2,_HLDB1,s3,_HLDB1_s3_2
3,-70.25596464,4,2,_HLDB1,s3,_HLDB1_s3_2
4,-56.72742948,4,2,_HLDB1,s3,_HLDB1_s3_2
5,-44.06119882,4,2,_HLDB1,s3,_HLDB1_s3_2
6,-32.17733558,4,2,_HLDB1,s3,_HLDB1_s3_2
7,-20.9293141,4,2,_HLDB1,s3,_HLDB1_s3_2
8,-10.45557018,4,2,_HLDB1,s3,_HLDB1_s3_2
9,-0.134739246,4,2,_HLDB1,s3,_HLDB1_s3_2
10,10.61925435,4,2,_HLDB1,s3,_HLDB1_s3_2
11,21.94202983,4,2,_HLDB1,s3,_HLDB1_s3_2
12,34.45032329,4,2,_HLDB1,s3,_HLDB1_s3_2
13,47.4106583,4,2,_HLDB1,s3,_HLDB1_s3_2
14,60.52587592,4,2,_HLDB1,s3,_HLDB1_s3_2
15,73.20942286,4,2,_HLDB1,s3,_HLDB1_s3_2
16,84.32710741,4,2,_HLDB1,s3,_HLDB1_s3_2
17,94.02856411,4,2,_HLDB1,s3,_HLDB1_s3_2
18,102.0024713,4,2,_HLDB1,s3,_HLDB1_s3_2
19,107.5665821,4,2,_HLDB1,s3,_HLDB1_s3_2
20,111.7532896,4,2,_HLDB1,s3,_HLDB1_s3_2
21,114.6333538,4,2,_HLDB1,s3,_HLDB1_s3_2
22,115.925464,4,2,_HLDB1,s3,_HLDB1_s3_2
23,116.8943211,4,2,_HLDB1,s3,_HLDB1_s3_2
24,117.5261817,4,2,_HLDB1,s3,_HLDB1_s3_2
25,117.6263425,4,2,_HLDB1,s3,_HLDB1_s3_2
26,117.7460379,4,2,_HLDB1,s3,_HLDB1_s3_2
27,118.0212079,4,2,_HLDB1,s3,_HLDB1_s3_2
28,118.5113009,4,2,_HLDB1,s3,_HLDB1_s3_2
29,119.9415572,4,2,_HLDB1,s3,_HLDB1_s3_2
30,120.5587234,4,2,_HLDB1,s3,_HLDB1_s3_2
1,113.6036346,4,2,_HLDB1,s2,_HLDB1_s2_1
2,110.2274596,4,2,_HLDB1,s2,_HLDB1_s2_1
3,105.4754685,4,2,_HLDB1,s2,_HLDB1_s2_1
4,96.91957007,4,2,_HLDB1,s2,_HLDB1_s2_1
5,88.12214204,4,2,_HLDB1,s2,_HLDB1_s2_1
6,79.11158382,4,2,_HLDB1,s2,_HLDB1_s2_1
7,58.1450673,4,2,_HLDB1,s2,_HLDB1_s2_1
8,33.43227578,4,2,_HLDB1,s2,_HLDB1_s2_1
9,-1.759461277,4,2,_HLDB1,s2,_HLDB1_s2_1
10,-39.29645713,4,2,_HLDB1,s2,_HLDB1_s2_1
11,-81.63665766,4,2,_HLDB1,s2,_HLDB1_s2_1
12,-125.2225497,4,2,_HLDB1,s2,_HLDB1_s2_1
13,-169.6609532,4,2,_HLDB1,s2,_HLDB1_s2_1
14,-212.285285,4,2,_HLDB1,s2,_HLDB1_s2_1
15,-254.0801913,4,2,_HLDB1,s2,_HLDB1_s2_1
16,-292.1456447,4,2,_HLDB1,s2,_HLDB1_s2_1
17,-328.3877597,4,2,_HLDB1,s2,_HLDB1_s2_1
18,-361.784471,4,2,_HLDB1,s2,_HLDB1_s2_1
19,-392.4069622,4,2,_HLDB1,s2,_HLDB1_s2_1
20,-421.5756942,4,2,_HLDB1,s2,_HLDB1_s2_1
21,-445.6981899,4,2,_HLDB1,s2,_HLDB1_s2_1
22,-467.9328292,4,2,_HLDB1,s2,_HLDB1_s2_1
23,-483.837901,4,2,_HLDB1,s2,_HLDB1_s2_1
24,-495.0446764,4,2,_HLDB1,s2,_HLDB1_s2_1
25,-500.5783405,4,2,_HLDB1,s2,_HLDB1_s2_1
26,-497.0293385,4,2,_HLDB1,s2,_HLDB1_s2_1
27,-489.9239714,4,2,_HLDB1,s2,_HLDB1_s2_1
28,-471.1162929,4,2,_HLDB1,s2,_HLDB1_s2_1
29,-449.6784345,4,2,_HLDB1,s2,_HLDB1_s2_1
30,-420.9065286,4,2,_HLDB1,s2,_HLDB1_s2_1
1,-350.6599208,4,2,_HLDB1,s2,_HLDB1_s2_2
2,-315.766953,4,2,_HLDB1,s2,_HLDB1_s2_2
3,-281.588513,4,2,_HLDB1,s2,_HLDB1_s2_2
4,-248.5114603,4,2,_HLDB1,s2,_HLDB1_s2_2
5,-216.734481,4,2,_HLDB1,s2,_HLDB1_s2_2
6,-185.2839766,4,2,_HLDB1,s2,_HLDB1_s2_2
7,-153.7178,4,2,_HLDB1,s2,_HLDB1_s2_2
8,-123.0091967,4,2,_HLDB1,s2,_HLDB1_s2_2
9,-92.93724941,4,2,_HLDB1,s2,_HLDB1_s2_2
10,-65.44302962,4,2,_HLDB1,s2,_HLDB1_s2_2
11,-39.09888473,4,2,_HLDB1,s2,_HLDB1_s2_2
12,-14.63766623,4,2,_HLDB1,s2,_HLDB1_s2_2
13,9.558103083,4,2,_HLDB1,s2,_HLDB1_s2_2
14,33.89930505,4,2,_HLDB1,s2,_HLDB1_s2_2
15,59.5769316,4,2,_HLDB1,s2,_HLDB1_s2_2
16,86.27854459,4,2,_HLDB1,s2,_HLDB1_s2_2
17,113.8477908,4,2,_HLDB1,s2,_HLDB1_s2_2
18,141.6589621,4,2,_HLDB1,s2,_HLDB1_s2_2
19,168.1078784,4,2,_HLDB1,s2,_HLDB1_s2_2
20,191.7349771,4,2,_HLDB1,s2,_HLDB1_s2_2
21,213.9502118,4,2,_HLDB1,s2,_HLDB1_s2_2
22,235.4183937,4,2,_HLDB1,s2,_HLDB1_s2_2
23,255.3297069,4,2,_HLDB1,s2,_HLDB1_s2_2
24,264.607103,4,2,_HLDB1,s2,_HLDB1_s2_2
25,263.6156379,4,2,_HLDB1,s2,_HLDB1_s2_2
26,272.7761273,4,2,_HLDB1,s2,_HLDB1_s2_2
27,285.5822323,4,2,_HLDB1,s2,_HLDB1_s2_2
28,304.4508995,4,2,_HLDB1,s2,_HLDB1_s2_2
29,310.3157556,4,2,_HLDB1,s2,_HLDB1_s2_2
30,310.3157556,4,2,_HLDB1,s2,_HLDB1_s2_2
1,41.97265408,1,4,_LHAD1,s3,_LHAD1_s3_1
2,49.52285498,1,4,_LHAD1,s3,_LHAD1_s3_1
3,57.85951043,1,4,_LHAD1,s3,_LHAD1_s3_1
4,66.38384937,1,4,_LHAD1,s3,_LHAD1_s3_1
5,71.94231487,1,4,_LHAD1,s3,_LHAD1_s3_1
6,80.54102871,1,4,_LHAD1,s3,_LHAD1_s3_1
7,89.71098445,1,4,_LHAD1,s3,_LHAD1_s3_1
8,96.45216556,1,4,_LHAD1,s3,_LHAD1_s3_1
9,99.39628899,1,4,_LHAD1,s3,_LHAD1_s3_1
10,99.80276908,1,4,_LHAD1,s3,_LHAD1_s3_1
11,97.44093976,1,4,_LHAD1,s3,_LHAD1_s3_1
12,91.82574187,1,4,_LHAD1,s3,_LHAD1_s3_1
13,84.83125876,1,4,_LHAD1,s3,_LHAD1_s3_1
14,76.62502904,1,4,_LHAD1,s3,_LHAD1_s3_1
15,67.67684471,1,4,_LHAD1,s3,_LHAD1_s3_1
16,58.7491765,1,4,_LHAD1,s3,_LHAD1_s3_1
17,49.97789665,1,4,_LHAD1,s3,_LHAD1_s3_1
18,41.82967508,1,4,_LHAD1,s3,_LHAD1_s3_1
19,34.50256608,1,4,_LHAD1,s3,_LHAD1_s3_1
20,27.73758356,1,4,_LHAD1,s3,_LHAD1_s3_1
21,21.60713317,1,4,_LHAD1,s3,_LHAD1_s3_1
22,16.31068508,1,4,_LHAD1,s3,_LHAD1_s3_1
23,11.53609238,1,4,_LHAD1,s3,_LHAD1_s3_1
24,7.279364872,1,4,_LHAD1,s3,_LHAD1_s3_1
25,3.96222208,1,4,_LHAD1,s3,_LHAD1_s3_1
26,1.171643278,1,4,_LHAD1,s3,_LHAD1_s3_1
27,-1.10375889,1,4,_LHAD1,s3,_LHAD1_s3_1
28,-2.637499915,1,4,_LHAD1,s3,_LHAD1_s3_1
29,-3.670292554,1,4,_LHAD1,s3,_LHAD1_s3_1
30,-4.361198672,1,4,_LHAD1,s3,_LHAD1_s3_1
1,-4.70884474,1,4,_LHAD1,s3,_LHAD1_s3_2
2,-4.799871716,1,4,_LHAD1,s3,_LHAD1_s3_2
3,-5.013457548,1,4,_LHAD1,s3,_LHAD1_s3_2
4,-5.366899888,1,4,_LHAD1,s3,_LHAD1_s3_2
5,-7.041503364,1,4,_LHAD1,s3,_LHAD1_s3_2
6,-9.928792659,1,4,_LHAD1,s3,_LHAD1_s3_2
7,-14.48741671,1,4,_LHAD1,s3,_LHAD1_s3_2
8,-22.71833498,1,4,_LHAD1,s3,_LHAD1_s3_2
9,-33.1960484,1,4,_LHAD1,s3,_LHAD1_s3_2
10,-47.02371983,1,4,_LHAD1,s3,_LHAD1_s3_2
11,-63.97617051,1,4,_LHAD1,s3,_LHAD1_s3_2
12,-82.20521884,1,4,_LHAD1,s3,_LHAD1_s3_2
13,-101.808235,1,4,_LHAD1,s3,_LHAD1_s3_2
14,-120.5841559,1,4,_LHAD1,s3,_LHAD1_s3_2
15,-138.2756508,1,4,_LHAD1,s3,_LHAD1_s3_2
16,-152.8794896,1,4,_LHAD1,s3,_LHAD1_s3_2
17,-164.1056836,1,4,_LHAD1,s3,_LHAD1_s3_2
18,-172.9102046,1,4,_LHAD1,s3,_LHAD1_s3_2
19,-176.9383157,1,4,_LHAD1,s3,_LHAD1_s3_2
20,-178.3987637,1,4,_LHAD1,s3,_LHAD1_s3_2
21,-178.0715302,1,4,_LHAD1,s3,_LHAD1_s3_2
22,-176.3459278,1,4,_LHAD1,s3,_LHAD1_s3_2
23,-174.1629906,1,4,_LHAD1,s3,_LHAD1_s3_2
24,-171.6014623,1,4,_LHAD1,s3,_LHAD1_s3_2
25,-171.3786565,1,4,_LHAD1,s3,_LHAD1_s3_2
26,-171.1151075,1,4,_LHAD1,s3,_LHAD1_s3_2
27,-170.8061027,1,4,_LHAD1,s3,_LHAD1_s3_2
28,-171.2740029,1,4,_LHAD1,s3,_LHAD1_s3_2
29,-171.5811595,1,4,_LHAD1,s3,_LHAD1_s3_2
30,-171.5811595,1,4,_LHAD1,s3,_LHAD1_s3_2
1,69.95592158,2,3,_LHBC1,s2,_LHBC1_s2_1
2,72.52429613,2,3,_LHBC1,s2,_LHBC1_s2_1
3,75.07717451,2,3,_LHBC1,s2,_LHBC1_s2_1
4,77.59948492,2,3,_LHBC1,s2,_LHBC1_s2_1
5,80.43041988,2,3,_LHBC1,s2,_LHBC1_s2_1
6,83.45153277,2,3,_LHBC1,s2,_LHBC1_s2_1
7,90.78455746,2,3,_LHBC1,s2,_LHBC1_s2_1
8,99.64330832,2,3,_LHBC1,s2,_LHBC1_s2_1
9,111.3908428,2,3,_LHBC1,s2,_LHBC1_s2_1
10,127.9008321,2,3,_LHBC1,s2,_LHBC1_s2_1
11,146.7637128,2,3,_LHBC1,s2,_LHBC1_s2_1
12,172.6847282,2,3,_LHBC1,s2,_LHBC1_s2_1
13,200.2810879,2,3,_LHBC1,s2,_LHBC1_s2_1
14,230.9236656,2,3,_LHBC1,s2,_LHBC1_s2_1
15,261.8065354,2,3,_LHBC1,s2,_LHBC1_s2_1
16,292.6525072,2,3,_LHBC1,s2,_LHBC1_s2_1
17,318.4237244,2,3,_LHBC1,s2,_LHBC1_s2_1
18,340.9034463,2,3,_LHBC1,s2,_LHBC1_s2_1
19,357.6331013,2,3,_LHBC1,s2,_LHBC1_s2_1
20,367.3108555,2,3,_LHBC1,s2,_LHBC1_s2_1
21,373.6330046,2,3,_LHBC1,s2,_LHBC1_s2_1
22,371.0745935,2,3,_LHBC1,s2,_LHBC1_s2_1
23,363.8408461,2,3,_LHBC1,s2,_LHBC1_s2_1
24,348.7565076,2,3,_LHBC1,s2,_LHBC1_s2_1
25,322.1458186,2,3,_LHBC1,s2,_LHBC1_s2_1
26,290.2016386,2,3,_LHBC1,s2,_LHBC1_s2_1
27,245.4647764,2,3,_LHBC1,s2,_LHBC1_s2_1
28,194.2161854,2,3,_LHBC1,s2,_LHBC1_s2_1
29,132.4536317,2,3,_LHBC1,s2,_LHBC1_s2_1
30,63.61665777,2,3,_LHBC1,s2,_LHBC1_s2_1
1,-127.5170876,2,3,_LHBC1,s2,_LHBC1_s2_2
2,-199.1239453,2,3,_LHBC1,s2,_LHBC1_s2_2
3,-269.7695919,2,3,_LHBC1,s2,_LHBC1_s2_2
4,-335.3237355,2,3,_LHBC1,s2,_LHBC1_s2_2
5,-397.3709017,2,3,_LHBC1,s2,_LHBC1_s2_2
6,-451.883385,2,3,_LHBC1,s2,_LHBC1_s2_2
7,-498.208273,2,3,_LHBC1,s2,_LHBC1_s2_2
