1st,2nd,3rd,4th,speaker,pitch_con,syl,tone,prevsyl
4.9509751700716955e-05,-0.0020337678785143677,0.0006458929822871155,1.3593338663459966,s3,_HHAC4_s3_2,2,3,1
5.961177994571544e-05,-0.0027913527637843266,0.015163051837412568,1.3174868303194314,s3,_HHAC5_s3_2,2,3,1
7.904052241872457e-06,-0.0005961000176110903,0.006218325886599618,1.3133627401059036,s3,_HHAD1_s3_2,2,4,1
1.3477122265531946e-06,-0.0003334388533385886,0.005494026944310392,1.315512926083434,s3,_HHAD2_s3_2,2,4,1
6.466100165037412e-06,-0.0005716804099478269,0.0059157542057590795,1.3215384867504885,s3,_HHAD3_s3_2,2,4,1
1.3567468969496617e-06,-0.00034766420348052537,0.005645180671855971,1.3442839292669377,s3,_HHAD4_s3_2,2,4,1
-4.265069331654145e-06,-0.0001418192269378809,0.00526913729532271,1.3475581942132977,s3,_HHAD5_s3_2,2,4,1
1.0307758314699931e-05,-0.0006401112511225105,0.012518524847868412,1.1974215979021114,s3,_HHBA1_s3_2,2,1,2
1.0165644258684543e-05,-0.0005616916255371382,0.010015009054105807,1.2107812566686387,s3,_HHBA2_s3_2,2,1,2
1.1966812167933865e-05,-0.0007297175888282873,0.014472987553570031,1.1638545880612183,s3,_HHBA3_s3_2,2,1,2
8.923399470968824e-06,-0.00047470826951086134,0.009428000080758898,1.1657230279318802,s3,_HHBA4_s3_2,2,1,2
2.8670633511379594e-06,-0.000244806790440493,0.006382559542576266,1.2028550918639103,s3,_HHBA5_s3_2,2,1,2
1.7647098397294936e-05,-0.0003687534218342876,-0.00847464108133673,1.300613905073442,s3,_HHBB1_s3_2,2,2,2
1.8788248577540605e-05,-0.00031842440699307096,-0.011258330177503575,1.331239965202905,s3,_HHBB2_s3_2,2,2,2
1.913392599883243e-05,-0.0004205135401448354,-0.00957015264608797,1.3231822090965732,s3,_HHBB3_s3_2,2,2,2
2.6470152764064032e-05,-0.0009590568584114868,0.00060457849961601,1.2891971284266066,s3,_HHBB4_s3_2,2,2,2
3.111682173803116e-05,-0.0009062542249680276,-0.005128811185846017,1.30255298737752,s3,_HHBB5_s3_2,2,2,2
5.8594810921373164e-05,-0.0023597354271162113,0.0022362901645559975,1.3848604823196868,s3,_HHBC1_s3_2,2,3,2
5.173240223980798e-05,-0.002490666470022942,0.015927812236546494,1.2893547708453252,s3,_HHBC2_s3_2,2,3,2
7.41484757941589e-05,-0.0032043937013129767,0.016431843493224074,1.3437220907916492,s3,_HHBC3_s3_2,2,3,2
4.8102781518152325e-05,-0.0021423391216034626,0.007532986282724814,1.331669338917253,s3,_HHBC4_s3_2,2,3,2
4.715826771578823e-05,-0.0017572012190279255,-0.003955333460925951,1.3737636977866667,s3,_HHBC5_s3_2,2,3,2
3.6832909907930186e-06,-0.0006350272585284106,0.017899297553008932,1.1717973569184275,s3,_HHBD1_s3_2,2,4,2
1.9651969354560907e-05,-0.0015036670956829934,0.02825226495868672,1.1610459879351773,s3,_HHBD2_s3_2,2,4,2
1.4181115845808852e-05,-0.0013147118295513537,0.02863318418486053,1.1678482349391146,s3,_HHBD3_s3_2,2,4,2
1.211236222633991e-05,-0.0010531546556995024,0.020478527852023483,1.1961343289462052,s3,_HHBD4_s3_2,2,4,2
