time,pitch,duration,artist,role_type,shengqiang,tone,word,pitch_con
29,418.22,0.769716195,Liu Guijuan,D,X,4,que4,4_2_252
30,418.34,0.769716195,Liu Guijuan,D,X,4,que4,4_2_252
1,494.92,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
2,495.63,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
3,495.12,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
4,495.81,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
5,492.98,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
6,481.32,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
7,466,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
8,448.81,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
9,431.33,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
10,416.92,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
11,411.71,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
12,410.61,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
13,410.89,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
14,411.42,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
15,411.99,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
16,411.27,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
17,433.32,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
18,477.95,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
19,504.53,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
20,538.08,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
21,574,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
22,582.84,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
23,566.75,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
24,569.23,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
25,563.22,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
26,555.52,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
27,553.32,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
28,554.61,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
29,554.95,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
30,557.3,1.359348046,Liu Guijuan,D,X,4,zuo4,4_2_254
1,512.82,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
2,513.51,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
3,512.95,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
4,503.7,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
5,488.75,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
6,470.64,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
7,450.15,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
8,432.55,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
9,428.14,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
10,431.66,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
11,438.7,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
12,448.52,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
13,458.26,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
14,467.86,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
15,479.83,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
16,488.9,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
17,497.08,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
18,507.07,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
19,520.64,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
20,544.9,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
21,542.99,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
22,538.7,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
23,530.68,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
24,505.93,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
25,468.04,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
26,447.42,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
27,423.27,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
28,401.89,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
29,375.16,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
30,366.62,2.392983217,Guo Yuejin,LD,E,2,niang2,2_8_19
1,403.8,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
2,404.32,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
3,407.2,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
4,408.75,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
5,426.5,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
6,443.36,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
7,459.73,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
8,476.38,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
9,503.33,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
10,514.27,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
11,524.62,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
12,535.41,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
13,545.77,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
14,546.15,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
15,546.65,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
16,570.53,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
17,596.56,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
18,618.27,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
19,637.72,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
20,661.45,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
21,662.6,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
22,658.37,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
23,659.21,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
24,663.99,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
25,658.91,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
26,638.15,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
27,617.69,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
28,595.4,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
29,554.86,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
30,550.9,2.066906266,Liu Guijuan,D,X,4,ming4,4_2_256
1,454.63,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
2,454.58,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
3,454.34,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
4,454.02,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
5,453.6,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
6,453.03,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
7,452.3,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
8,451.31,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
9,450.11,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
10,448.71,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
11,447.11,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
12,445.25,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
13,443.35,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
14,441.46,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
15,439.53,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
16,437.6,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
17,435.64,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
18,433.38,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
19,430.64,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
20,427.34,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
21,423.61,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
22,419.28,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
23,415.14,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
24,411.49,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
25,408.31,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
26,405.57,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
27,403.79,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
28,402.44,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
29,401.03,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
30,400.72,0.441068856,Chen Junjie,J,X,4,zhai4,4_7_35
1,439.52,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
2,439.27,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
3,438.91,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
4,438.71,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
5,438.76,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
6,439.01,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
7,439.67,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
8,440.59,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
9,441.82,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
10,443.61,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
11,445.72,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
12,447.78,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
13,450.12,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
14,452.83,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
15,455.46,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
16,458.42,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
17,462.75,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
18,467.55,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
19,472.39,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
20,477.14,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
21,481.38,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
22,483.93,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
23,485.55,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
24,486.61,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
25,487.51,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
26,488.36,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
27,489.32,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
28,490.45,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
29,491.45,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
30,491.78,0.386784051,Zheng Ziru,LD,E,5,de5,5_9_86
1,454.63,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
2,455.02,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
3,455.76,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
4,456.44,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
5,457.02,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
6,457.5,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
7,457.82,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
8,458.08,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
9,458.34,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
10,458.66,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
11,459.03,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
12,459.46,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
13,459.88,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
14,460.25,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
15,460.57,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
16,460.89,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
17,461.32,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
18,461.85,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
19,462.44,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
20,463.19,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
21,464.05,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
22,464.85,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
23,465.6,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
24,466.25,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
25,466.73,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
26,466.95,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
27,466.84,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
28,466.52,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
29,466.11,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
30,465.66,0.354445816,Guo Yuejin,LD,E,1,feng1,1_8_215
1,501.97,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
2,502.84,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
3,503.6,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
4,503.95,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
5,502.56,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
6,500.14,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
7,496.03,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
8,488.67,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
9,480.23,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
10,471.62,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
11,462.82,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
12,453.56,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
13,445.94,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
14,445.57,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
15,446.36,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
16,448.14,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
17,451.44,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
18,456.08,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
19,454.87,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
20,453.4,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
21,451.88,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
22,451.31,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
23,451.62,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
24,452.25,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
25,453.45,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
26,454.66,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
27,455.65,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
28,456.13,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
29,456.42,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
30,456.73,0.71089119,Guo Yuejin,LD,E,1,qing1,1_8_214
1,357.73,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
2,355.1,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
3,351.44,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
4,349.31,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
5,349.47,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
6,353.33,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
7,359.42,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
8,365.82,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
9,374.81,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
10,382.22,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
11,386.61,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
12,390.67,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
13,393.84,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
14,392.89,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
15,391.98,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
16,392.03,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
17,391.35,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
18,391.3,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
19,392.71,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
20,394.11,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
21,394.98,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
22,395.11,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
23,395.34,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
24,395.89,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
25,395.89,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
26,356.39,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
27,297.49,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
28,238.31,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
29,132.12,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
30,99.086,0.970792222,Du Zhenjie,LS,E,2,yan2,2_13_61
1,468.63,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
2,470.26,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
3,472.28,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
4,473.85,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
5,474.13,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
6,473.42,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
7,471.73,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
8,468.17,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
9,462.44,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
10,455.66,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
11,448.1,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
12,440.01,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
13,432.51,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
14,426.64,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
15,421.81,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
16,418.48,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
17,417.02,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
18,417.65,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
19,420.49,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
20,425.26,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
21,430.41,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
22,434.68,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
23,437.16,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
24,436.96,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
25,433.05,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
26,386.64,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
27,319.5,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
28,253.28,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
29,139.49,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
30,104.62,0.592480553,Bao Fei,XS,E,3,zhu3,3_17_54
1,817.83,0.711330901,Du Peng,LS,E,4,han4,4_12_68
2,820.68,0.711330901,Du Peng,LS,E,4,han4,4_12_68
3,832,0.711330901,Du Peng,LS,E,4,han4,4_12_68
4,843.2,0.711330901,Du Peng,LS,E,4,han4,4_12_68
5,853.66,0.711330901,Du Peng,LS,E,4,han4,4_12_68
6,863.8,0.711330901,Du Peng,LS,E,4,han4,4_12_68
7,873.41,0.711330901,Du Peng,LS,E,4,han4,4_12_68
8,877.45,0.711330901,Du Peng,LS,E,4,han4,4_12_68
9,879.88,0.711330901,Du Peng,LS,E,4,han4,4_12_68
10,882.01,0.711330901,Du Peng,LS,E,4,han4,4_12_68
11,883.23,0.711330901,Du Peng,LS,E,4,han4,4_12_68
12,883.34,0.711330901,Du Peng,LS,E,4,han4,4_12_68
13,883.03,0.711330901,Du Peng,LS,E,4,han4,4_12_68
14,882.72,0.711330901,Du Peng,LS,E,4,han4,4_12_68
15,882.62,0.711330901,Du Peng,LS,E,4,han4,4_12_68
16,882.62,0.711330901,Du Peng,LS,E,4,han4,4_12_68
17,882.93,0.711330901,Du Peng,LS,E,4,han4,4_12_68
18,883.85,0.711330901,Du Peng,LS,E,4,han4,4_12_68
19,885.28,0.711330901,Du Peng,LS,E,4,han4,4_12_68
20,887.43,0.711330901,Du Peng,LS,E,4,han4,4_12_68
21,889.69,0.711330901,Du Peng,LS,E,4,han4,4_12_68
22,891.75,0.711330901,Du Peng,LS,E,4,han4,4_12_68
23,892.98,0.711330901,Du Peng,LS,E,4,han4,4_12_68
24,892.88,0.711330901,Du Peng,LS,E,4,han4,4_12_68
25,890.93,0.711330901,Du Peng,LS,E,4,han4,4_12_68
26,887.45,0.711330901,Du Peng,LS,E,4,han4,4_12_68
27,883.56,0.711330901,Du Peng,LS,E,4,han4,4_12_68
28,880.09,0.711330901,Du Peng,LS,E,4,han4,4_12_68
29,876.02,0.711330901,Du Peng,LS,E,4,han4,4_12_68
30,875.51,0.711330901,Du Peng,LS,E,4,han4,4_12_68
1,580.46,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
2,577.63,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
3,572.22,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
4,568.05,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
5,565.74,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
6,566.67,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
7,573.82,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
8,587.95,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
9,607,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
10,629.53,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
11,652.86,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
12,672.53,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
13,686.07,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
14,694.38,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
15,697.55,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
16,696.91,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
17,693.71,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
18,689.25,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
19,682.86,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
20,675.9,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
21,668.83,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
22,662.2,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
23,655.48,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
24,650.34,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
25,645.92,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
26,642.63,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
27,641.36,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
28,643.31,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
29,645.77,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
30,649.5,0.673001567,Jin Xuebin,XS,X,4,sha4,4_19_3
1,608.28,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
2,612.36,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
3,623.85,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
4,630.66,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
5,634.18,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
6,634.32,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
7,630.54,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
8,624.45,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
9,618.34,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
10,613.13,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
11,609.53,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
12,605.92,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
13,603.82,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
14,602.98,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
15,602.7,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
16,602.84,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
17,603.33,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
18,604.03,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
19,604.94,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
20,606.06,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
21,607.25,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
22,608.44,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
23,609.35,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
24,609.56,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
25,609.28,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
26,608.58,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
27,607.53,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
28,606.54,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
29,605.63,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
30,605.28,0.348599962,Fang Rongxiang,J,E,4,ri4,4_5_242
1,590.78,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
2,591,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
3,591.46,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
4,591.87,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
5,592.48,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
6,593.03,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
7,593.72,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
8,594.34,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
9,595.02,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
10,595.71,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
11,596.47,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
12,597.23,0.362479432,Fang Rongxiang,J,E,5,le5,5_5_185
