time,pitch,duration,artist,role_type,shengqiang,tone,word,pitch_con
1,358.76,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
2,356.53,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
3,351.5,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
4,346.67,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
5,341.81,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
6,337.4,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
7,333.97,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
8,331.68,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
9,330.99,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
10,332.23,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
11,334.99,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
12,339.02,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
13,344.14,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
14,349.62,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
15,354.52,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
16,358.4,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
17,361.12,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
18,362.19,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
19,361.74,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
20,359.87,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
21,356.95,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
22,352.65,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
23,347.38,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
24,309.32,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
25,295.41,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
26,306.11,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
27,317.99,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
28,330.48,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
29,400.03,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
30,398.99,0.779416897,Fang Rongxiang,J,E,4,zhan4,4_5_173
1,405.96,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
2,405.45,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
3,403.42,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
4,400.43,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
5,395,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
6,388.41,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
7,380.89,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
8,371.05,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
9,361.19,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
10,352.51,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
11,344.63,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
12,337.93,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
13,334.2,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
14,332.29,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
15,331.71,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
16,331.67,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
17,331.86,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
18,332.4,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
19,333.17,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
20,334.41,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
21,336.08,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
22,337.59,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
23,337.86,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
24,337.21,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
25,336.7,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
26,337.53,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
27,339.72,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
28,341.8,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
29,346.71,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
30,347.85,0.72423411,Fang Rongxiang,J,E,4,chi4,4_5_170
1,484.73,0.662823255,An Ping,J,E,3,wo3,3_4_118
2,484.5,0.662823255,An Ping,J,E,3,wo3,3_4_118
3,483.98,0.662823255,An Ping,J,E,3,wo3,3_4_118
4,483.64,0.662823255,An Ping,J,E,3,wo3,3_4_118
5,483.47,0.662823255,An Ping,J,E,3,wo3,3_4_118
6,483.53,0.662823255,An Ping,J,E,3,wo3,3_4_118
7,483.75,0.662823255,An Ping,J,E,3,wo3,3_4_118
8,483.92,0.662823255,An Ping,J,E,3,wo3,3_4_118
9,483.98,0.662823255,An Ping,J,E,3,wo3,3_4_118
10,483.92,0.662823255,An Ping,J,E,3,wo3,3_4_118
11,483.92,0.662823255,An Ping,J,E,3,wo3,3_4_118
12,484.09,0.662823255,An Ping,J,E,3,wo3,3_4_118
13,484.7,0.662823255,An Ping,J,E,3,wo3,3_4_118
14,485.66,0.662823255,An Ping,J,E,3,wo3,3_4_118
15,486.73,0.662823255,An Ping,J,E,3,wo3,3_4_118
16,487.74,0.662823255,An Ping,J,E,3,wo3,3_4_118
17,488.98,0.662823255,An Ping,J,E,3,wo3,3_4_118
18,490.74,0.662823255,An Ping,J,E,3,wo3,3_4_118
19,493.54,0.662823255,An Ping,J,E,3,wo3,3_4_118
20,496.99,0.662823255,An Ping,J,E,3,wo3,3_4_118
21,500.15,0.662823255,An Ping,J,E,3,wo3,3_4_118
22,502.27,0.662823255,An Ping,J,E,3,wo3,3_4_118
23,502.45,0.662823255,An Ping,J,E,3,wo3,3_4_118
24,499.64,0.662823255,An Ping,J,E,3,wo3,3_4_118
25,493.74,0.662823255,An Ping,J,E,3,wo3,3_4_118
26,486.05,0.662823255,An Ping,J,E,3,wo3,3_4_118
27,474.64,0.662823255,An Ping,J,E,3,wo3,3_4_118
28,457.3,0.662823255,An Ping,J,E,3,wo3,3_4_118
29,440.57,0.662823255,An Ping,J,E,3,wo3,3_4_118
30,427.49,0.662823255,An Ping,J,E,3,wo3,3_4_118
1,433.59,1.233509828,An Ping,J,E,3,ye3,3_4_119
2,432.64,1.233509828,An Ping,J,E,3,ye3,3_4_119
3,432.32,1.233509828,An Ping,J,E,3,ye3,3_4_119
4,433.84,1.233509828,An Ping,J,E,3,ye3,3_4_119
5,434.14,1.233509828,An Ping,J,E,3,ye3,3_4_119
6,435.7,1.233509828,An Ping,J,E,3,ye3,3_4_119
7,442.13,1.233509828,An Ping,J,E,3,ye3,3_4_119
8,457.84,1.233509828,An Ping,J,E,3,ye3,3_4_119
9,472.26,1.233509828,An Ping,J,E,3,ye3,3_4_119
10,483.48,1.233509828,An Ping,J,E,3,ye3,3_4_119
11,492.58,1.233509828,An Ping,J,E,3,ye3,3_4_119
12,496.79,1.233509828,An Ping,J,E,3,ye3,3_4_119
13,491.2,1.233509828,An Ping,J,E,3,ye3,3_4_119
14,484.77,1.233509828,An Ping,J,E,3,ye3,3_4_119
15,482.36,1.233509828,An Ping,J,E,3,ye3,3_4_119
16,481.58,1.233509828,An Ping,J,E,3,ye3,3_4_119
17,480.97,1.233509828,An Ping,J,E,3,ye3,3_4_119
18,479.8,1.233509828,An Ping,J,E,3,ye3,3_4_119
19,479.58,1.233509828,An Ping,J,E,3,ye3,3_4_119
20,480.41,1.233509828,An Ping,J,E,3,ye3,3_4_119
21,481.08,1.233509828,An Ping,J,E,3,ye3,3_4_119
22,481.47,1.233509828,An Ping,J,E,3,ye3,3_4_119
23,482.81,1.233509828,An Ping,J,E,3,ye3,3_4_119
24,483.47,1.233509828,An Ping,J,E,3,ye3,3_4_119
25,483.59,1.233509828,An Ping,J,E,3,ye3,3_4_119
26,483.53,1.233509828,An Ping,J,E,3,ye3,3_4_119
27,483.75,1.233509828,An Ping,J,E,3,ye3,3_4_119
28,483.25,1.233509828,An Ping,J,E,3,ye3,3_4_119
29,483.01,1.233509828,An Ping,J,E,3,ye3,3_4_119
30,482.91,1.233509828,An Ping,J,E,3,ye3,3_4_119
1,526.03,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
2,528.78,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
3,531.35,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
4,533.49,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
5,533.49,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
6,531.65,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
7,528.42,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
8,522.59,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
9,513.4,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
10,501.19,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
11,487.92,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
12,475.63,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
13,466.64,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
14,471.61,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
15,480.09,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
16,490.08,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
17,500.53,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
18,511.22,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
19,512.47,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
20,514.14,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
21,516.76,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
22,519.14,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
23,520.88,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
24,521.24,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
25,520.28,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
26,519.56,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
27,518.3,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
28,514.74,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
29,513.04,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
30,510.48,0.704399031,Guo Yuejin,LD,E,1,fen1,1_8_27
1,487.27,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
2,490.06,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
3,496.75,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
4,502.68,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
5,508.16,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
6,513.81,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
7,518.63,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
8,522.48,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
9,526.34,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
10,529.38,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
11,531.52,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
12,532.87,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
13,533.85,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
14,534.1,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
15,534.16,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
16,534.1,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
17,533.91,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
18,533.24,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
19,531.22,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
20,527.17,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
21,519.84,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
22,510.76,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
23,500.88,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
24,491.14,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
25,482.83,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
26,477.57,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
27,474.41,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
28,472.43,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
29,471.7,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
30,471.88,0.59111356,Jin Xuebin,XS,E,3,wo3,3_16_93
1,466.6,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
2,467.09,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
3,466.41,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
4,466.04,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
5,465.02,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
6,463.62,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
7,462.34,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
8,461.32,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
9,459.94,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
10,456.84,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
11,447.83,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
12,434.95,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
13,422.28,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
14,423.23,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
15,426.76,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
16,436.63,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
17,450.36,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
18,463.94,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
19,464.47,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
20,464.64,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
21,464.47,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
22,464.05,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
23,463.78,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
24,463.35,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
25,462.76,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
26,462.6,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
27,462.6,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
28,462.49,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
29,462.62,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
30,462.04,0.77785421,Luo Huilan,D,E,2,ru2,2_1_70
1,533.21,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
2,530.51,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
3,526.18,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
4,522.29,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
5,519.15,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
6,517.22,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
7,515.67,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
8,515.25,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
9,515.07,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
10,514.95,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
11,514.54,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
12,514.65,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
13,515.07,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
14,516.21,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
15,518.07,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
16,520.89,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
17,523.79,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
18,526.21,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
19,526.57,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
20,523.76,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
21,517.1,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
22,505.71,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
23,490.94,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
24,475.33,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
25,462.08,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
26,452.58,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
27,448.21,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
28,447.89,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
29,450.41,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
30,452.27,0.740105897,Guo Yuejin,LD,E,1,xiang1,1_8_247
1,424.18,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
2,424.14,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
3,424.3,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
4,424.3,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
5,423.86,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
6,422.7,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
7,420.47,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
8,415.89,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
9,406.46,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
10,394.48,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
11,382.19,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
12,371.37,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
13,364.74,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
14,364,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
15,367.83,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
16,375.83,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
17,386.17,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
18,396.9,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
19,409.9,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
20,425.17,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
21,439.48,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
22,453.29,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
23,466.75,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
24,479.09,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
25,488.83,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
26,497.66,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
27,505.51,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
28,512.54,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
29,518.8,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
30,521.94,0.818431729,Jin Xuebin,XS,E,3,jin3,3_16_98
1,404.09,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
2,404.36,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
3,405.14,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
4,405.94,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
5,406.93,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
6,408.25,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
7,409.76,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
8,411.47,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
9,413.33,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
10,415.19,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
11,417.02,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
12,418.95,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
13,421.04,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
14,423.59,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
15,426.94,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
16,431.74,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
17,438.6,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
18,446.47,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
19,454.36,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
20,461.47,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
21,466.87,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
22,469.77,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
23,471.07,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
24,471.45,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
25,471.39,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
26,471.18,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
27,471.07,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
28,471.23,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
29,471.43,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
30,471.88,0.457214908,Jin Xuebin,XS,E,3,qi3,3_16_94
1,351.68,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
2,353.39,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
3,356.32,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
4,358.75,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
5,360.44,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
6,361.11,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
7,360.53,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
8,358.88,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
9,356.77,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
10,354.67,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
11,354.13,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
12,357.12,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
13,364.01,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
14,373.81,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
15,385.82,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
16,397.59,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
17,406.28,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
18,411.55,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
19,413.85,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
20,413.85,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
21,412.7,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
22,411.65,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
23,410.85,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
24,410.13,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
25,409.1,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
26,408.15,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
27,407.26,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
28,406.31,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
29,405.61,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
30,405.49,0.688168641,Chen Junjie,J,X,3,ba3,3_6_96
1,521.33,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
2,523.71,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
3,529.18,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
4,534.52,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
5,540.31,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
6,546.2,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
7,551.78,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
8,557.35,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
9,562.38,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
10,566.34,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
11,569.28,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
12,571.12,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
13,571.97,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
14,572.1,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
15,571.9,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
16,571.51,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
17,571.11,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
18,570.65,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
19,570.26,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
20,569.66,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
21,569.27,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
22,569.01,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
23,568.81,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
24,568.74,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
25,568.94,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
26,569.27,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
27,569.73,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
28,570.26,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
29,570.87,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
30,571.15,0.604059943,Jin Xuebin,XS,X,4,bian4,4_19_24
1,392.02,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
2,392.1,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
3,393.38,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
4,394.16,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
5,395.66,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
6,397.04,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
7,398.18,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
8,399.01,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
9,399.43,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
10,399.61,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
11,399.93,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
12,400.07,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
13,400.03,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
14,399.66,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
15,398.38,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
16,397.18,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
17,396.44,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
18,387.26,0.81801178,Chen Junjie,J,X,3,fan3,3_6_95
