1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,duration,artist,role_type,shengqiang,tone,word,pitch_con
4354.135114204847,4347.134883128164,4300.13354348607,4286.133062929507,4311.133825865642,4355.135102888619,4317.133966445408,4290.133275791322,4316.133851016441,4360.13522462028,4356.135134965796,4312.133968185805,4299.133498268862,4310.133902152748,4312.133968185805,4342.1347171883335,4344.134891915924,4268.132507658446,4100.127350504105,4001.124132698637,4011.124541764541,4021.124758308202,4009.124411683416,4007.1244358603194,4001.124132698637,4033.1251485506746,4049.1256357921375,3923.1217948761573,3775.1170556569514,3770.117003693354,1.5045374698155065,Liu Guijuan,D,X,1,guang1,1_2_8
3765.116877166717,3768.1170512578183,3767.1169166493437,3773.1171159789196,3775.1170556569514,3774.117157439537,3765.116877166717,3756.116523170655,3757.1165612978784,3759.1165491862075,3762.1166338975904,3767.1169166493437,3773.1171159789196,3782.117405264858,3788.117630869439,3788.117630869439,3781.117433575934,3760.1167173184667,3722.1155862966534,3666.113910603162,3615.1121901581573,3559.1105679998113,3531.109621673877,3518.109154414457,3500.1085963559663,3505.108753700052,3499.1085860462686,3491.108355512992,3500.1085963559663,3541.109888561766,0.7394073634938252,Liu Guijuan,D,X,3,er3,3_2_42
3290.102072643074,3299.102413628529,3233.100343908168,2033.100343908168,833.1003439081679,2546.9506163432534,3391.105248176957,3511.1090539529464,3782.117405264858,3702.1148992628823,3498.1086345395524,3480.1080952803204,3783.1174478359694,3764.1167547959794,3773.1171159789196,3797.117945928044,3697.1146571016425,3774.117157439537,3754.116469813253,3749.11633933351,3757.1165612978784,3761.1167455860023,3740.1160284730345,3804.118012777456,3740.1160284730345,3775.1170556569514,3800.1179875257826,3742.116052445102,3763.1167099972477,3827.1187621047616,4.198213533361638,Liu Guijuan,D,X,2,yuan2,2_2_258
8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,0.35312313120938654,Liu Guijuan,D,X,2,lei2,2_2_54
4332.134432985356,4333.1344703614295,4324.1342920852985,4306.133692507405,4295.133316993701,4314.133951933642,4332.134432985356,4341.1347016774,4328.1343316073535,4323.13410167838,4328.1343316073535,4323.13410167838,4297.133278607629,4238.131404446394,4158.128987518327,4019.1248442296665,3888.1206092423245,3782.117405264858,3655.1135244450975,3586.111299410831,3528.1094825301557,3476.107797525669,3463.107535713552,3459.1074442899994,3462.107501293041,3493.1083693820246,3504.108836190454,3519.109198842081,3534.1096847959875,3510.108929306093,1.1588500222802054,Liu Guijuan,D,X,4,ding4,4_2_144
3475.1078903649877,3486.108191645169,3497.108487415999,3491.108355512992,3494.1084040796245,3299.102413628529,3445.1069664636134,3480.1080952803204,3470.107698171425,3463.107535713552,3449.107140679822,3436.1066265829804,3484.1081582091274,3476.107797525669,3479.1079213733747,3479.1079213733747,3478.107942313567,3531.109621673877,3703.1149366013665,3842.1192297631615,3914.1214691883006,3944.1224942233453,3934.1221239240585,3958.122903112422,3931.1219993447417,3837.1192266080757,3751.116452233743,3684.114250882599,3658.113654496052,3737.115924440574,2.2705972691079523,Liu Guijuan,D,X,2,quan2,2_2_257
3845.1192769243426,3861.1198155756683,3847.119408322881,3834.1189074050726,3834.1189074050726,3829.1188533767363,3823.118706331193,3818.1184932388187,3812.1183817091887,3801.1180588243406,3795.117743788496,3792.1177217611353,3791.1175974524886,3792.1177217611353,3792.1177217611353,3798.1178236028063,3808.1181870186506,3818.1184932388187,3823.118706331193,3818.1184932388187,3799.11798036432,3772.1170400723063,3731.1157700656227,3705.1150879724414,3695.1146692864,3715.1153709430587,3742.116052445102,3762.1166338975904,3779.1173798538207,3794.1177414918952,0.7744239725175106,Liu Guijuan,D,X,4,sha4,4_2_16
3799.11798036432,3792.1177217611353,3784.1175608331387,3779.1173798538207,3781.117433575934,3785.117528004212,3789.1175515553496,3796.117812083113,3805.1181232384033,3810.118323032005,3812.1183817091887,3809.1183310502224,3804.118012777456,3805.1181232384033,3801.1180588243406,3778.117298361125,3750.1163543215534,3733.115872190705,3720.1154986992897,3704.1149619415914,3694.11466120126,3686.114412560399,3672.11391964031,3665.1137731276376,3643.113096076289,3628.1125675729395,3600.1116662973136,3579.111086818369,3561.110464129393,3551.11015685114,0.8959176642838997,Liu Guijuan,D,X,3,you3,3_2_145
3983.1236937356844,3989.1238803016818,3648.1131787123422,3801.1180588243406,3482.1081251957075,3465.1075607022844,3465.1075607022844,3798.1178236028063,3997.124119443327,4046.1256629498325,4173.129527467856,3987.123695473485,3810.118323032005,4012.1244033956805,4204.130667308059,4194.13019017469,4223.1309222872405,4303.133577572731,3992.123852249454,4003.124198780763,3996.123959877645,4122.12787330022,4202.130506926479,3985.1236963368506,3970.1231953139954,4001.124132698637,4007.1244358603194,4023.1249978586516,4002.1242641964063,3996.123959877645,6.6260278629005,Liu Guijuan,D,X,4,bian4,4_2_14
3708.1151626876704,3730.1158542452463,3733.115872190705,3757.1165612978784,3779.1173798538207,3784.1175608331387,3783.1174478359694,3792.1177217611353,3801.1180588243406,3794.1177414918952,3780.1173168051328,3770.117003693354,3762.1166338975904,3755.1165657497572,3753.1164552776772,3756.116523170655,3768.1170512578183,3785.117528004212,3799.11798036432,3827.1187621047616,3851.1195031172656,3855.119599244841,3855.119599244841,3847.119408322881,3822.1185932350645,3797.117945928044,3783.1174478359694,3774.117157439537,3777.117180808508,3783.1174478359694,0.6966800768572625,Liu Guijuan,D,X,2,ji2,2_2_233
3921.1216394135713,3956.1227252527583,3980.123496354721,3982.123691967352,3968.1230573920193,4008.1243331461396,4197.130348276046,4156.128928855872,3657.1135303624733,3640.112998802493,3762.1166338975904,3674.114065664404,3340.1037007376567,3445.1069664636134,3484.1081582091274,3507.108884906707,3514.1091205282764,3426.1062777164093,3482.1081251957075,3184.098725361968,3256.10101951256,3271.101447697547,3311.102666144323,3293.1021316184147,3244.100660198094,3291.102191624704,3341.1036626882687,3312.1027829866325,3284.102021308681,3316.102858725323,1.7691127791112535,Liu Guijuan,D,X,1,qing1,1_2_74
4275.132586996397,4292.133222178662,4318.133980284961,4352.135113128631,4361.135467818087,4356.135134965796,4340.134734624516,4326.134204076876,4303.133577572731,4306.133692507405,4315.133951928096,4332.134432985356,4337.134657757891,4344.134891915924,4336.134574510807,4326.134204076876,4315.133951928096,4317.133966445408,4329.134317527014,4346.134943344656,4366.135592996993,4375.135776119468,4359.135332577131,4315.133951928096,4268.132507658446,4174.1295537368105,4098.127188630563,4041.125543162288,4027.124937066587,4018.124680341415,0.8180117804330962,Liu Guijuan,D,X,1,shuo1,1_2_70
8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,0.27591667197148695,Liu Guijuan,D,X,2,liu2,2_2_132
3310.1026810274457,3299.102413628529,3305.1026154278084,3275.101669090785,2075.1016690907845,2896.3587431964024,3451.107038563451,3440.1066877508,3472.403507782713,3504.108836190454,3509.108859296805,3351.103946815371,3197.0991447240826,3310.1026810274457,3288.1019688565825,3357.1041668268194,3468.107743100049,3785.117528004212,3716.115339780264,3784.1175608331387,3748.116297518111,3768.1170512578183,3703.1149366013665,3761.1167455860023,3705.1150879724414,3762.1166338975904,3761.1167455860023,3727.115761044835,3757.1165612978784,3745.1161244053637,5.269711170808733,Liu Guijuan,D,X,2,quan2,2_2_137
4461.138399244235,4487.1392447452845,4478.138947344901,4475.13889840873,4480.139032634985,4487.1392447452845,4472.1388656715135,4400.136652423646,4286.133062929507,4272.132620889466,4359.135332577131,4392.136412459151,4312.133968185805,4291.133054468482,4347.134883128164,4408.136833209488,4389.136127999029,4334.134559012524,4335.1345414553425,4375.135776119468,4434.137490368043,4475.13889840873,4416.13693585338,4388.136095205635,4367.135614278464,4343.1347807400425,4321.134044039699,4302.133503400312,4278.132882444346,4285.13297838918,1.5321490490651684,Liu Guijuan,D,X,1,hua1,1_2_78
3505.108753700052,3725.115524841443,3728.115737990807,3473.1077631025105,3470.107698171425,3415.106006680879,3717.115292468922,3759.1165491862075,3776.1171359282566,3827.1187621047616,3973.123335069523,3977.1234986663717,3949.122594130926,3972.123155810862,3994.1240094659647,3983.1236937356844,4006.124340605473,3940.122211538855,4320.134019421999,4290.133275791322,4282.132816535428,4334.134559012524,4320.134019421999,4313.133851192007,4332.134432985356,4111.127523519919,3992.123852249454,3997.124119443327,4002.1242641964063,3988.1236929133133,2.129427491921035,Liu Guijuan,D,X,4,bu4,4_2_177
3985.1236963368506,3984.1236953031885,3981.1234976346987,3975.1233153282305,3972.123155810862,3971.1233674556356,3972.123155810862,3974.1233237877577,3978.1234965349404,3979.123495876359,3979.123495876359,3980.123496354721,3980.123496354721,3980.123496354721,3979.123495876359,3979.123495876359,3979.123495876359,3981.1234976346987,3981.1234976346987,3983.1236937356844,3983.1236937356844,3984.1236953031885,3983.1236937356844,3982.123691967352,3982.123691967352,3983.1236937356844,3984.1236953031885,3985.1236963368506,3983.1236937356844,3983.1236937356844,0.3489334653464198,Liu Guijuan,D,X,2,lin2,2_2_242
3962.1229634638044,3816.1184694416525,3771.1171475429355,3781.117433575934,3774.117157439537,3771.1171475429355,3782.117405264858,3781.117433575934,3757.1165612978784,3703.1149366013665,3645.113084193417,3580.1111340040425,3551.11015685114,3507.108884906707,3483.1081093669604,3473.1077631025105,3477.1079009556897,3488.1082228376736,3483.1081093669604,3486.108191645169,3487.108175646623,3490.1082491297157,3486.108191645169,4986.154660149437,4997.155127633484,4997.155127633484,4988.154790957371,4993.155073356552,4951.153644820779,5001.155154719469,1.4743429116209086,Liu Guijuan,D,X,4,ce4,4_2_99
8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,0.3116155599306012,Liu Guijuan,D,X,4,dong4,4_2_172
4235.1313045010875,4221.1309662272315,4204.130667308059,4189.130077901781,4184.129878195718,4179.129632187761,4077.126614009817,4109.127510162534,4237.1316162640605,4161.129265118056,4132.128327647246,4210.13065747198,4217.13100331489,4203.130367459531,4208.130491439363,4214.130807508769,4284.132962822166,4254.13195222375,4068.126149604394,4046.1256629498325,4021.124758308202,4003.124198780763,3991.1238643392794,4038.1252744831386,4016.1246947032996,3803.1180717086067,3788.117630869439,3832.1189172290465,3815.1184387783414,3774.117157439537,1.7586896170599857,Liu Guijuan,D,X,3,li3,3_2_235
8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,0.4529444669954046,Liu Guijuan,D,X,3,xiang3,3_2_237
3478.107942313567,3464.107512325984,3494.1084040796245,3469.107685670062,3467.10761160593,3450.1069855991027,3767.1169166493437,3794.1177414918952,4008.1243331461396,3980.123496354721,3981.1234976346987,3988.1236929133133,3992.123852249454,4291.133054468482,4325.134220925122,4286.133062929507,4315.133951928096,4315.133951928096,4023.1249978586516,3980.123496354721,3979.123495876359,3994.1240094659647,3880.120355256165,4001.124132698637,4107.127512826502,4060.1261329277445,4012.1244033956805,3945.1224503377584,3760.1167173184667,3827.1187621047616,3.464812303753149,Liu Guijuan,D,X,3,yu3,3_2_73
4335.1345414553425,4336.134574510807,4343.1347807400425,4355.135102888619,4339.134659749047,4318.133980284961,4309.133719447016,4301.133491890549,4295.133316993701,4294.133273244337,4297.133278607629,4302.133503400312,4313.133851192007,4336.134574510807,4368.135520532741,4362.135442706955,4352.135113128631,4341.1347016774,4317.133966445408,4287.13305451349,4254.13195222375,4241.131620841563,4261.1322037354985,4280.132788714417,4310.133902152748,4330.134356235231,4329.134317527014,4332.134432985356,4328.1343316073535,4313.133851192007,0.7343596683830924,Liu Guijuan,D,X,1,zhuang1,1_2_211
8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,0.2852883669715425,Liu Guijuan,D,X,1,ba1,1_2_168
8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,8782.957714966124,0.32136177088443674,Liu Guijuan,D,X,2,lan2,2_2_60
3768.1170512578183,3775.1170556569514,3777.117180808508,3773.1171159789196,3773.1171159789196,3772.1170400723063,3759.1165491862075,3762.1166338975904,3768.1170512578183,3770.117003693354,3772.1170400723063,3770.117003693354,3772.1170400723063,3772.1170400723063,3770.117003693354,3761.1167455860023,3749.11633933351,3741.1161632634794,3737.115924440574,3729.115694902908,3725.115524841443,3719.1154844537723,3712.1151455108766,3701.114963502195,3689.1143776758845,3675.11419259737,3668.1138391891513,3652.113429474708,3632.1128066270467,3616.112123596012,0.8173120995416241,Liu Guijuan,D,X,2,ren2,2_2_62
4163.129283080618,4167.129323417724,4173.129527467856,4175.129519493316,4158.128987518327,4083.126709009621,4110.127447936247,4194.13019017469,4227.131104943847,4188.129961573671,4181.129747233695,4193.13023123292,4187.129951470721,4187.129951470721,4202.130506926479,4206.130550035997,4115.127765772171,3976.1233093527053,3949.122594130926,3963.1230938074405,3984.1236953031885,3971.1233674556356,3956.1227252527583,4162.1291289971505,4192.130035553388,4184.129878195718,4178.12973928782,4176.129596678341,4200.130240400845,4503.139731953816,1.4678507546333321,Liu Guijuan,D,X,1,yin1,1_2_85
4193.13023123292,4190.130129154854,4193.13023123292,4188.129961573671,4183.129783362839,4183.129783362839,4175.129519493316,4165.129245649122,4139.128414143272,4085.126846440998,4044.1254523840144,4022.124884683443,4052.12578278943,4154.128998096054,4183.129783362839,4177.129612695422,4144.1285662080845,4091.1269937466477,4080.1265310956937,4109.127510162534,4152.128849210497,4184.129878195718,4176.129596678341,4138.128373125858,4121.127913479811,4144.1285662080845,4180.129635010946,4201.130408000356,4188.129961573671,4161.129265118056,1.4037775092238576,Liu Guijuan,D,X,1,juan1,1_2_164
3751.116452233743,3755.1165657497572,3758.1166796582906,3761.1167455860023,3765.116877166717,3769.1170440226315,3774.117157439537,3780.1173168051328,3785.117528004212,3789.1175515553496,3791.1175974524886,3792.1177217611353,3793.1176982408015,3797.117945928044,3801.1180588243406,3804.118012777456,3806.118082672409,3807.118104079384,3804.118012777456,3799.11798036432,3791.1175974524886,3781.117433575934,3772.1170400723063,3765.116877166717,3761.1167455860023,3762.1166338975904,3772.1170400723063,3776.1171359282566,3771.1171475429355,3773.1171159789196,0.4804196170797468,Liu Guijuan,D,X,4,shi4,4_2_71
3449.107140679822,3458.6335086341014,3468.107743100049,3477.1079009556897,3505.108753700052,3667.588206783397,3816.1184694416525,3773.1171159789196,3822.1185932350645,3789.1175515553496,3987.123695473485,3963.1230938074405,3969.123221166723,3979.123495876359,3980.123496354721,3986.123696504236,4302.133503400312,4346.134943344656,4281.132848388153,4274.13263347937,4337.134657757891,4302.133503400312,4287.13305451349,4315.133951928096,4310.133902152748,4100.127350504105,4010.1244813288945,3987.123695473485,3973.123335069523,3980.123496354721,2.0669062661988846,Liu Guijuan,D,X,4,ming4,4_2_256
3805.1181232384033,3806.118082672409,3809.1183310502224,3809.1183310502224,3808.1181870186506,3799.11798036432,3790.117648154111,3782.117405264858,3775.1170556569514,3773.1171159789196,3766.116858463461,3763.1167099972477,3757.1165612978784,3762.1166338975904,3767.1169166493437,3774.117157439537,3781.117433575934,3789.1175515553496,3802.1180869715067,3802.1180869715067,3801.1180588243406,3780.1173168051328,3770.117003693354,3749.11633933351,3676.114201736218,3649.1133788005372,3623.112476049889,3513.1090866810428,3502.108664583935,3500.1085963559663,0.5775986784191218,Liu Guijuan,D,X,2,nang2,2_2_248
3789.1175515553496,3807.118104079384,3824.1187694817168,3840.1192677443046,3865.119873457926,3892.1208111389415,3911.121366297969,3927.121945871633,3941.122310994726,3959.1230043481355,3972.123155810862,3978.1234965349404,3984.1236953031885,3990.12387358036,3993.124028348457,3995.123986751262,3998.1240831638142,4000.124185467525,4002.1242641964063,4006.124340605473,4009.124411683416,4010.1244813288945,4009.124411683416,4009.124411683416,4006.124340605473,4001.124132698637,3997.124119443327,3995.123986751262,3992.123852249454,3994.1240094659647,0.3349693603034041,Liu Guijuan,D,X,4,dao4,4_2_69
3461.107409298159,3235.100486011896,3418.1059985860365,3508.1088443538556,3801.1180588243406,3633.1126312820766,3539.1098741338415,3677.114092951527,4047.125736983597,3978.1234965349404,3487.108175646623,3475.149446395734,3463.107535713552,3493.1083693820246,3501.108665033465,3795.117743788496,3779.1173798538207,3771.1171475429355,3755.1165657497572,3755.1165657497572,3767.1169166493437,3779.1173798538207,3766.116858463461,3789.1175515553496,3806.118082672409,3782.117405264858,3777.117180808508,3793.1176982408015,3811.1182691839012,3830.1189267702293,7.373123596947835,Liu Guijuan,D,X,2,lian2,2_2_204
3940.122211538855,3924.121803295246,3942.122227221518,3972.123155810862,3977.1234986663717,3962.1229634638044,3977.1234986663717,3999.1240417487643,4158.128987518327,4423.137224333373,4348.134869236353,4250.131883270277,4262.132320181736,4311.133825865642,4319.134050897018,4300.13354348607,4328.1343316073535,4356.135134965796,4330.134356235231,4313.133851192007,4410.136980922945,4470.138808920042,4445.137872086934,4404.136685359703,4368.135520532741,4346.134943344656,4332.134432985356,4320.134019421999,4259.1322052189025,4332.134432985356,1.4960354290981854,Liu Guijuan,D,X,2,shi2,2_2_207
3774.117157439537,3771.1171475429355,3769.1170440226315,3767.1169166493437,3765.116877166717,3764.1167547959794,3760.1167173184667,3756.116523170655,3761.1167455860023,3760.1167173184667,3771.1171475429355,3771.1171475429355,3779.1173798538207,3783.1174478359694,3783.1174478359694,3781.117433575934,3779.1173798538207,3780.1173168051328,3782.117405264858,3785.117528004212,3785.117528004212,3786.117564940478,3787.1175634139545,3788.117630869439,3788.117630869439,3788.117630869439,3790.117648154111,3795.117743788496,3800.1179875257826,3798.1178236028063,0.483665695573535,Liu Guijuan,D,X,1,sheng1,1_2_64
4499.139701850034,4465.138660748808,4480.139032634985,4494.139491664866,4504.139757213648,4509.140043691298,4496.139505862777,4474.138933561639,4452.138222514505,4451.138099279706,4473.138825879899,4514.140092858172,4518.1402739198575,4440.137909350506,4265.132314942985,4222.13114922838,4200.130240400845,4190.130129154854,4183.129783362839,4182.129796759275,4183.129783362839,4186.129876933254,4186.129876933254,4199.130344137449,4221.1309662272315,3021.1309662272306,1821.1309662272308,3223.615329244842,3988.1236929133133,3997.124119443327,1.2900161183667933,Liu Guijuan,D,X,1,shan1,1_2_61
