1st_norm,2nd_norm,3rd_norm,pitch,pitch_con,tone,sort
7.8886914992075425,2.920656384853052,-29.375192649456675,120.63873899581097,zhong_3_117,3,117
-1057.9211384477928,2884.7173242777317,-2459.2059045060078,740.0140616125691,zhong_3_110,3,110
-29.929044445089776,37.47929316707555,-2.010135069666388,102.05831778388017,zhong_2_23,2,23
-15.30429245543052,12.63387252484009,-9.46325019450507,145.86863456924522,zhong_4_75,4,75
-59.355947549830894,106.30993348076431,-54.83279340240582,124.86054205270082,zhong_2_164,2,164
16.692528381605687,-8.826216663671234,-11.470496743357938,114.8028463693383,zhong_2_8,2,8
-40.49151535278011,40.75899736649833,14.183088474760945,117.97410977288628,zhong_2_162,2,162
-86.85910270080156,186.79331749409553,-116.20059441265546,116.09485652148382,zhong_3_210,3,210
-19.872069475855557,20.281373173388133,-17.710411443361924,109.98089925358484,zhong_3_213,3,213
-73.83871449540041,106.52622644465166,-36.180227237248246,126.9669886707985,zhong_2_2,2,2
205.7684596159387,-437.7453575617698,287.6172670935076,59.93478468108192,zhong_4_182,4,182
-11.961767498480103,14.01384789839918,1.4220863518272444,111.9117679823586,zhong_2_7,2,7
17.842523273030505,-18.78931977187008,7.180256950094625,105.38435952960269,zhong_2_6,2,6
3.430480658103572,5.826269994691168,-24.55418641085915,114.62404713251286,zhong_3_219,3,219
9.540025171327976,-28.561805573190817,13.035507653677861,111.6780208526885,zhong_4_9,4,9
38.16902690425693,-55.18776231939968,-5.581551132780461,129.07263398066627,zhong_4_300,4,300
-36.29949135852252,64.24616203686432,-25.733090996160378,118.6889891667217,zhong_2_281,2,281
3.828601035294092,-0.09313035294114812,-6.45895908235283,130.40589779999982,zhong_3_68,3,68
-15.63760918772025,-6.1082143420054535,28.684854276492704,115.7330838159527,zhong_2_284,2,284
-1.0987615775167692,1.883021123350454,-27.298018957654385,123.69012792763971,zhong_3_65,3,65
4.988577127315175,-13.437478743023027,9.980610996846794,117.50441351229537,zhong_1_195,1,195
27.8176571285201,-29.57411393219338,29.226531104287755,106.24273137504291,zhong_2_288,2,288
25.041080227446177,-87.59499733392337,74.2751282262643,111.7389172964553,zhong_2_302,2,302
9.463991481195007,13.282654140432674,-25.66799009865163,121.49128941812855,zhong_1_54,1,54
41.44082479705441,-52.62122528212405,1.6921169987579143,118.63177246173055,zhong_3_292,3,292
-14.750253656750711,5.720768061011585,18.153777377780564,104.21768410625532,zhong_2_209,2,209
-2.447271653600714,-6.602110401626321,14.982941043708273,114.32312354745797,zhong_2_57,2,57
29.35841176934142,-58.78544094404303,32.78253007171815,125.63296295599325,zhong_4_203,4,203
-76.42715543275935,123.80275547071612,-35.2060057108009,108.68760210243317,zhong_2_39,2,39
-16.856932272503837,12.819568008738319,-8.646874305428058,141.88933659003402,zhong_4_83,4,83
45.88961520014934,-63.702838303011696,6.002150301659022,129.02926506235244,zhong_4_84,4,84
22.334310424689036,-44.666891718941436,20.481500969636336,106.02168363176678,zhong_2_31,2,31
-13.715250881388709,18.013549561498774,-1.1633569186308041,99.57560626704145,zhong_2_30,2,30
-9.17536003785895,21.929689721906044,-10.60721841083968,106.00604054418254,zhong_2_32,2,32
-21.27322626129985,42.00639488586007,-18.037403048721703,115.8302263309135,zhong_2_34,2,34
-2.620432041034311,34.757792158161315,-18.817840975041225,106.34816696830796,zhong_2_37,2,37
-173.46987580146114,306.4891500497514,-159.99956046439996,155.48539656010206,zhong_1_160,1,160
-11.665888182835898,7.687899630225577,9.821063495031968,96.43570184093493,zhong_1_22,1,22
53.28799944756751,-72.30736048538824,1.6630018915117541,123.48498735897012,zhong_3_286,3,286
-8.074420020049702,-3.3382477144904303,26.069406211230156,103.48314659392472,zhong_2_227,2,227
1.6451709394521064,8.62647183244566,-6.917471864846548,99.1588261582366,zhong_2_113,2,113
22.190729675804867,-34.506090710879285,0.0487388537427665,117.68321600379831,zhong_3_51,3,51
-9.461895088215227,6.69138266110778,0.2238530856450552,139.77550535736884,zhong_4_241,4,241
-7.857955491525891,6.504804521973443,14.776366758761393,114.14010680445148,zhong_2_115,2,115
11.17623969987119,-4.136396559066478,4.847952071238896,101.03297668687316,zhong_2_297,2,297
4.633390794361481,-4.650813321618916,-5.894654372742597,110.07225444089374,zhong_3_59,3,59
-28.026106557919196,137.03876104903853,-135.4679353409563,136.42301700509213,zhong_3_289,3,289
-6.234573660135196,-31.342147574748118,44.26003537181242,112.98027675645555,zhong_4_298,4,298
8.386541984377851,-11.438843141230315,7.3346731104710985,121.94096968321355,zhong_1_128,1,128
-32.635328824725065,78.3010052851604,-57.25788158236554,117.46815261220965,zhong_2_199,2,199
-1.732368421723483,0.08901808057883664,-6.312127877050332,119.1163668359843,zhong_4_196,4,196
2.435584257339716,-3.2571417925936013,-12.152358583122304,132.57550520763124,zhong_4_190,4,190
-67.21735844885568,107.47189576781864,-19.58745114952781,101.78551564743537,zhong_2_211,2,211
-30.3981037431053,24.163665617536942,17.24469214903665,112.61155937365511,zhong_1_123,1,123
-57.903364758564734,117.58643543524464,-41.21974512369279,103.87304265796972,zhong_2_215,2,215
-33.56980824456965,38.45496235489426,-1.0957773215046902,122.62189326943911,zhong_2_217,2,217
-115.21874770299456,133.37230388459278,-40.73101096084472,136.86045324809615,zhong_4_278,4,278
0.10973453690937282,-20.43827218551075,15.642328095042314,121.63071829243883,zhong_4_176,4,176
-1.143269975323704,6.087702756997303,-19.29126652297698,136.2177478785706,zhong_4_174,4,174
-17.142675981443777,65.72152412678957,-70.89293449865278,171.21469318897294,zhong_4_319,4,319
