1st,2nd,3rd,pitch,pitch_con,tone,sort,duration,1st_norm,2nd_norm,3rd_norm,pitch,pitch_con,slope,height,strength,duration_raw,tone,prev_tone,this_tone,tone,sort
-10.53263166,19.50936244,-13.45490872,116.5529274,zhong_2_224,2,224,136.36363,-26.70745821,36.27773669,-18.34760195,116.5529274,zhong_2_224,-12,-2.83525035,70,184.6800736,2,4,2,2,224
-17.50798296,47.62368369,-44.29097431,115.923891,zhong_2_225,2,225,109.09091,-22.7301242,56.67612038,-48.31742692,115.923891,zhong_2_225,98,-16.87746378,14,130.7333642,2,2,2,2,225
-9.283707169,-3.663745442,27.31080521,103.4831466,zhong_2_227,2,227,95.45455,-8.07442002,-3.338247714,26.06940621,103.4831466,zhong_2_227,-8,-1.905959814,80,98.74029339,2,2,2,2,227
222.5846272,-164.1004895,12.4119879,113.6768952,zhong_3_230,3,230,40.9091,15.23894641,-27.46311065,5.077632542,113.6768952,zhong_3_230,99,-6.205743107,59,48.0766804,3,empty,3,3,230
0.882704564,0.325924242,3.453685865,101.6491008,zhong_2_232,2,232,218.18181,9.16792376,1.551507018,7.535314331,101.6491008,zhong_2_232,14,-1.20362472,30,230.3019105,2,5,2,2,232
-0.541017903,-0.916045932,12.21321354,119.8517962,zhong_1_233,1,233,190.90909,-3.764362683,-3.338646714,23.31613483,119.8517962,zhong_1_233,-41,7.736683168,11,199.3749113,1,2,1,1,233
-20.63335653,45.80813499,-29.70920861,144.122091,zhong_3_235,3,235,68.18182,-6.539968431,21.29510521,-20.25627914,144.122091,zhong_3_235,-3,1.301005164,67,75.04345643,3,empty,3,3,235
22.65453162,-50.23868076,44.46497245,138.0628292,zhong_4_236,4,236,136.36364,57.44481618,-93.41903946,60.63405496,138.0628292,zhong_4_236,-11,4.165020132,41,146.3111274,4,3,4,4,236
338.8118029,-285.3276975,41.69933893,128.8780485,zhong_3_238,3,238,54.54545,54.98371987,-84.89087107,22.74509207,128.8780485,zhong_3_238,99,-2.713952215,80,59.38699245,3,empty,3,3,238
-2.803524471,2.973947849,0.14923539,139.7755054,zhong_4_241,4,241,150,-9.461895088,6.691382661,0.223853086,139.7755054,zhong_4_241,-11,1.123523141,80,155.4227629,4,5,4,4,241
-10.47566988,11.83848439,-11.75209072,138.2517392,zhong_4_242,4,242,163.63637,-45.90091198,31.69974579,-19.23069466,138.2517392,zhong_4_242,-47,-3.151479313,41,167.3068478,4,4,4,4,242
-62.03944801,177.3463673,-142.3033187,159.3455152,zhong_2_245,2,245,177.27272,-345.6158493,557.321906,-252.2649636,159.3455152,zhong_2_245,-47,0.095026381,25,186.2220671,2,5,2,2,245
-4.586416994,11.21855546,-7.060934727,122.2619029,zhong_2_246,2,246,190.90909,-31.9119513,40.88746206,-13.47996623,122.2619029,zhong_2_246,-11,-1.53678244,40,201.5622703,2,2,2,2,246
-13.57354444,22.49851178,-11.92045011,117.000381,zhong_3_247,3,247,122.72728,-25.09092062,33.88722527,-14.62964419,117.000381,zhong_3_247,0,-1.956377467,28,125.4099532,3,2,3,3,247
-14.19512203,10.51346735,8.802179717,115.9139174,zhong_1_249,1,249,109.0909,-18.42912452,12.51189295,9.602377073,115.9139174,zhong_1_249,-27,-1.979861878,66,119.8821263,1,empty,1,1,249
9.26898366,-0.93495148,-20.78017998,113.7750929,zhong_3_251,3,251,81.81818,5.076700705,-0.625876582,-17.00196506,113.7750929,zhong_3_251,7,-3.794399041,70,110.4462036,3,empty,3,3,251
-32.70134382,64.43055112,-29.97984658,114.4772373,zhong_2_252,2,252,95.45455,-28.44169688,58.70635485,-28.61712764,114.4772373,zhong_2_252,7,-1.794809119,60,116.9969069,2,3,2,2,252
3.916930771,-21.87882419,8.476350451,116.2540372,zhong_3_253,3,253,163.63636,17.16268876,-58.58461755,13.87039134,116.2540372,zhong_3_253,99,-7.801474882,21,166.0470564,3,2,3,3,253
-20.24296726,21.45768681,-0.056035305,126.3246506,zhong_2_256,2,256,95.45454,-17.60613145,19.55131984,-0.053488243,126.3246506,zhong_2_256,-27,-0.748660614,80,111.9791906,2,empty,2,2,256
159.2249689,-163.0562137,19.77371367,116.2595344,zhong_3_258,3,258,54.54545,25.83965792,-48.51258443,10.7856611,116.2595344,zhong_3_258,-8,-3.281918356,70,92.9148612,3,2,3,3,258
-93.08875455,128.6557452,-47.93501912,135.0980084,zhong_1_261,1,261,68.18182,-29.50550073,59.80897566,-32.68296845,135.0980084,zhong_1_261,-21,0.390453911,80,97.67593437,1,5,1,1,261
-4.958876439,15.39208801,-8.389459317,135.9983205,zhong_1_262,1,262,231.81818,-61.77685039,82.71657087,-19.4482919,135.9983205,zhong_1_262,2,1.684539399,60,235.421433,1,1,1,1,262
12.77853903,-28.8898883,-0.226561445,141.4261831,zhong_4_264,4,264,150,43.12756922,-65.00224867,-0.339842167,141.4261831,zhong_4_264,52,-4.796190858,22,157.6915117,4,1,4,4,264
-7.861706841,12.67467278,4.326382319,118.5152546,zhong_2_265,2,265,150,-26.53326059,28.51801376,6.489573478,118.5152546,zhong_2_265,-74,3.657061586,19,158.9584723,2,4,2,2,265
127.8463463,-135.6427254,15.15212873,118.1310081,zhong_3_267,3,267,54.54545,20.7474109,-40.3565066,8.264796802,118.1310081,zhong_3_267,79,-6.641501199,49,60.78864895,3,2,3,3,267
-0.794483908,24.45265861,-49.17259297,125.7529235,zhong_3_269,3,269,136.36364,-2.014563038,45.46982216,-67.05353766,125.7529235,zhong_3_269,79,-15.85104659,14,152.6038719,3,5,3,3,269
-1.535606837,7.006093018,-0.563815748,104.8557264,zhong_2_270,2,270,204.54545,-13.14163821,29.31268126,-1.153259459,104.8557264,zhong_2_270,8,-1.42803504,40,206.3693034,2,3,2,2,270
4.085987672,-3.242645301,-18.92003231,118.9654364,zhong_3_271,3,271,150,13.79020839,-7.295951927,-28.38004847,118.9654364,zhong_3_271,38,-4.036800477,37,163.7526576,3,2,3,3,271
0.813200595,-16.47300288,19.73632642,126.6356984,zhong_2_273,2,273,109.09091,1.05575557,-19.60423516,21.53053809,126.6356984,zhong_2_273,-18,0.2214223,80,113.2712352,2,empty,2,2,273
-18.22822955,8.642929457,1.908470377,129.7942025,zhong_3_274,3,274,122.72727,-33.69517451,13.01796548,2.342213592,129.7942025,zhong_3_274,-39,-2.022694368,71,124.9918436,3,2,3,3,274
-68.20415934,133.0609756,-66.18289425,144.2959703,zhong_4_277,4,277,122.72727,-126.0764819,200.4162126,-81.22445932,144.2959703,zhong_4_277,59,0.669572616,43,136.2944251,4,empty,4,4,277
-5.679857071,17.93116434,-14.93470362,136.8604532,zhong_4_278,4,278,272.72728,-115.2187477,133.3723039,-40.73101096,136.8604532,zhong_4_278,-8,-0.755316326,50,282.9413574,4,4,4,4,278
-14.31544271,34.55015641,-18.87093289,118.6889892,zhong_2_281,2,281,136.36364,-36.29949136,64.24616204,-25.733091,118.6889892,zhong_2_281,-11,-1.708269877,50,159.1249463,2,empty,2,2,281
-1.811609737,12.91681264,-22.9546775,119.3594612,zhong_2_283,2,283,272.72727,-36.74940753,96.07546402,-62.60366529,119.3594612,zhong_2_283,40,-2.617991693,16,273.0712693,2,2,2,2,283
-8.459547515,-4.055385285,23.37284474,115.7330838,zhong_2_284,2,284,122.72727,-15.63760919,-6.108214342,28.68485428,115.7330838,zhong_2_284,-15,-0.793465382,24,129.5719277,2,2,2,2,284
61.26883872,-79.35774711,1.742192557,123.4849874,zhong_3_286,3,286,95.45454,53.28799945,-72.30736049,1.663001892,123.4849874,zhong_3_286,74,-9.572404346,26,98.1418665,3,2,3,3,286
1.599425518,-4.40562359,11.28041547,106.2427314,zhong_2_288,2,288,259.09091,27.81765713,-29.57411393,29.2265311,106.2427314,zhong_2_288,9,0.319561926,30,267.8747103,2,5,2,2,288
-1.193463514,16.71120148,-47.30626253,136.423017,zhong_3_289,3,289,286.36364,-28.02610656,137.038761,-135.4679353,136.423017,zhong_3_289,-80,-4.859065226,29,287.6568845,3,2,3,3,289
-29.01123902,51.60506794,-5.118283949,107.0763059,zhong_2_290,2,290,150,-97.9129317,116.1114029,-7.677425923,107.0763059,zhong_2_290,-8,-1.256380257,80,159.5763487,2,3,2,2,290
47.64733593,-57.75209965,1.7726941,118.6317725,zhong_3_292,3,292,95.45454,41.4408248,-52.62122528,1.692116999,118.6317725,zhong_3_292,78,-10.15589584,19,128.1317388,3,2,3,3,292
-4.345137903,-32.5285275,4.9465626,113.9865069,zhong_3_295,3,295,68.18181,-1.377238462,-15.1217292,3.372655913,113.9865069,zhong_3_295,-17,-3.327625031,80,108.2207979,3,empty,3,3,295
2.550681294,-1.544765261,2.962637262,101.0329767,zhong_2_297,2,297,163.63637,11.1762397,-4.136396559,4.847952071,101.0329767,zhong_2_297,18,-2.166448038,60,166.6694683,2,5,2,2,297
-1.119131282,-9.973438968,24.96720046,112.9802768,zhong_4_298,4,298,177.27272,-6.23457366,-31.34214757,44.26003537,112.9802768,zhong_4_298,-17,-1.26063351,50,180.6131202,4,2,4,4,298
2.58105869,-9.160109105,-2.273965327,129.072634,zhong_4_300,4,300,245.45454,38.1690269,-55.18776232,-5.581551133,129.072634,zhong_4_300,-25,-4.147546402,30,298.5485574,4,5r,4,4,300
5.2342684,-14.29981046,-0.760921198,112.3311456,zhong_4_301,4,301,150,17.66565585,-32.17457353,-1.141381797,112.3311456,zhong_4_301,5,-1.151238463,20,967.9156008,4,4,4,4,301
13.54658207,-58.1563425,60.52047126,111.7389173,zhong_2_302,2,302,122.72728,25.04108023,-87.59499733,74.27512823,111.7389173,zhong_2_302,-13,-0.108510178,57,125.0172085,2,4,2,2,302
104.9901194,-121.2118554,16.26020389,115.592201,zhong_3_304,3,304,68.18182,33.27776871,-56.34848952,11.08650295,115.592201,zhong_3_304,17,-2.346227207,80,114.2392506,3,2,3,3,304
-10.03159514,10.02608825,0.56445519,121.7270587,zhong_2_308,2,308,122.72727,-18.54356442,15.10127688,0.692740445,121.7270587,zhong_2_308,-11,-0.970235223,70,134.6147051,2,5,2,2,308
42.59824379,-124.1441859,86.68442714,120.0884007,zhong_4_309,4,309,163.63636,186.6513458,-332.4191275,141.8472413,120.0884007,zhong_4_309,-34,-2.720936698,80,170.5392421,4,2,4,4,309
16.9285308,-19.71643397,7.06347504,117.6164582,zhong_2_310,2,310,109.09091,21.97783769,-23.46418628,7.705609198,117.6164582,zhong_2_310,-2,-0.864658218,80,115.1473756,2,4,2,2,310
-9.612460232,15.4231268,-0.268182897,123.3285206,zhong_1_311,1,311,136.36364,-24.37419675,28.67936954,-0.36570396,123.3285206,zhong_1_311,1,-0.006481533,76,149.3589341,1,2,1,1,311
-20.8501732,38.51470723,-55.18143544,139.8979468,zhong_4_314,4,314,95.45454,-18.13424313,35.09294204,-52.67318537,139.8979468,zhong_4_314,-43,-4.648075595,20,144.4784216,4,empty,4,4,314
-9.082145277,19.41538533,-28.57694418,113.1494024,zhong_4_315,4,315,122.72728,-16.78849524,29.24342475,-35.0717063,113.1494024,zhong_4_315,-19,-5.231167331,80,172.698677,4,4,4,4,315
128.4923409,-169.1543387,72.06551332,110.385207,zhong_3_317,3,317,54.54546,20.85225692,-50.32692076,39.30846574,110.385207,zhong_3_317,-61,5.560935546,53,66.26839323,3,empty,3,3,317
-31.29889559,98.17657813,-86.64691128,171.2146932,zhong_4_319,4,319,81.81819,-17.14267598,65.72152413,-70.8929345,171.2146932,zhong_4_319,-42,1.071497299,49,89.10541034,4,3,4,4,319
366.7876208,-274.6714233,18.39119031,129.0300445,zhong_3_321,3,321,40.90909,25.11158506,-45.96773616,7.523668595,129.0300445,zhong_3_321,94,-4.861688888,70,47.8303785,3,empty,3,3,321
11.6332808,-10.63405776,-0.835105634,127.1000887,zhong_4_325,4,325,95.45454,10.11793717,-9.689295321,-0.797146241,127.1000887,zhong_4_325,-12,-0.276471216,80,101.9225624,4,5,4,4,325
-2.220647191,2.224259887,7.00149975,127.5550071,zhong_1_326,1,326,204.54545,-19.0041756,9.306045602,14.32124917,127.5550071,zhong_1_326,2,1.051905675,60,219.4275709,1,4,1,1,326
-0.243409171,2.613559856,-17.80632636,141.1607268,zhong_4_328,4,328,518.18182,-33.86752452,70.17732257,-92.26914603,141.1607268,zhong_4_328,-12,-6.546728347,20,539.9713233,4,empty,4,4,328
