1st,2nd,3rd,pitch,pitch_con,tone,sort,duration
3.95060094868539,-2.0383832029260085,-18.15992099303164,193.6446456971907,shuo_2_74,2,74,340.9090900000002
55.1895119312762,-96.64767335179414,-51.355759592639394,350.6047094745267,shuo_4_108,4,108,149.99999999999858
97.67109090335592,-432.6620121096944,491.95640334730183,212.9079490642055,shuo_4_94,4,94,313.6363599999967
27.73042060426423,-100.43378049256974,-8.173767581008017,409.9358771163838,shuo_4_90,4,90,286.36364000000117
-12.453687520201193,13.254307835982143,-84.24384853869866,374.98699378526163,shuo_4_102,4,102,231.81818999999848
29.242848961443627,-93.52281992222596,-38.09638614036559,391.5598928972314,shuo_4_98,4,98,231.81817999999765
8.078968373170595,7.339829691477931,-35.68373179146765,256.7601241497204,shuo_2_14,2,14,231.8181820000005
65.47103563161299,-221.01964075108336,62.359412175289116,331.726874592391,shuo_4_106,4,106,231.81817999999765
-221.45370961624965,502.00907055017603,-378.15831724012224,274.69395860633284,shuo_2_34,2,34,81.81818000000085
40.67229601100993,-100.29865693711236,-30.92176844148067,376.4874757996385,shuo_4_104,4,104,204.5454599999985
306.06227047450733,-361.9308642889524,-33.890429223844336,276.9155064773825,shuo_3_88,3,88,163.63635999999815
22.995290788429127,-101.58717678723433,63.19808299850137,305.99940032327436,shuo_4_18,4,18,327.2727269999995
5.089958310949468,-9.543739701749535,1.4093143834603303,223.27273689841496,shuo_2_8,2,8,313.6363630000001
2.654988840812282,-20.032549615534094,58.59480846912719,288.3489139540894,shuo_1_2,1,2,259.0909090000001
39.09109138996244,-136.2824155982771,27.428007578352673,362.22681822275314,shuo_4_38,4,38,272.7272700000008
55.611323964457846,-193.18683545352414,96.21200107819652,351.56540435999773,shuo_4_11,4,11,231.81818200000004
95.8669879568516,-590.5490570637783,918.480006789059,126.9491086801565,shuo_3_86,3,86,354.54544999999985
14.920703416244868,-31.078103773605807,41.1590239503835,221.59019115153095,shuo_2_6,2,6,218.1818189999998
-20.086852886432407,19.862149739898264,-88.74140432442485,375.2506404664168,shuo_4_30,4,30,122.72727200000055
-1.9270881018363648,0.004255034515434842,-4.249109035389947,356.81225379142074,shuo_1_32,1,32,218.18181999999985
-2.88276354737408,16.032052002771547,-23.611421555809166,291.000962124033,shuo_1_66,1,66,245.45454000000078
6.518161567593082,-20.343320982882794,16.17876534590162,288.97856864657643,shuo_1_70,1,70,272.7272700000008
-15.864220163379555,44.181112178348734,27.572378231188814,218.7638714626799,shuo_1_12,1,12,272.7272730000001
4.822332225948657,-16.84546852081264,-81.08441162218156,292.6858464729442,shuo_3_56,3,56,218.18182000000164
288.3140514555784,-642.4078537676643,287.1634005607107,328.2900538912502,shuo_4_58,4,58,190.90909999999894
1.4209123210238512,0.74266969070629,-15.809654607033137,330.68139128706457,shuo_1_50,1,50,313.6363600000003
0.45971277830858936,17.343941565341975,-53.86123222380296,236.84651874999025,shuo_2_48,2,48,368.18182000000024
-2.8729011458818023,16.86508729178163,-27.99520981579898,226.17811335370834,shuo_2_44,2,44,272.7272799999998
-72.69157363407359,217.21785531901074,-245.17937143819745,277.84472063602635,shuo_3_72,3,72,190.90908999999812
128.89548225323955,-264.24944431703966,-17.442513776904853,366.90975161928196,shuo_3_16,3,16,177.2727270000001
31.3799382097121,-118.40637775179157,47.03944341324368,377.98400204905425,shuo_4_80,4,80,218.18182000000164
-12.773323081714407,25.95019159452747,124.40623211684414,132.70714794081286,shuo_3_36,3,36,477.2727299999992
23.43052798741356,-98.51688836866211,61.355299561483044,351.5584962141361,shuo_4_84,4,84,190.90909000000167
1.6158163984545162,6.231198726106389,-11.06411679847142,213.3543853951821,shuo_2_22,2,22,299.99999999999983
69.48023230531375,39.33418111936671,-211.09374036834745,378.92325197405705,shuo_4_110,4,110,204.5454499999977
52.01478674235724,-143.05153849887242,-1.0376109912629679,370.7659233379379,shuo_4_62,4,62,190.90909000000167
1.775538411326242,8.851868260129603,-24.12552888842017,185.90457830269224,shuo_2_78,2,78,313.6363600000003
27.666531880395933,-118.6785507647516,69.9889109177347,361.3901053095757,shuo_4_20,4,20,245.4545460000004
-194.79941230942518,796.6937238715267,-1031.4634557330407,598.2929138991785,shuo_3_76,3,76,204.54545000000124
-18.626300730622503,97.16126718992368,-179.751431781739,287.8618297312879,shuo_3_92,3,92,190.90908999999812
26.535215519918747,-92.88550757324818,22.484425075168897,334.18049124617846,shuo_4_24,4,24,218.1818180000006
-61.933164351832716,122.50185397223002,-129.55401287992422,243.46616269276973,shuo_3_96,3,96,177.27272999999855
273.53593566504645,-467.03786546570046,82.81017257319482,260.559560993554,shuo_3_64,3,64,190.90909000000167
5.5750644087732555,-19.868095896554628,22.462163467848715,297.7599508197362,shuo_1_26,1,26,245.45454499999943
26.046058002095275,-29.226007543834978,-60.93347416344306,232.80589982638713,shuo_3_100,3,100,163.63636999999898
-19.241725159690844,67.1789047090595,-62.74015321388836,361.2124555806012,shuo_1_28,1,28,150.00000000000034
-88.7068950987177,397.23897821949305,-351.77295557206793,270.5952768654663,shuo_4_4,4,4,245.45454500000008
39.917553197740176,-133.5704612826145,37.471387080191704,217.37014497545894,shuo_3_82,3,82,259.09091000000114
1.476178889014996,-5.734172749803174,-0.7180659448513649,329.8636250105553,shuo_1_40,1,40,381.8181800000016
0.2449738415850482,6.034841917026735,-31.51793118396982,346.1356963716716,shuo_1_42,1,42,340.9090900000002
0.18121762864878713,414.88257404474996,-803.0677561853778,544.9660368439729,shuo_3_68,3,68,204.54545000000124
2.3415692520525284,-12.1327040041669,12.469745995580727,319.3766751322582,shuo_1_46,1,46,354.54544999999985
-1.0068547184414611,19.32193876544958,-44.275164119950425,229.07874742064502,shuo_2_52,2,52,300.0000000000007
-122.97649572847352,549.3058754098489,-490.689977804957,310.58694991827934,shuo_3_60,3,60,177.27272999999855
3.0605638733646505,-2.305936313595278,-11.428133291989624,205.96560431916643,shuo_2_54,2,54,381.81817999999976
