1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Syllable1,Syllable2,Normtime,speaker,pitch_con
-315.804046521629,-310.61002439703,-301.378210241162,-286.794935494626,-265.711531662689,-234.030031796608,-194.645769831092,-149.30794458783,-99.4191336645436,-47.3717963487711,2.50805341448836,48.7428170654714,90.2208815336148,123.549080365372,148.143351466174,165.694509450551,176.560640315729,179.877789699242,177.635228145869,172.01585316238,163.505905740316,152.14111382413,136.794161437974,118.057942818345,95.5265753772271,68.2274289705579,69.5610973464798,60.5419549142325,40.9796746328263,14.7893648650017,3,4,_HHCD5,s3,_HHCD5_s3_2
337.43443151441,324.972242276567,311.683080848645,296.786738207319,283.925444156496,272.084662679902,246.600410086739,219.113086016579,187.95832696772,154.387867360791,119.151766472229,81.4282415409668,42.6928206470529,2.75526052479836,-34.9433048438752,-71.6881958821668,-103.950078360069,-134.145093248943,-159.009449781314,-178.857985957421,-195.831165057437,-206.790058644584,-215.892289427667,-220.978882053906,-224.313150087072,-226.604502465963,-227.2431249925,-227.548504602554,-227.210384342113,-225.968209552632,3,4,_HHCD5,s3,_HHCD5_s3_1
89.4115178293687,79.9763225041181,70.3484719072412,60.3626331526389,50.943519351091,41.8325112809355,33.3857467048051,25.2207791310736,17.7940411794527,10.7117832661586,3.86355105053985,-2.94088371045086,-9.52061667655948,-15.2830055413215,-20.3068981275405,-24.7068848416475,-27.7173872262349,-30.2201325899296,-31.4100432155722,-32.0880829613363,-32.2475733375202,-31.7330540604671,-30.9015673558188,-29.0000895191417,-28.3637978201607,-29.2672524701472,-28.7777335354667,-27.8121464138551,-26.2435465979975,-25.310181356256,1,2,_LHAB4,s1,_LHAB4_s1_2
-88.8082807892322,-84.6405604165245,-79.3688080034055,-72.8364951021235,-67.9305236387177,-61.3041068444361,-51.880323171391,-41.463817005136,-30.7344343434302,-19.6451559200227,-9.43236632792446,0.229762785813591,9.03169808140069,16.1482602632245,22.2033292902668,26.4952669501997,29.9568460644864,32.8911579461696,35.2016435355119,37.4767648574243,39.7070710867531,41.5502592523942,43.0485682041608,44.2178175942859,44.1906264635409,43.4858380603409,41.9590906779638,38.5428985045755,33.9643594708239,27.7436124730084,1,2,_LHAB4,s1,_LHAB4_s1_1
-119.169443752755,-118.530129365722,-117.37171132284,-115.471673019156,-112.118576635812,-104.840015713336,-94.7228331992533,-81.7871682237344,-63.9635306920254,-45.2105401110784,-25.8649600385093,-6.12715088284062,12.593625463275,29.360063119773,43.9675531402727,55.8067947860859,64.8656640848078,71.3873911000267,74.9297975803281,75.4565438042048,74.2153903989438,71.3521352744283,66.743827670568,62.1187193863909,57.6552307968259,53.482485293383,50.5956435390499,48.4657033219023,46.8624646034102,45.3186995933863,1,2,_LHAB4,s3,_LHAB4_s3_1
218.849173640694,213.794409811984,206.553457017317,196.811962910419,182.553050050082,163.301765133054,140.08069811651,112.357470046402,78.8585242932363,43.4906202700934,6.99795864963426,-27.0577072896119,-56.8005017115813,-81.9698073278316,-100.152428034174,-110.726761063258,-117.568672835809,-121.146318914893,-121.305056500576,-120.144557371414,-117.472967974028,-112.16318086728,-103.062357296079,-90.9769663443922,-75.7348269251004,-56.6384476843136,-48.6216006978423,-47.1261850242547,-35.8523063195594,-19.128439757425,1,2,_LHAB4,s3,_LHAB4_s3_2
-94.1630867798884,-93.445670460995,-92.7206229100044,-91.9822942809006,-91.5057980675945,-91.0839970206052,-90.3327361172958,-89.6068059250462,-88.9089449521084,-88.1444075780569,-87.2231683433472,-85.761243177496,-83.2379366030932,-79.9473586520928,-73.7668874765808,-66.0312112296687,-55.2784184467754,-40.779048268652,-24.3388193087389,-2.37539476841187,21.7487945916199,48.8371915314216,79.183487070305,110.196484055088,141.859150409173,171.698779642116,199.923103167136,224.398725844075,246.940862613406,265.847271443013,2,1,_LHBA1,s2,_LHBA1_s2_1
275.088274422734,262.111436368009,247.609900546132,230.825440476905,217.588374606516,202.360127770992,175.556912705455,146.500178701223,115.703950564497,85.0063083509758,54.8276799522409,25.750926860869,-1.88020433491261,-28.3055697722252,-50.4329727274175,-70.2367789801137,-88.5116617692611,-103.850690878523,-117.349900360754,-127.970668260775,-135.991024301029,-142.735618612639,-146.92237159,-149.334701668661,-150.560044891824,-150.232383710283,-149.133367785148,-146.879301299485,-142.523429661817,-136.078820721681,3,4,_HHCD5,s1,_HHCD5_s1_1
-268.923285137295,-252.774083246306,-233.990764889517,-212.658073087911,-185.633267122977,-156.787380165541,-126.238592278886,-93.3688636032923,-60.4263905764672,-27.4606037141643,3.37891433897153,31.2781786872495,56.3942792687653,75.2910285480407,90.8599649910491,103.26947107841,110.223657811668,115.094353990974,117.971088364757,117.621697039363,115.49052427983,111.627469203202,104.126832921101,94.5573769613172,82.9963852261762,68.6965626463664,62.0458168304315,62.1418635968084,53.5723452951058,41.6234927427679,3,4,_HHCD5,s1,_HHCD5_s1_2
-91.5122889298841,-76.7044155597034,-62.494680366694,-49.3855485680565,-37.7168797372381,-26.8601869342147,-18.7504161894046,-11.572087504152,-6.38454671494515,-2.07986108579939,1.66698826027846,4.88265469516432,7.98421644750533,10.8733329270374,13.525719380043,16.0065584655963,17.9765934247434,19.7934254369259,21.2772321007719,22.5804889138794,23.7349424075987,24.3893775269059,24.8429260699611,24.768044452283,24.983588814001,25.471952880757,25.3253112772136,24.9964001729466,24.3560959085198,24.0250620279594,2,1,_LHBA1,s2,_LHBA1_s2_2
