Syllable1,Syllable2,Normtime,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,1,_HHAA1,135.515359,136.3558771,137.2511481,138.2842927,139.2083246,140.0495339,141.7741553,143.6761609,145.7345275,147.769499,149.7723242,151.5946796,153.3416871,154.6909004,155.9537793,156.998811,158.022828,159.0302119,160.1156269,161.2535974,162.6532661,164.1448193,165.7680922,167.2621611,168.699574,169.859514,170.8465261,171.3668707,171.5414865,171.4308235,170.6782416,169.9907687,169.3223933,168.6745279,168.0779204,167.4483266,166.7754908,165.9046743,164.9506327,163.8990476,162.8422196,161.8413474,160.9347181,160.3242365,159.8676465,159.6145789,159.527377,159.5073772,159.5588697,159.5682723,159.5509462,159.4919497,159.3674183,159.1997975,158.961919,158.9137087,158.91239,158.7933755,158.5930012,158.3926485
1,1,_HHAA2,136.9577312,137.4548125,137.9868869,138.6326885,139.2033369,139.6894379,140.5886805,141.6600655,142.7590468,143.8392044,144.8234694,145.7581486,146.6219911,147.3734404,148.0635842,148.6630576,149.2436902,149.7736884,150.2648895,150.6849623,151.0503045,151.3773352,151.6191088,151.8363153,151.9527591,152.0626623,152.1568678,152.2633747,152.3808163,152.5568189,152.7508402,153.1339983,153.5660399,154.0491549,154.6126768,155.1773799,155.7413759,156.2152458,156.6272051,156.9671675,157.1139832,157.1667425,157.1098809,156.9216546,156.6926053,156.4214958,156.1905943,156.0017764,155.8736794,155.831099,155.8276735,155.8713376,155.9080285,155.9112247,155.8506348,155.9104228,155.9591712,155.9278259,155.8571943,155.8003447
1,1,_HHAA3,142.8891329,143.1314484,143.402511,143.8089187,144.2034979,144.5761463,145.1895729,146.020351,146.9419348,147.9022954,148.843736,149.7742567,150.5518675,151.2960126,151.9257573,152.5150499,153.0440457,153.5746087,154.1063222,154.7053262,155.3265346,155.9940337,156.6629653,157.3125103,157.9291561,158.4601286,158.9127553,159.2706452,159.533151,159.7391163,159.972396,160.0557531,160.1417794,160.2318088,160.3319578,160.4369874,160.5514169,160.6480338,160.7327724,160.7657347,160.7777928,160.7585363,160.7010528,160.6328855,160.5601333,160.4945807,160.433818,160.3725448,160.3083969,160.2399475,160.153683,160.0578719,159.9417066,159.8147154,159.6806448,159.6909592,159.6761898,159.6239284,159.5464773,159.4795874
1,1,_HHAA4,131.3886011,132.0219668,132.7184143,133.5997819,134.3430418,134.9529291,136.0874819,137.3864205,138.7692574,140.115689,141.3645852,142.5477881,143.6718306,144.7386722,145.7863214,146.747986,147.7276172,148.7513975,149.7803821,150.8137359,151.776675,152.7137671,153.5056291,154.2212559,154.7645398,155.1760429,155.4844425,155.6946556,155.8815958,156.0546003,156.624251,157.0444742,157.4862194,157.9573701,158.4061882,158.8044371,159.0756066,159.2056441,159.2506118,159.124607,158.9221477,158.6533974,158.3725057,158.1007673,157.8447739,157.6515869,157.4864707,157.3648541,157.2511455,157.1393919,156.9972506,156.8230478,156.6159784,156.3410423,156.0349466,155.6801663,155.6105401,155.5918314,155.4033006,155.1196575
1,1,_HHAA5,127.9187374,128.8122292,129.8003923,130.970378,131.9211585,132.7948674,134.5207579,136.2373343,137.9380238,139.4862153,140.9534593,142.0858576,143.1057416,143.9545813,144.6983897,145.4066588,146.1320196,146.9246144,147.8085491,148.7996045,149.8252042,150.8663035,151.8136729,152.6470324,153.200594,153.6357046,153.7806095,153.798425,153.677667,153.4750505,153.1268183,153.1932897,153.3413179,153.5862537,153.9743544,154.3596779,154.7174472,154.9975957,155.2322707,155.3933097,155.4748399,155.5225749,155.5455774,155.5610012,155.5699344,155.55911,155.525272,155.472689,155.3702716,155.2387011,155.0760384,154.838091,154.5250742,154.105614,153.543045,153.1680567,153.2605515,152.9923354,152.5363701,151.8085535
1,2,_HHAB1,140.8353625,142.1160827,143.4027439,144.714997,145.8788465,146.7972594,148.2349759,150.0721566,151.7250922,153.3177938,154.4785297,155.5593687,156.2847776,156.9156524,157.3445678,157.7362915,158.0918862,158.5707516,159.1035479,159.8329398,160.5981636,161.4920138,162.3857556,163.2791904,164.0556219,164.6886302,165.0790111,165.3315355,165.2703596,165.133287,164.3261073,163.5263989,162.5518796,161.2544119,159.3587591,157.1406624,153.7041397,149.7023661,144.8694099,139.4618305,133.876533,128.3559225,123.2902461,118.7621433,115.4897407,112.7260623,111.076132,109.9082196,109.1998136,108.9434886,108.8212748,108.927908,109.2040147,109.6103141,110.2722077,110.7428274,110.6274025,110.9129686,111.4452147,112.328619
1,2,_HHAB2,139.746169,140.983224,142.2572889,143.637732,144.8758964,145.9807227,148.0084136,150.2960486,152.3147623,154.185341,155.6942085,156.9546559,158.0107458,158.8052248,159.5387038,160.2961027,161.0747243,161.8978306,162.7299265,163.5685028,164.2559406,164.8791895,165.1756495,165.3082429,165.1436605,164.7041069,164.09135,163.1119298,162.0542148,160.8335135,157.9900861,156.7551571,155.4471401,153.9961983,152.2407231,150.3280485,147.6493031,144.6527338,141.0746579,137.2693596,133.3611303,129.3988068,125.6566441,122.2918514,119.5813116,117.1824292,115.6348911,114.4012738,113.6723009,113.2864434,113.0536712,113.1467584,113.3672799,113.7801106,114.429135,115.093491,114.9099607,115.0052684,115.4959078,116.3341115
1,2,_HHAB3,138.4807185,139.215261,140.0578431,141.1834191,142.1289874,142.9288081,144.4803769,146.2091442,148.1250988,150.0072914,151.8347397,153.4831036,155.0382865,156.3746498,157.6138586,158.5463373,159.3634099,160.0587375,160.700787,161.3242669,161.8984112,162.4846272,163.0970321,163.6587523,164.1855132,164.5511834,164.8540481,164.9297913,164.8539926,164.5695088,163.4650145,162.4765837,161.2398205,159.7008299,157.6596287,155.2488834,152.2611128,148.3899315,144.1655999,139.5384094,134.6509081,129.711527,125.0738489,121.0163455,117.3853261,114.5939069,112.3506786,110.6329964,109.7729833,109.2559962,109.1785013,109.8348193,110.8679387,112.4692696,114.6338669,116.4081534,116.1510431,117.095878,118.7558737,121.2865763
1,2,_HHAB4,142.9966845,143.7349223,144.5013025,145.3192644,146.0490666,146.7858307,148.2193026,149.714421,151.2975251,152.8553316,154.3775806,155.6921045,156.9383269,158.1078299,159.130459,160.1212064,161.1096051,162.1704584,163.2955719,164.4592778,165.624136,166.7761626,167.8110817,168.7642701,169.2608953,169.572483,169.5090119,169.1164231,168.5445539,167.48616,164.7976988,163.4354181,161.8785722,159.9265979,157.4985117,154.8250311,151.1279466,147.0757866,142.2906745,137.3867888,132.4188679,127.7314007,123.3178032,119.5019386,116.5099892,113.9824096,112.4252844,111.1450531,110.4412025,110.1518693,110.1066379,110.6497024,111.448418,112.8139932,113.0144167,112.4982941,113.2783866,114.3190614,115.8534479,116.4533448
1,2,_HHAB5,135.5318529,136.4218244,137.4384109,138.6678591,139.6091604,140.5784054,142.4818713,144.4111124,146.3669795,148.0767482,149.6914865,151.1249178,152.3603186,153.4695323,154.3895045,155.2778483,156.1147917,156.8956831,157.6549694,158.4068899,159.1225422,159.7982127,160.4005612,160.9537656,161.3802816,161.6720873,161.8720324,161.8715166,161.7991687,161.6007231,160.686862,159.8249919,158.7474686,157.3931321,155.2881054,152.8384716,149.8678369,146.2121763,142.2126432,137.7106461,133.279864,128.929725,125.1283224,121.8361149,119.0465576,117.301814,115.9372815,115.0885694,114.723358,114.5895632,114.8156334,115.3759574,116.1656325,117.4949422,119.1466302,121.0290654,120.7797697,121.1519079,122.3010647,124.1561462
1,3,_HHAC1,155.3057444,155.8155688,156.3435235,156.9295623,157.4146805,157.7885993,158.4210998,159.1573524,159.8572815,160.5432118,161.1771557,161.8300853,162.5084596,163.2606475,164.0499868,164.9129689,165.7881036,166.6891328,167.5274294,168.2628737,168.8349227,169.3054332,169.4492838,169.4941709,169.1133467,168.6165111,167.8845589,166.9467565,165.8525718,164.5450331,160.1059817,157.1493125,153.6971237,149.6686598,144.1976599,138.2419588,131.7046447,124.9736262,118.3153194,111.8935411,106.6031788,101.9141973,98.1009455,94.81863544,91.83912391,89.24409649,86.63487173,84.03674364,81.64882999,79.5672455,77.74470908,76.53092329,75.58419263,74.93550939,74.63350437,74.44010961,74.37489433,74.32265423,74.2657723,74.19464533
1,3,_HHAC2,156.5629032,157.2847738,158.0329452,158.8204939,159.5420546,160.3856317,161.7782461,163.1921652,164.619945,165.943137,167.076769,167.9292416,168.4453484,168.8089434,168.898455,168.8415978,168.6888219,168.5412247,168.3920669,168.2406163,168.0498255,167.8220506,167.488268,167.0488267,166.5395849,165.8549727,165.1164197,164.2993421,163.3720058,162.2383089,160.4192853,158.6098605,156.6145625,153.6126314,150.1700533,145.754593,140.9340287,135.6522266,129.9688629,124.0429861,118.1315097,112.2241106,106.6425471,101.0683204,95.34201633,89.63610623,83.99238833,78.54282714,73.38111615,68.66100858,64.28974306,60.84447335,57.76913282,55.81337463,54.06061338,53.6532985,53.24789532,52.85107583,52.40099535,51.84660597
1,3,_HHAC3,141.8332972,143.1699166,144.5385755,146.0217619,147.3239256,148.3930612,150.1392054,152.240683,154.205538,156.1236143,157.7768623,159.2975925,160.5255549,161.6032605,162.5478248,163.3908644,164.1998449,164.8528448,165.489619,166.0783889,166.6280115,167.1200244,167.5006434,167.8139098,167.9695522,168.0816555,167.9772624,167.7872406,167.3759274,166.5845916,165.4095568,163.6751304,161.7223297,159.0527942,155.6912769,151.54016,146.5798472,141.2737002,135.3637862,129.4003085,123.3823292,117.8385373,113.0025739,108.9765609,105.41672,102.6077098,99.96506203,97.78502937,95.62235133,93.49408016,91.48405211,89.5636595,88.02965274,86.62951383,86.26913658,85.90885291,85.548823,85.10302753,84.57246273,84.43263184
1,3,_HHAC4,150.6701745,151.9436314,153.0704197,153.8803205,154.496857,155.001187,155.9349942,156.825226,157.531404,158.1419009,158.6836765,159.2593919,159.8379784,160.413028,161.0345241,161.6970123,162.4782719,163.3050039,164.2546765,165.2974428,166.4409053,167.6293992,168.8101,169.8397499,170.6931789,171.312613,171.5160276,171.5402049,170.9995888,170.1165407,168.6718781,167.1118179,165.3004875,162.8500872,159.6703134,155.9276974,151.1241685,145.9448686,139.5243768,133.0070848,126.3511214,120.1843442,114.2339626,109.2328451,104.524829,100.5923065,96.87565785,93.34292873,89.90222591,86.50920387,83.35447435,80.41081882,77.80203916,75.70618778,73.864305,73.44762047,73.05838276,72.51827713,71.83401476,71.01425951
