Syllable1,Syllable2,Normtime,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
1,1,_HHAA1,125.0145053,125.2202683,125.4478006,125.7058347,125.8916128,126.1086944,126.4635999,126.8126763,127.1525626,127.4226286,127.6362992,127.7933057,127.8395813,127.8364085,127.7542764,127.6154122,127.4549507,127.281775,127.116173,126.9560294,126.8347335,126.734755,126.664808,126.6220282,126.5873067,126.5602542,126.53135,126.5001999,126.4540147,126.3974526,126.3303648,126.2782527,126.2337588,126.1973716,126.1870516,126.2055299,126.257719,126.3590499,126.4850571,126.6403636,126.8234399,126.9946986,127.1431303,127.2414262,127.3024954,127.3100765,127.2455175,127.1438959,126.9937709,126.7986076,126.5905911,126.3766065,126.1647373,125.9536553,125.7431201,125.7112001,125.7167043,125.6520783,125.5599765,125.4782619
1,1,_HHAA2,119.9874297,120.0947723,120.2039167,120.3149962,120.3941706,120.5140432,120.6858305,120.8751061,121.0671917,121.2613808,121.4497129,121.6268565,121.7865341,121.9127949,122.0232921,122.1139397,122.1744585,122.2164978,122.2311779,122.215995,122.1775986,122.0980391,121.9763945,121.8267595,121.6309525,121.3872956,121.1140485,120.7980152,120.4694162,120.1218575,119.7065305,119.4480523,119.223354,119.0421589,118.9310288,118.857299,118.8440081,118.88763,118.9628252,119.0926434,119.2522011,119.4303888,119.618029,119.8021921,119.9828324,120.1313194,120.2577007,120.350456,120.4074683,120.4463051,120.4553195,120.4467758,120.4283301,120.3971649,120.3597542,120.317364,120.3226293,120.3172525,120.297389,120.2608479
1,1,_HHAA3,120.1560188,120.1734179,120.1906947,120.2077497,120.2204345,120.2319217,120.2516869,120.2707582,120.2888755,120.3072884,120.326224,120.3480473,120.3788504,120.4191186,120.4692909,120.5227902,120.5822669,120.6445925,120.7092243,120.7406309,120.7557796,120.734844,120.674977,120.5910883,120.4318772,120.2584153,120.0600346,119.8542806,119.6459706,119.4582777,119.1238778,119.0259812,118.9531783,118.9049333,118.8886495,118.8855008,118.8945157,118.9237468,118.9605361,119.0035346,119.0541912,119.0964462,119.1293994,119.136447,119.1182783,119.0791033,119.0028153,118.9058519,118.7985877,118.6872296,118.5789614,118.4735117,118.3731934,118.2564822,118.1225716,117.9574526,117.9486944,117.9381606,117.8360925,117.6613464
1,1,_HHAA4,118.3007171,118.3095307,118.3377872,118.389806,118.4253644,118.481732,118.5801338,118.7190962,118.8696411,119.0245212,119.1791818,119.3299816,119.4594517,119.5452292,119.598751,119.5927619,119.5553817,119.4866268,119.3790343,119.2691535,119.1588974,119.0662843,118.9814265,118.9073998,118.8385549,118.7710018,118.7017159,118.6262994,118.5486188,118.4802193,118.3723224,118.3446222,118.3297965,118.3309107,118.3678747,118.4298308,118.5319419,118.6774958,118.8439838,119.0405566,119.2329717,119.4159634,119.5478645,119.6474073,119.7219303,119.748203,119.7586974,119.7512582,119.7330745,119.7093864,119.6777479,119.635054,119.5886969,119.5392943,119.4917355,119.4512379,119.4466427,119.434673,119.4171562,119.3874373
1,1,_HHAA5,121.9646062,121.9557233,121.9445923,121.9310874,121.9164904,121.8928408,121.8585631,121.8141094,121.7646364,121.7093323,121.6471441,121.5802964,121.5074946,121.4274146,121.3448019,121.2594798,121.1704491,121.0811936,120.9926065,120.9043426,120.8177894,120.7346907,120.6641753,120.5845895,120.4763314,120.3275981,120.1521515,119.934643,119.6643104,119.3727022,119.0681464,118.877895,118.7202777,118.5955356,118.5437719,118.5191237,118.5199731,118.55905,118.6246758,118.7144034,118.8443235,118.9714583,119.0964025,119.2197299,119.3363829,119.4475304,119.5502037,119.6556898,119.7613929,119.8574889,119.9424404,120.015486,120.0573565,120.0737839,120.0722823,120.0466233,120.0428458,120.0419719,120.0135288,119.9723081
1,2,_HHAB1,124.2219259,124.1766952,124.1253087,124.0714678,124.0421228,124.0226776,124.0252431,124.0970057,124.2364531,124.42217,124.6634545,124.9076915,125.1347025,125.333423,125.4905716,125.6399782,125.785785,125.9807395,126.2133963,126.4789265,126.7819989,127.0678877,127.3161141,127.4624566,127.4944043,127.4314051,127.238658,126.8275778,126.2851938,125.6053817,124.1468044,122.7953846,121.3395655,119.8024115,118.2225001,116.708106,115.2688212,113.9243811,112.7043425,111.5527339,110.4742073,109.5203878,108.7802632,108.2051101,107.8092039,107.6425868,107.6097128,107.7029562,107.9474586,108.3464985,108.8742305,109.5523043,110.4092396,111.3142364,112.2432883,113.1198584,113.4580695,113.6397228,114.063202,114.6699346
1,2,_HHAB2,127.4385884,127.4525994,127.4600613,127.4611842,127.4540806,127.4380668,127.4136632,127.3730852,127.3263454,127.2779881,127.2382721,127.213271,127.2001762,127.2059637,127.2421263,127.3001343,127.3883633,127.5010561,127.6235125,127.7540299,127.8458666,127.9013261,127.9109814,127.8157779,127.6302419,127.3475058,126.8773096,126.2999594,125.6155694,124.7431979,122.8976073,121.7321467,120.4670485,119.1079821,117.6383317,116.1274281,114.6055571,113.0831412,111.7544091,110.599619,109.6134186,108.8377547,108.3047991,107.9224127,107.6753874,107.5952458,107.639227,107.8027471,108.1134701,108.5707883,109.156683,109.885843,110.7041729,111.5371912,112.3745122,113.188153,113.429134,113.6003534,113.9398468,114.5204784
1,2,_HHAB3,124.2709247,124.3249487,124.3965489,124.4779526,124.5509414,124.7051327,124.8980695,125.11835,125.3709071,125.6408667,125.9215462,126.1962168,126.450724,126.6900696,126.9137876,127.0902922,127.2375234,127.3582255,127.4517258,127.5183556,127.5637224,127.5862504,127.5866101,127.5319054,127.4015575,127.0941521,126.6334965,126.0463192,125.318016,124.4682505,122.957573,122.1417035,121.2698288,120.3334337,119.270428,118.0481501,116.7455955,115.3921038,114.1010506,112.9056564,111.8207192,110.9586055,110.2453887,109.66804,109.2747895,109.0545087,108.9567478,108.9895675,109.2534584,109.6589061,110.1972941,110.8825028,111.655162,112.4582383,113.2360579,113.8903429,114.3032868,114.4215351,114.6618201,114.9730998
1,2,_HHAB4,122.6997772,122.7007854,122.7027295,122.7058111,122.7155628,122.7384361,122.7740035,122.8370064,122.9176384,123.0123012,123.1233337,123.2342829,123.3451318,123.4556971,123.5782983,123.7129534,123.8734238,124.0559339,124.2430885,124.4169008,124.5416394,124.6141442,124.5907387,124.4368507,124.2027067,123.8670089,123.426839,122.9304613,122.3693456,121.6968651,120.0820441,119.1628518,118.1825155,117.1169483,115.9968387,114.8610345,113.7106241,112.601611,111.5245192,110.5668786,109.7067836,108.941796,108.3529644,107.8517671,107.4914627,107.2693667,107.1112723,107.0471283,107.0706924,107.1556981,107.3752666,107.6650699,108.0478318,108.618867,109.0354251,108.9321909,109.1222491,109.4740391,110.0561129,110.3360995
1,2,_HHAB5,124.7241998,124.7710315,124.8207492,124.8743949,124.9268416,124.9955231,125.1085434,125.2438073,125.3928416,125.5716354,125.7475294,125.9209656,126.1319319,126.3568403,126.6015518,126.8538903,127.1106279,127.3759133,127.5558275,127.6791272,127.6641823,127.5607092,127.3708218,127.0019188,126.5727828,126.0581496,125.4611469,124.8267273,124.1374545,123.4397315,121.7016244,120.9618336,120.183781,119.361721,118.4343286,117.4597802,116.4251795,115.3764176,114.3379519,113.3255979,112.3731994,111.4614948,110.6220387,109.8705316,109.1860217,108.6457733,108.2689875,108.0097989,107.9786469,108.1162849,108.3883068,108.9222138,109.5251568,110.1941294,110.923569,111.3627333,111.4325198,111.7736408,112.2224194,112.805941
