"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"22",121.4791435,121.1397363,120.6444729,119.9738499,119.5195287,118.8323339,117.7929979,116.6192907,115.4627174,114.3704833,113.3156581,112.2908545,111.3188934,110.4155991,109.5395881,108.683519,107.9687662,107.358504,106.9611688,106.7879216,106.7739144,107.0370767,107.4341989,107.9375576,108.6393568,109.3505626,110.0701459,110.8463115,111.6531369,112.4944968
"23",119.7366385,119.3677651,118.9560657,118.4135541,117.9543087,117.5805988,116.8877816,116.082798,115.1785171,114.2648348,113.324688,112.3808163,111.4329064,110.5044142,109.583233,108.7523089,107.9547605,107.2668603,106.6894276,106.238382,105.9689367,105.7725781,105.7798766,105.832253,106.0251219,106.239266,106.4791052,106.8086331,107.1766739,107.7453813
"24",121.910549,121.4115946,120.8498662,120.1615366,119.608598,119.1244908,118.0804384,117.0062711,115.8762955,114.7289555,113.5725661,112.3854826,111.2242454,110.1185747,109.1027626,108.1349469,107.3631984,106.6810335,106.1866217,105.8279674,105.5436179,105.4167871,105.3277627,105.3151846,105.4212608,105.5938744,105.9915719,106.4801981,107.1625646,108.0356851
"25",123.7507945,123.2715383,122.6699008,121.8618562,121.2242244,120.5731668,119.3774659,118.1511737,116.8928981,115.7411181,114.6521107,113.7129268,112.8637164,112.0731177,111.4456515,110.8691204,110.3803009,110.0162881,109.7184905,109.5953187,109.5665661,109.6457375,109.8700092,110.1467524,110.5154326,110.906482,111.3135125,111.6800454,112.0433636,112.4039556
"26",122.2871444,122.0374496,121.7565983,121.4394556,121.1958507,120.857541,120.3588105,119.793436,119.1875279,118.5179437,117.8081017,117.0898227,116.3829655,115.7635422,115.2155296,114.8448441,114.6297835,114.5310396,114.6658954,114.9305146,115.3052828,115.8784789,116.4894935,117.1436614,117.7591725,118.3117307,118.7708093,119.062506,119.2726747,119.3682397
"27",121.5237192,121.2083376,120.811898,120.3307691,119.9138718,119.2752542,118.3820791,117.3543095,116.2918503,115.1938522,114.1778185,113.2218047,112.3396995,111.6506851,111.0891015,110.6898868,110.4801317,110.4081482,110.5233172,110.94161,111.5367057,112.3670058,113.5177877,114.7730472,116.1201821,117.3899893,118.5589351,119.543239,120.2436433,120.8063631
"28",123.7142148,123.4484785,123.1038093,122.6666116,122.3423687,121.886516,121.2010969,120.4343592,119.6517423,118.8678458,118.1139178,117.3866672,116.7199587,116.1645951,115.6846753,115.3467258,115.1053916,114.9374036,114.9141771,114.9835092,115.136837,115.5306665,116.0426567,116.69735,117.5154548,118.3533421,119.1958978,119.8765584,120.4493478,120.8383015
"29",126.2318088,126.0814345,125.8602429,125.5202856,125.1974229,124.8214856,124.0164513,123.0755308,121.9955186,120.8190503,119.6422809,118.5108115,117.5054272,116.5790411,115.9153559,115.3504765,114.9543583,114.7493949,114.6396473,114.7461549,114.9745752,115.3337446,115.8460931,116.4002719,117.0083841,117.5945858,118.1663706,118.5864754,118.953585,119.2290915
"30",122.0778445,121.4504002,120.7741071,120.0123836,119.4713503,118.9598187,117.9198126,116.8648433,115.791961,114.8474283,113.9453825,113.1064408,112.3432621,111.6429544,111.1065644,110.6314554,110.275871,110.0884658,109.997042,110.2078157,110.5580878,111.1506086,112.0046986,112.9733497,114.1119699,115.2589971,116.4160222,117.3715521,118.2213769,118.7984594
"31",125.4814273,125.0585625,124.5157034,123.8427767,123.3692795,122.6789164,121.7013925,120.6597015,119.655214,118.7151563,117.9325292,117.2351702,116.6514146,116.2800849,116.0232022,115.9237319,116.0427534,116.336995,116.9424999,117.9242101,119.1252795,120.6444708,122.3351553,124.0612351,125.657775,126.9432607,128.0028013,128.6451956,128.9777505,129.0899365
"32",123.8558033,123.3139185,122.792466,122.2977677,121.9260221,121.4523818,120.6953019,119.9609936,119.2534215,118.6389309,118.1064533,117.6353074,117.3579115,117.1587916,117.050061,117.0952009,117.2145623,117.4487239,117.8283967,118.2891363,118.897012,119.5600763,120.2546185,120.9332688,121.5436649,122.0844753,122.4492958,122.7418851,122.9308095,123.0206868
"33",126.0806394,125.797525,125.4346949,124.9560279,124.5762364,124.1340337,123.3961985,122.6475219,121.8952478,121.212283,120.6025083,120.0836982,119.6754199,119.3083079,119.0039903,118.7953396,118.6457078,118.6367376,118.7312653,118.9360999,119.4298146,120.0460057,120.8667454,121.8211631,122.8356318,123.8860295,124.8420304,125.7116927,126.3108643,126.8181523
"34",127.455175,126.6381686,125.7636898,124.8069965,124.0776741,123.2724589,122.0593078,120.9806467,119.9890271,119.2160522,118.5849738,118.1147926,117.7938012,117.5333335,117.3705531,117.3383921,117.3865425,117.6291372,118.0614903,118.6649712,119.5659395,120.551738,121.6587874,122.7507221,123.778514,124.5196056,125.0584672,125.4526804,125.5378064,125.4939796
"35",124.7335115,124.2415923,123.6574897,123.0063681,122.5577516,121.8611733,121.015063,120.2899394,119.7323752,119.3049572,119.0622461,118.9204084,118.835261,118.8035896,118.8241685,118.8990893,119.0589448,119.3799416,119.85833,120.5423893,121.4775061,122.5063844,123.6223667,124.7701474,125.7669839,126.6066851,127.1462792,127.5181532,127.7326619,127.6619644
"36",121.2146871,121.151928,121.0063127,120.7653993,120.5538384,120.2110835,119.6642168,118.913314,118.0767307,117.1311967,116.0309468,114.834227,113.4759484,112.0505582,110.6074595,109.2007828,107.9808088,106.9110606,106.2231473,105.7849614,105.5421899,105.6162411,105.7993926,106.0868948,106.548449,107.0484193,107.591657,108.2825659,109.052719,109.9311523
"37",123.5058859,122.9940081,122.4228474,121.7656918,121.1871792,120.4764515,119.2469014,117.9214425,116.5355618,115.0392867,113.5148715,111.955839,110.4474365,108.990648,107.6537725,106.514887,105.5022949,104.8306736,104.3324599,104.015657,103.9788707,104.0456252,104.2749929,104.6378119,105.0811898,105.7194306,106.4863886,107.3679282,108.5223928,109.8950396
"38",121.9615409,121.591861,121.2271409,120.8703024,120.4621338,119.9509626,118.9738655,117.936842,116.8497714,115.6650395,114.4522075,113.1944691,112.0083185,110.8614921,109.8075491,108.8534723,108.0093048,107.4341095,106.9758638,106.7413642,106.6733793,106.7055799,106.9416655,107.2509522,107.6668013,108.1988356,108.7921787,109.5273436,110.361452,111.2714608
"39",121.9073744,121.635312,121.3225086,120.9455508,120.5573454,120.0908207,119.2448302,118.2705181,117.1927269,115.9332906,114.6670105,113.4095348,112.1923821,111.0112836,109.9991133,109.121066,108.3795408,107.8654298,107.4649184,107.2881465,107.2732934,107.3519824,107.6320552,107.9834145,108.4264092,108.8899739,109.4024974,110.0785864,110.8904103,111.7916959
"40",121.220507,121.1606612,121.0456188,120.8664861,120.6665396,120.329766,119.7799634,118.9928094,118.0737973,116.9572251,115.6873905,114.3589702,112.9846222,111.6546733,110.3897958,109.3596041,108.5464823,107.8905978,107.5202778,107.2931777,107.1839521,107.1992238,107.2538676,107.3514917,107.5070095,107.678449,107.8680391,108.2527817,108.7671995,109.4846621
"41",124.8019634,124.4237019,123.9717247,123.3318628,122.7697592,122.2678708,121.227958,120.0507057,118.6062699,117.0863184,115.4572182,113.7756225,112.0705213,110.1916383,108.3166977,106.4677237,104.7070886,103.0229007,101.4863437,100.0295019,98.99582985,98.12214186,97.50788748,97.1004949,96.79814095,96.74755123,96.74290184,96.8449305,97.01104728,97.23908705
"42",123.005644,122.6980899,122.3123262,121.7963823,121.3732457,120.9059315,119.9178798,118.7826764,117.5010367,116.0998353,114.6419182,113.0655402,111.4881751,109.9104851,108.4400758,106.9716425,105.5064645,104.0946067,102.7037867,101.3370884,100.021406,98.75599924,97.74551281,96.84812026,96.17946355,95.70441229,95.34430718,95.19466994,95.07836476,95.01640256
"43",123.0036979,122.64932,122.2872083,121.9066543,121.5534624,121.2192133,120.4797458,119.6476726,118.632654,117.4814437,116.1810712,114.5923558,112.9013259,110.9710207,109.0309611,107.0738315,105.1898768,103.3437713,101.7143449,100.1531506,98.76569854,97.46013566,96.22281375,95.13792339,94.11388949,93.29263652,92.59030326,92.04444329,91.68187448,91.39036564
"44",119.0305515,119.3525233,119.5940778,119.6491005,119.6670623,119.6605721,119.4776549,119.1827547,118.5264174,117.6574128,116.5809735,115.1448293,113.5824102,111.6878878,109.7452436,107.733341,105.7288138,103.7301548,101.9593048,100.3046769,98.9043132,97.74620115,96.73977666,96.09412298,95.54850213,95.2441294,95.03982242,94.92837228,94.95786646,95.05192337
"45",123.2767986,123.166458,122.9792145,122.6085869,122.2771542,121.9728563,121.2972165,120.5122082,119.4492777,118.2482294,116.8959092,115.3343947,113.6872695,111.7110092,109.6753362,107.5356911,105.3806806,103.2177226,101.2016374,99.28825505,97.66199922,96.26150772,95.04915317,94.16309028,93.38577595,92.90624038,92.52621369,92.27711973,92.13409307,92.03304162
"46",118.4948603,118.0423844,117.5160479,116.8577531,116.298265,115.7276709,114.5546363,113.2887261,111.9024047,110.4068017,108.8595753,107.1833983,105.444718,103.6464731,101.9291747,100.2886229,98.86512639,97.66370718,96.61749328,95.93226924,95.34248153,94.92348362,94.5664078,94.24157322,93.96039427,93.69211696,93.4446295,93.21317636,92.99284737,92.82204185
"47",118.3110841,118.0482533,117.7679692,117.3882299,117.0252125,116.7014777,116.1957797,115.4657601,114.593278,113.6246922,112.4704741,111.2532018,109.7522231,108.2031219,106.3337825,104.4480878,102.4945827,100.5817715,98.74669585,97.07233819,95.56332641,94.3270714,93.24278628,92.47560944,91.79197458,91.36504987,90.96877686,90.71890553,90.50062961,90.38276057
"48",119.610104,119.0183931,118.3584457,117.5166784,116.8011129,116.1905826,114.9988915,113.6624172,112.1667078,110.6258176,109.0061282,107.3074913,105.5639246,103.793819,102.0466061,100.4132324,98.88272741,97.47496439,96.28996406,95.18835199,94.38263271,93.63923902,93.06048096,92.59749404,92.23019281,91.99850253,91.80653759,91.71212025,91.64221241,91.61473431
"49",121.3468292,120.877114,120.3626933,119.7098147,119.0721296,118.4503758,117.3063345,115.9712892,114.3954116,112.7762493,111.0246396,109.2663294,107.5002926,105.6818455,103.8418369,102.1061311,100.4122174,98.86781177,97.42168856,96.10027778,95.0610698,94.15174677,93.51232342,92.93911835,92.583744,92.31407203,92.16420225,92.067141,91.99715008,91.98192358
"50",123.1265237,122.4846959,121.8147901,120.9969351,120.2081217,119.4813013,118.3538323,116.7897591,115.0132469,113.1162163,110.9597252,108.737371,106.4281076,104.1199419,101.8496515,99.67038067,97.7297836,96.0276219,94.63441871,93.54206522,92.6544136,92.08632341,91.62215564,91.36951442,91.14333425,91.00002878,90.85969832,90.72915411,90.59383415,90.4511267
"51",120.3717067,119.9177383,119.3582023,118.6274734,118.0892641,117.5295383,116.4874549,115.4040523,114.2833795,113.2450473,112.2533168,111.3556786,110.6039842,109.9367891,109.5023436,109.1722358,108.9787755,108.9840618,109.077862,109.3491327,109.8035567,110.3920947,111.1925202,112.0591347,113.0364446,114.0486363,115.0514952,115.8559779,116.5539576,117.1386134
"52",121.2196369,121.0354965,120.8097413,120.5373828,120.2911937,119.9010344,119.3058708,118.6034938,117.8785731,117.1377852,116.4004265,115.68866,115.0344003,114.5043469,114.0531003,113.7324445,113.548765,113.4594953,113.5436588,113.7826544,114.1346644,114.7061596,115.4023817,116.1867045,117.04878,117.8473107,118.5886712,119.0929819,119.4798872,119.7451237
"53",124.2329313,124.1601353,124.0239216,123.7901689,123.6066846,123.3758504,122.8714441,122.2078461,121.4270735,120.5068477,119.5415403,118.5050022,117.4976719,116.5392295,115.8014576,115.2077832,114.7339078,114.5040335,114.355989,114.340054,114.3949363,114.4890675,114.6752441,114.9058632,115.1781587,115.5033768,115.8444759,116.2099524,116.5231448,116.817312
"54",122.1842329,121.7539435,121.2933713,120.8002762,120.3075557,119.5353089,118.4165266,117.1557658,115.8740197,114.5778198,113.4413527,112.4445906,111.648634,111.106805,110.715077,110.5331031,110.5498992,110.6958226,111.0387705,111.7353962,112.6270403,113.7881044,115.1707677,116.6400208,118.1516874,119.4008648,120.4583206,121.1610905,121.5514802,121.7099077
"55",121.6129158,121.2487553,120.8779901,120.4998401,120.1817628,119.7005535,118.9856862,118.1969883,117.3698016,116.4907984,115.5869788,114.7274799,113.9804355,113.3928096,112.9116604,112.6135557,112.5189164,112.5615458,112.8487589,113.359876,114.032145,115.0089751,116.1144764,117.2971792,118.4215447,119.4098427,120.2792883,120.8019382,121.1485494,121.3177722
"56",126.5745457,126.1603473,125.691444,125.0987746,124.5696749,124.0807014,123.0312206,121.8522293,120.3977408,118.7122338,116.8239889,114.6179368,112.2875074,109.5848892,106.8487893,104.0721226,101.5196542,99.06655789,97.01576163,95.24433204,93.94508942,93.04152571,92.32567484,91.97606245,91.7088222,91.62821301,91.59991659,91.60681643,91.73667813,91.94624609
"57",125.3236502,124.8910507,124.4310973,123.8762736,123.3116694,122.7349951,121.6736464,120.3750895,118.7310373,116.9962585,114.8892439,112.6996295,110.3516632,107.9075521,105.3899008,102.9865688,100.6198223,98.68817437,96.86243384,95.37575493,94.12524731,93.14997007,92.4350569,91.83953347,91.46170456,91.13088147,90.9648164,90.84261593,90.79941539,90.83083547
"58",125.1563023,124.7913207,124.2929226,123.5125833,122.8700945,122.3043363,120.9325219,119.418234,117.6226171,115.7048192,113.7075978,111.5904097,109.4604378,107.3202677,105.1866702,103.0580375,101.0671337,99.14538842,97.41789835,95.84348738,94.40304182,93.33609539,92.39610144,91.75332164,91.25358619,90.89866856,90.72022067,90.6006713,90.60261376,90.68957908
"59",124.0670835,123.7932904,123.4696125,123.0746981,122.6420512,122.0564133,121.0005313,119.752607,118.3767602,116.6305438,114.7647095,112.7646072,110.5890563,108.3112017,105.8442894,103.4495044,101.0989427,98.85461263,96.76276942,94.8059126,93.32394591,91.99708276,90.90003779,90.11708494,89.48830969,89.12869817,88.87594591,88.69779007,88.68007657,88.72499107
"60",121.0508712,120.1826222,119.2636176,118.2418203,117.3666596,116.5666688,114.8633421,113.0540238,111.0377348,108.9053372,106.7111732,104.4110911,102.1008908,99.77250163,97.62338502,95.57319407,93.80866132,92.18669971,90.87215693,89.83626052,88.95980096,88.39845463,87.93490574,87.67692064,87.50822189,87.39247813,87.36024649,87.34483801,87.36189864,87.42460402
"61",124.5681998,124.6784186,124.7787973,124.8532171,124.9054755,124.9395827,124.9923246,125.0398998,125.0048288,124.9124709,124.7243705,124.410599,124.0289271,123.4421136,122.8140219,122.0875844,121.3366257,120.5584377,119.7820361,119.0063855,118.2370065,117.4538851,116.6384594,115.8102811,114.9726119,114.1700023,113.3890232,112.7174694,112.1080696,111.5927095
"62",123.6832338,124.1846896,124.6778045,125.1548121,125.4776164,125.7323606,126.1421294,126.4663549,126.6415447,126.590869,126.4331226,126.013041,125.5034621,124.8528164,124.0539441,123.1969141,122.2983711,121.3770507,120.4231783,119.4430498,118.4588706,117.5187335,116.5791961,115.6404372,114.794567,113.9975956,113.3668861,112.818317,112.3666924,112.0744863
"63",123.564484,123.726067,123.876718,124.0081764,124.0964115,124.1745916,124.3172665,124.4406174,124.5404991,124.578772,124.5777629,124.4596459,124.2096371,123.847387,123.2648208,122.5857424,121.7055811,120.7204967,119.6735054,118.6213752,117.5678636,116.5119157,115.4907856,114.4880218,113.5385414,112.6109165,111.7107289,110.8810995,110.0998737,109.4731108
"64",124.45356,124.7122173,124.9757156,125.2489164,125.4572833,125.6330981,125.9346376,126.1968535,126.3794103,126.447052,126.4566354,126.2658558,126.0088551,125.6185942,125.1104724,124.5424325,123.808833,123.0226765,122.1305999,121.1653245,120.1626044,119.0735026,117.9983717,116.9529449,116.021854,115.149615,114.4762376,113.8810516,113.4447037,113.1198879
"65",124.1557555,124.423086,124.6725766,124.885008,125.0122374,125.093572,125.1824481,125.1718779,124.9286275,124.4639105,123.866195,122.9492061,121.9241817,120.6585182,119.380993,118.0955491,116.8006152,115.5193483,114.2814999,113.1197656,112.0143955,110.9035626,109.8165907,108.814172,107.8881121,107.0246754,106.2843701,105.6108894,105.1347667,104.7642732
"66",130.3754914,130.5758091,130.7852915,130.995847,131.140761,131.3591246,131.6134106,131.8404766,132.0357632,132.1965006,132.2968863,132.2707799,132.128138,131.8307503,131.2086571,130.3600554,129.2786081,127.9188785,126.4587536,124.912109,123.3368943,121.8606624,120.4374571,118.9983438,117.4674515,115.8688838,114.1816272,112.3462752,110.4888346,108.6503315
"67",128.075483,128.1871656,128.30275,128.4272423,128.5213297,128.5959134,128.7152092,128.8204445,128.8602794,128.8274251,128.7282827,128.463062,128.1346114,127.6182116,127.0187009,126.3120495,125.5017696,124.6531408,123.7586724,122.8487905,121.9103671,120.9201476,119.9026789,118.7683972,117.6000398,116.3504975,115.081805,113.7986119,112.5868649,111.3345348
"68",131.2611103,131.3114055,131.3615149,131.4111556,131.4453925,131.4678902,131.4711179,131.4581783,131.363229,131.1925705,130.916829,130.4874533,129.9930206,129.2947574,128.5299385,127.592864,126.6034137,125.5717595,124.4944585,123.409224,122.3306668,121.2869037,120.2942512,119.3047875,118.3167647,117.3654094,116.4108755,115.4441127,114.4680665,113.4841134
"69",124.2345422,124.6657207,125.0733433,125.4421944,125.6840216,125.907663,126.2791298,126.5965715,126.8624707,127.0344987,127.1779177,127.2748969,127.3221792,127.3388518,127.2174213,127.0072244,126.6646841,126.1235542,125.4906645,124.667374,123.75591,122.7678946,121.7137226,120.6393065,119.5309107,118.4129607,117.2934624,116.2383225,115.200498,114.1861026
"70",126.149567,126.5565238,126.9373956,127.2629051,127.4982153,127.6829067,128.0076734,128.294068,128.4677007,128.5286927,128.5150104,128.3088666,128.0293277,127.5710568,126.9609625,126.2326158,125.2835826,124.2736617,123.1399019,121.9234513,120.63157,119.30924,117.9569216,116.4801346,114.9518851,113.3687188,111.8033244,110.2358259,108.6229886,106.9774361
"71",130.6679334,130.8966646,131.1563397,131.4886185,131.7857568,132.0592402,132.615538,133.2119168,133.8389186,134.4234244,134.9644341,135.3330076,135.6297271,135.6610197,135.5353455,135.164879,134.4835681,133.6622993,132.4182617,131.0840246,129.5382759,127.878865,126.1391695,124.3130774,122.4782575,120.6545963,118.8270019,116.9951902,115.2712818,113.5325056
"72",131.7837639,132.2637094,132.7056275,133.0645181,133.2961601,133.4525114,133.69712,133.8962862,133.9481207,133.8749889,133.7078403,133.3561188,132.9385853,132.3528085,131.652382,130.8431454,129.9133138,128.9604422,128.0206449,127.1246532,126.2810334,125.5300427,124.8023229,124.025795,123.1889673,122.2608814,121.1408528,119.935252,118.4340476,116.7526831
"73",135.7955981,135.8619503,135.9189347,135.9592802,135.9845231,136.0046699,136.0335391,136.0420173,136.0246307,135.9431207,135.8257366,135.6045945,135.3151477,134.963017,134.481229,133.9439545,133.2873085,132.5342685,131.7175206,130.691979,129.5731789,128.2756495,126.7702795,125.1559639,123.2662286,121.2951133,119.2035018,117.1133319,115.0463872,113.1410528
"74",129.2506665,129.3820292,129.5163054,129.6544091,129.7434299,129.8460686,129.9992711,130.115207,130.2038505,130.2225262,130.1895649,130.1177855,129.915252,129.6347708,129.2618747,128.711413,128.0552595,127.2228375,126.2354042,125.1663869,123.9617975,122.6691191,121.318972,119.9101303,118.4491543,116.9323488,115.4018186,113.8920673,112.4237661,111.0397012
"75",130.2693006,130.4534557,130.650845,130.8680504,131.0504287,131.259829,131.6108251,131.9613847,132.3115667,132.6202775,132.8752882,133.0506021,133.0633242,132.9705277,132.62073,132.0573911,131.3525365,130.3168168,129.175185,127.8777546,126.4877016,125.0474274,123.499697,121.8497104,120.1318284,118.1959294,116.2124004,114.1594238,112.0475364,109.8236728
"76",130.4906809,130.6286245,130.7521217,130.8550248,130.916707,130.9767953,131.0600099,131.1031014,131.1212323,131.0893411,131.0253735,130.9257635,130.7321621,130.485744,130.1435133,129.6520546,129.0673754,128.2510918,127.3126559,126.2680774,125.0493887,123.8036056,122.526809,121.3860805,120.335041,119.5031753,118.8713564,118.3778401,118.2199416,118.1755505
