"Syllable1","Syllable2","time","f0_norm","speaker","pitch_con","syl","tone","prev"
"2","3",14,-9.72006360333333,"s2","_HLBC4_s2_1","1","2","none"
"2","3",15,-9.68693390333333,"s2","_HLBC4_s2_1","1","2","none"
"2","3",16,-9.01848140333333,"s2","_HLBC4_s2_1","1","2","none"
"2","3",17,-8.18323540333333,"s2","_HLBC4_s2_1","1","2","none"
"2","3",18,-6.73194110333333,"s2","_HLBC4_s2_1","1","2","none"
"2","3",19,-5.09514800333334,"s2","_HLBC4_s2_1","1","2","none"
"2","3",20,-3.11683050333333,"s2","_HLBC4_s2_1","1","2","none"
"2","3",21,-0.923749803333322,"s2","_HLBC4_s2_1","1","2","none"
"2","3",22,1.42032629666667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",23,3.85335499666667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",24,6.29159819666668,"s2","_HLBC4_s2_1","1","2","none"
"2","3",25,8.50065999666668,"s2","_HLBC4_s2_1","1","2","none"
"2","3",26,10.5410147966667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",27,12.1738219966667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",28,13.4706446966667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",29,14.4670720966667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",30,15.0064167966667,"s2","_HLBC4_s2_1","1","2","none"
"2","3",1,1.80821648333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",2,1.66325108333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",3,1.46204148333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",4,1.19891538333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",5,1.03411488333333,"s3","_HLBC4_s3_1","1","2","none"
"2","3",6,0.771464083333342,"s3","_HLBC4_s3_1","1","2","none"
"2","3",7,0.371410083333345,"s3","_HLBC4_s3_1","1","2","none"
"2","3",8,-0.140530516666658,"s3","_HLBC4_s3_1","1","2","none"
"2","3",9,-0.666857716666669,"s3","_HLBC4_s3_1","1","2","none"
"2","3",10,-1.19726951666667,"s3","_HLBC4_s3_1","1","2","none"
"2","3",11,-1.70197691666667,"s3","_HLBC4_s3_1","1","2","none"
"2","3",12,-2.17450011666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",13,-2.59096371666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",14,-2.87690151666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",15,-3.09388051666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",16,-3.21520061666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",17,-3.17760251666667,"s3","_HLBC4_s3_1","1","2","none"
"2","3",18,-3.03181461666667,"s3","_HLBC4_s3_1","1","2","none"
"2","3",19,-2.69823981666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",20,-2.17361601666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",21,-1.51934891666666,"s3","_HLBC4_s3_1","1","2","none"
"2","3",22,-0.638910016666657,"s3","_HLBC4_s3_1","1","2","none"
"2","3",23,0.290102083333338,"s3","_HLBC4_s3_1","1","2","none"
"2","3",24,1.23403168333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",25,2.11856158333333,"s3","_HLBC4_s3_1","1","2","none"
"2","3",26,2.88407128333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",27,3.54834938333333,"s3","_HLBC4_s3_1","1","2","none"
"2","3",28,3.94576738333333,"s3","_HLBC4_s3_1","1","2","none"
"2","3",29,4.20911758333334,"s3","_HLBC4_s3_1","1","2","none"
"2","3",30,4.35819858333333,"s3","_HLBC4_s3_1","1","2","none"
"2","3",1,3.00484673333334,"s1","_HLBC5_s1_1","1","2","none"
"2","3",2,2.70041283333333,"s1","_HLBC5_s1_1","1","2","none"
"2","3",3,2.34649353333334,"s1","_HLBC5_s1_1","1","2","none"
"2","3",4,1.96498393333334,"s1","_HLBC5_s1_1","1","2","none"
"2","3",5,1.67493303333333,"s1","_HLBC5_s1_1","1","2","none"
"2","3",6,1.18309133333334,"s1","_HLBC5_s1_1","1","2","none"
"2","3",7,0.591323033333339,"s1","_HLBC5_s1_1","1","2","none"
"2","3",8,-0.0037778666666668,"s1","_HLBC5_s1_1","1","2","none"
"2","3",9,-0.567074166666657,"s1","_HLBC5_s1_1","1","2","none"
"2","3",10,-1.09878496666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",11,-1.58648486666667,"s1","_HLBC5_s1_1","1","2","none"
"2","3",12,-2.01373206666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",13,-2.39621236666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",14,-2.73224416666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",15,-2.98137206666667,"s1","_HLBC5_s1_1","1","2","none"
"2","3",16,-3.13420026666667,"s1","_HLBC5_s1_1","1","2","none"
"2","3",17,-3.18929536666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",18,-3.07195386666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",19,-2.78961766666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",20,-2.35934486666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",21,-1.70322346666666,"s1","_HLBC5_s1_1","1","2","none"
"2","3",22,-0.930555066666656,"s1","_HLBC5_s1_1","1","2","none"
"2","3",23,-0.104126566666665,"s1","_HLBC5_s1_1","1","2","none"
