"Syllable1","Syllable2","time","f0_norm","speaker","pitch_con","syl","tone","prev"
"1","1",10,-7.22938291333332,"s2","_HHAA1_s2_1","1","1","none"
"1","1",11,-5.22655771333331,"s2","_HHAA1_s2_1","1","1","none"
"1","1",12,-3.40420231333331,"s2","_HHAA1_s2_1","1","1","none"
"1","1",13,-1.65719481333332,"s2","_HHAA1_s2_1","1","1","none"
"1","1",14,-0.307981513333317,"s2","_HHAA1_s2_1","1","1","none"
"1","1",15,0.954897386666687,"s2","_HHAA1_s2_1","1","1","none"
"1","1",16,1.99992908666667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",17,3.02394608666668,"s2","_HHAA1_s2_1","1","1","none"
"1","1",18,4.03132998666669,"s2","_HHAA1_s2_1","1","1","none"
"1","1",19,5.11674498666667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",20,6.25471548666667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",21,7.65438418666668,"s2","_HHAA1_s2_1","1","1","none"
"1","1",22,9.14593738666667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",23,10.7692102866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",24,12.2632791866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",25,13.7006920866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",26,14.8606320866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",27,15.8476441866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",28,16.3679887866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",29,16.5426045866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",30,16.4319415866667,"s2","_HHAA1_s2_1","1","1","none"
"1","1",1,0.903337886666662,"s3","_HHAA1_s3_1","1","1","none"
"1","1",2,0.712868686666653,"s3","_HHAA1_s3_1","1","1","none"
"1","1",3,0.537125586666662,"s3","_HHAA1_s3_1","1","1","none"
"1","1",4,0.383163086666656,"s3","_HHAA1_s3_1","1","1","none"
"1","1",5,0.303220686666663,"s3","_HHAA1_s3_1","1","1","none"
"1","1",6,0.187197886666667,"s3","_HHAA1_s3_1","1","1","none"
"1","1",7,0.073139586666656,"s3","_HHAA1_s3_1","1","1","none"
