"Syllable1","Syllable2","time","f0_norm_ct","speaker","pitch_con","syl","tone","prev"
"3","4",28,-149.363609749709,"s1","_HHCD2_s1_1","1","3","none"
"3","4",29,-149.278886037263,"s1","_HHCD2_s1_1","1","3","none"
"3","4",30,-147.856735084683,"s1","_HHCD2_s1_1","1","3","none"
"3","4",1,430.363249650626,"s2","_HHCD2_s2_1","1","3","none"
"3","4",2,421.960312614523,"s2","_HHCD2_s2_1","1","3","none"
"3","4",3,412.70591782018,"s2","_HHCD2_s2_1","1","3","none"
"3","4",4,398.818622921647,"s2","_HHCD2_s2_1","1","3","none"
"3","4",5,385.277611381722,"s2","_HHCD2_s2_1","1","3","none"
"3","4",6,372.696137456384,"s2","_HHCD2_s2_1","1","3","none"
"3","4",7,351.592054330612,"s2","_HHCD2_s2_1","1","3","none"
"3","4",8,319.884274041571,"s2","_HHCD2_s2_1","1","3","none"
"3","4",9,282.499193492873,"s2","_HHCD2_s2_1","1","3","none"
"3","4",10,240.88050277127,"s2","_HHCD2_s2_1","1","3","none"
"3","4",11,193.665653371855,"s2","_HHCD2_s2_1","1","3","none"
"3","4",12,143.605078035801,"s2","_HHCD2_s2_1","1","3","none"
"3","4",13,89.4578641254794,"s2","_HHCD2_s2_1","1","3","none"
"3","4",14,33.5283721210063,"s2","_HHCD2_s2_1","1","3","none"
"3","4",15,-20.2226396238814,"s2","_HHCD2_s2_1","1","3","none"
"3","4",16,-74.1098999123634,"s2","_HHCD2_s2_1","1","3","none"
"3","4",17,-123.551135326596,"s2","_HHCD2_s2_1","1","3","none"
"3","4",18,-170.273894207854,"s2","_HHCD2_s2_1","1","3","none"
"3","4",19,-210.705093980457,"s2","_HHCD2_s2_1","1","3","none"
"3","4",20,-245.46455212808,"s2","_HHCD2_s2_1","1","3","none"
"3","4",21,-274.489843284846,"s2","_HHCD2_s2_1","1","3","none"
"3","4",22,-295.90175117576,"s2","_HHCD2_s2_1","1","3","none"
"3","4",23,-313.417110676828,"s2","_HHCD2_s2_1","1","3","none"
"3","4",24,-323.719251167868,"s2","_HHCD2_s2_1","1","3","none"
"3","4",25,-332.386279017729,"s2","_HHCD2_s2_1","1","3","none"
"3","4",26,-335.990554148534,"s2","_HHCD2_s2_1","1","3","none"
"3","4",27,-339.051808533875,"s2","_HHCD2_s2_1","1","3","none"
"3","4",28,-339.337228802263,"s2","_HHCD2_s2_1","1","3","none"
"3","4",29,-339.410696791298,"s2","_HHCD2_s2_1","1","3","none"
"3","4",30,-338.903105357315,"s2","_HHCD2_s2_1","1","3","none"
"3","4",1,300.006509382306,"s3","_HHCD2_s3_1","1","3","none"
"3","4",2,294.020196607422,"s3","_HHCD2_s3_1","1","3","none"
"3","4",3,287.632574033176,"s3","_HHCD2_s3_1","1","3","none"
"3","4",4,279.895942810987,"s3","_HHCD2_s3_1","1","3","none"
"3","4",5,271.987274586437,"s3","_HHCD2_s3_1","1","3","none"
"3","4",6,263.872065924857,"s3","_HHCD2_s3_1","1","3","none"
"3","4",7,248.836144559236,"s3","_HHCD2_s3_1","1","3","none"
"3","4",8,230.260319487961,"s3","_HHCD2_s3_1","1","3","none"
"3","4",9,206.452615015317,"s3","_HHCD2_s3_1","1","3","none"
"3","4",10,180.970947004163,"s3","_HHCD2_s3_1","1","3","none"
"3","4",11,149.50855910576,"s3","_HHCD2_s3_1","1","3","none"
"3","4",12,116.195401806435,"s3","_HHCD2_s3_1","1","3","none"
"3","4",13,79.7461231956518,"s3","_HHCD2_s3_1","1","3","none"
"3","4",14,40.9710801102785,"s3","_HHCD2_s3_1","1","3","none"
"3","4",15,0.100023937132164,"s3","_HHCD2_s3_1","1","3","none"
"3","4",16,-39.8364881338123,"s3","_HHCD2_s3_1","1","3","none"
"3","4",17,-80.086469149808,"s3","_HHCD2_s3_1","1","3","none"
"3","4",18,-113.644975927084,"s3","_HHCD2_s3_1","1","3","none"
"3","4",19,-145.972934856468,"s3","_HHCD2_s3_1","1","3","none"
"3","4",20,-172.750553579255,"s3","_HHCD2_s3_1","1","3","none"
"3","4",21,-195.59953875873,"s3","_HHCD2_s3_1","1","3","none"
"3","4",22,-213.631272510585,"s3","_HHCD2_s3_1","1","3","none"
"3","4",23,-226.969505281912,"s3","_HHCD2_s3_1","1","3","none"
"3","4",24,-238.159263199227,"s3","_HHCD2_s3_1","1","3","none"
"3","4",25,-245.296271188113,"s3","_HHCD2_s3_1","1","3","none"
"3","4",26,-251.569612694179,"s3","_HHCD2_s3_1","1","3","none"
"3","4",27,-254.727266462057,"s3","_HHCD2_s3_1","1","3","none"
"3","4",28,-257.054538165128,"s3","_HHCD2_s3_1","1","3","none"
"3","4",29,-257.878028704765,"s3","_HHCD2_s3_1","1","3","none"
"3","4",30,-257.279058955999,"s3","_HHCD2_s3_1","1","3","none"
"3","4",1,263.402549905896,"s1","_HHCD3_s1_1","1","3","none"
"3","4",2,249.613272434688,"s1","_HHCD3_s1_1","1","3","none"
"3","4",3,234.246304978839,"s1","_HHCD3_s1_1","1","3","none"
"3","4",4,216.546507564944,"s1","_HHCD3_s1_1","1","3","none"
"3","4",5,202.617609041693,"s1","_HHCD3_s1_1","1","3","none"
"3","4",6,186.549048298838,"s1","_HHCD3_s1_1","1","3","none"
"3","4",7,158.875008018726,"s1","_HHCD3_s1_1","1","3","none"
"3","4",8,129.709917603664,"s1","_HHCD3_s1_1","1","3","none"
"3","4",9,99.3900543024488,"s1","_HHCD3_s1_1","1","3","none"
"3","4",10,69.6880557164134,"s1","_HHCD3_s1_1","1","3","none"
"3","4",11,40.775826166685,"s1","_HHCD3_s1_1","1","3","none"
"3","4",12,13.2244516647215,"s1","_HHCD3_s1_1","1","3","none"
"3","4",13,-12.0457266054339,"s1","_HHCD3_s1_1","1","3","none"
"3","4",14,-35.9603872507419,"s1","_HHCD3_s1_1","1","3","none"
"3","4",15,-56.2548155469458,"s1","_HHCD3_s1_1","1","3","none"
"3","4",16,-73.5344240199568,"s1","_HHCD3_s1_1","1","3","none"
"3","4",17,-88.8961292221857,"s1","_HHCD3_s1_1","1","3","none"
"3","4",18,-99.8927093415463,"s1","_HHCD3_s1_1","1","3","none"
"3","4",19,-109.162336364071,"s1","_HHCD3_s1_1","1","3","none"
"3","4",20,-116.11658737853,"s1","_HHCD3_s1_1","1","3","none"
"3","4",21,-120.799650465189,"s1","_HHCD3_s1_1","1","3","none"
"3","4",22,-124.583036264342,"s1","_HHCD3_s1_1","1","3","none"
"3","4",23,-126.906533411751,"s1","_HHCD3_s1_1","1","3","none"
"3","4",24,-128.484736618117,"s1","_HHCD3_s1_1","1","3","none"
"3","4",25,-129.610889041049,"s1","_HHCD3_s1_1","1","3","none"
"3","4",26,-129.98051684087,"s1","_HHCD3_s1_1","1","3","none"
"3","4",27,-129.911872905132,"s1","_HHCD3_s1_1","1","3","none"
"3","4",28,-129.302643396013,"s1","_HHCD3_s1_1","1","3","none"
"3","4",29,-127.850002616897,"s1","_HHCD3_s1_1","1","3","none"
"3","4",30,-125.345608408786,"s1","_HHCD3_s1_1","1","3","none"
"3","4",1,425.420502923476,"s2","_HHCD3_s2_1","1","3","none"
"3","4",2,414.344545527744,"s2","_HHCD3_s2_1","1","3","none"
"3","4",3,402.750753899267,"s2","_HHCD3_s2_1","1","3","none"
"3","4",4,386.806087050915,"s2","_HHCD3_s2_1","1","3","none"
"3","4",5,370.921846712121,"s2","_HHCD3_s2_1","1","3","none"
"3","4",6,355.784347862164,"s2","_HHCD3_s2_1","1","3","none"
"3","4",7,335.079354059029,"s2","_HHCD3_s2_1","1","3","none"
"3","4",8,300.311965067687,"s2","_HHCD3_s2_1","1","3","none"
"3","4",9,262.135466013105,"s2","_HHCD3_s2_1","1","3","none"
"3","4",10,218.612647225996,"s2","_HHCD3_s2_1","1","3","none"
"3","4",11,171.168844331285,"s2","_HHCD3_s2_1","1","3","none"
"3","4",12,119.221055414468,"s2","_HHCD3_s2_1","1","3","none"
"3","4",13,66.1445312081449,"s2","_HHCD3_s2_1","1","3","none"
"3","4",14,11.7587068272014,"s2","_HHCD3_s2_1","1","3","none"
"3","4",15,-40.0615836906811,"s2","_HHCD3_s2_1","1","3","none"
"3","4",16,-91.257808192014,"s2","_HHCD3_s2_1","1","3","none"
"3","4",17,-136.58226251748,"s2","_HHCD3_s2_1","1","3","none"
"3","4",18,-180.7541085077,"s2","_HHCD3_s2_1","1","3","none"
"3","4",19,-213.117769074974,"s2","_HHCD3_s2_1","1","3","none"
"3","4",20,-243.917285685086,"s2","_HHCD3_s2_1","1","3","none"
"3","4",21,-262.600987934601,"s2","_HHCD3_s2_1","1","3","none"
"3","4",22,-280.395706921219,"s2","_HHCD3_s2_1","1","3","none"
"3","4",23,-289.168321999524,"s2","_HHCD3_s2_1","1","3","none"
"3","4",24,-297.079841343806,"s2","_HHCD3_s2_1","1","3","none"
"3","4",25,-299.617704251807,"s2","_HHCD3_s2_1","1","3","none"
"3","4",26,-301.624976481692,"s2","_HHCD3_s2_1","1","3","none"
"3","4",27,-301.933025312923,"s2","_HHCD3_s2_1","1","3","none"
"3","4",28,-301.896174220597,"s2","_HHCD3_s2_1","1","3","none"
"3","4",29,-301.172877133032,"s2","_HHCD3_s2_1","1","3","none"
"3","4",30,-299.280220855469,"s2","_HHCD3_s2_1","1","3","none"
"3","4",1,301.937893553754,"s3","_HHCD3_s3_1","1","3","none"
"3","4",2,296.881882100426,"s3","_HHCD3_s3_1","1","3","none"
"3","4",3,289.953744850148,"s3","_HHCD3_s3_1","1","3","none"
"3","4",4,279.050400095699,"s3","_HHCD3_s3_1","1","3","none"
"3","4",5,270.021348070881,"s3","_HHCD3_s3_1","1","3","none"
"3","4",6,262.031431710545,"s3","_HHCD3_s3_1","1","3","none"
"3","4",7,242.503495059086,"s3","_HHCD3_s3_1","1","3","none"
"3","4",8,220.688531750551,"s3","_HHCD3_s3_1","1","3","none"
"3","4",9,194.45936015783,"s3","_HHCD3_s3_1","1","3","none"
"3","4",10,165.99951122927,"s3","_HHCD3_s3_1","1","3","none"
"3","4",11,135.855152927352,"s3","_HHCD3_s3_1","1","3","none"
"3","4",12,103.316418407637,"s3","_HHCD3_s3_1","1","3","none"
"3","4",13,69.9522033636169,"s3","_HHCD3_s3_1","1","3","none"
"3","4",14,35.7678351383815,"s3","_HHCD3_s3_1","1","3","none"
"3","4",15,1.00303358934411,"s3","_HHCD3_s3_1","1","3","none"
"3","4",16,-34.390804792896,"s3","_HHCD3_s3_1","1","3","none"
"3","4",17,-68.1625314831722,"s3","_HHCD3_s3_1","1","3","none"
"3","4",18,-101.398145385674,"s3","_HHCD3_s3_1","1","3","none"
"3","4",19,-131.828717429746,"s3","_HHCD3_s3_1","1","3","none"
"3","4",20,-160.036464859536,"s3","_HHCD3_s3_1","1","3","none"
"3","4",21,-186.252933192204,"s3","_HHCD3_s3_1","1","3","none"
"3","4",22,-205.930810721899,"s3","_HHCD3_s3_1","1","3","none"
"3","4",23,-223.454572938703,"s3","_HHCD3_s3_1","1","3","none"
"3","4",24,-235.540484223461,"s3","_HHCD3_s3_1","1","3","none"
"3","4",25,-244.995440730162,"s3","_HHCD3_s3_1","1","3","none"
"3","4",26,-251.7419535757,"s3","_HHCD3_s3_1","1","3","none"
"3","4",27,-255.143969344828,"s3","_HHCD3_s3_1","1","3","none"
"3","4",28,-257.426860936968,"s3","_HHCD3_s3_1","1","3","none"
"3","4",29,-257.389744028298,"s3","_HHCD3_s3_1","1","3","none"
"3","4",30,-255.728808361277,"s3","_HHCD3_s3_1","1","3","none"
"3","4",1,240.476142763738,"s1","_HHCD4_s1_1","1","3","none"
"3","4",2,225.786479024354,"s1","_HHCD4_s1_1","1","3","none"
"3","4",3,210.68048702326,"s1","_HHCD4_s1_1","1","3","none"
"3","4",4,194.728964025064,"s1","_HHCD4_s1_1","1","3","none"
"3","4",5,181.482450796133,"s1","_HHCD4_s1_1","1","3","none"
"3","4",6,170.186384685581,"s1","_HHCD4_s1_1","1","3","none"
"3","4",7,147.767538991976,"s1","_HHCD4_s1_1","1","3","none"
"3","4",8,123.537799547415,"s1","_HHCD4_s1_1","1","3","none"
"3","4",9,99.4344333435904,"s1","_HHCD4_s1_1","1","3","none"
"3","4",10,75.7803676560297,"s1","_HHCD4_s1_1","1","3","none"
"3","4",11,52.7461872168194,"s1","_HHCD4_s1_1","1","3","none"
"3","4",12,29.6315188696797,"s1","_HHCD4_s1_1","1","3","none"
"3","4",13,6.37442377713978,"s1","_HHCD4_s1_1","1","3","none"
"3","4",14,-15.0102174589722,"s1","_HHCD4_s1_1","1","3","none"
"3","4",15,-35.7069680865866,"s1","_HHCD4_s1_1","1","3","none"
"3","4",16,-54.7151793634744,"s1","_HHCD4_s1_1","1","3","none"
"3","4",17,-71.6530557941268,"s1","_HHCD4_s1_1","1","3","none"
"3","4",18,-87.3722940183751,"s1","_HHCD4_s1_1","1","3","none"
"3","4",19,-98.4645171106758,"s1","_HHCD4_s1_1","1","3","none"
"3","4",20,-108.443141927892,"s1","_HHCD4_s1_1","1","3","none"
"3","4",21,-115.621546643428,"s1","_HHCD4_s1_1","1","3","none"
"3","4",22,-121.57267430714,"s1","_HHCD4_s1_1","1","3","none"
"3","4",23,-126.277970787311,"s1","_HHCD4_s1_1","1","3","none"
"3","4",24,-129.261858598772,"s1","_HHCD4_s1_1","1","3","none"
"3","4",25,-131.677411204404,"s1","_HHCD4_s1_1","1","3","none"
"3","4",26,-132.828031755573,"s1","_HHCD4_s1_1","1","3","none"
"3","4",27,-133.472991040326,"s1","_HHCD4_s1_1","1","3","none"
"3","4",28,-133.269005437282,"s1","_HHCD4_s1_1","1","3","none"
"3","4",29,-132.305592355358,"s1","_HHCD4_s1_1","1","3","none"
"3","4",30,-130.960721831087,"s1","_HHCD4_s1_1","1","3","none"
"3","4",1,442.288657924194,"s2","_HHCD4_s2_1","1","3","none"
"3","4",2,437.180425286693,"s2","_HHCD4_s2_1","1","3","none"
"3","4",3,430.197768074921,"s2","_HHCD4_s2_1","1","3","none"
"3","4",4,416.866473514104,"s2","_HHCD4_s2_1","1","3","none"
"3","4",5,404.118614280268,"s2","_HHCD4_s2_1","1","3","none"
"3","4",6,392.098480062334,"s2","_HHCD4_s2_1","1","3","none"
"3","4",7,366.383675908097,"s2","_HHCD4_s2_1","1","3","none"
"3","4",8,333.899531503907,"s2","_HHCD4_s2_1","1","3","none"
"3","4",9,288.35172334721,"s2","_HHCD4_s2_1","1","3","none"
"3","4",10,239.714102874009,"s2","_HHCD4_s2_1","1","3","none"
"3","4",11,185.643533731762,"s2","_HHCD4_s2_1","1","3","none"
"3","4",12,129.425324710813,"s2","_HHCD4_s2_1","1","3","none"
"3","4",13,70.6098765139276,"s2","_HHCD4_s2_1","1","3","none"
"3","4",14,12.7891901018044,"s2","_HHCD4_s2_1","1","3","none"
"3","4",15,-44.9103351186964,"s2","_HHCD4_s2_1","1","3","none"
"3","4",16,-93.2785719793994,"s2","_HHCD4_s2_1","1","3","none"
"3","4",17,-140.161931873006,"s2","_HHCD4_s2_1","1","3","none"
"3","4",18,-180.456731800493,"s2","_HHCD4_s2_1","1","3","none"
"3","4",19,-218.441036028936,"s2","_HHCD4_s2_1","1","3","none"
"3","4",20,-248.88786732116,"s2","_HHCD4_s2_1","1","3","none"
"3","4",21,-274.191719447981,"s2","_HHCD4_s2_1","1","3","none"
"3","4",22,-294.403769420408,"s2","_HHCD4_s2_1","1","3","none"
"3","4",23,-309.866036471548,"s2","_HHCD4_s2_1","1","3","none"
"3","4",24,-323.713838856107,"s2","_HHCD4_s2_1","1","3","none"
"3","4",25,-330.27077367372,"s2","_HHCD4_s2_1","1","3","none"
"3","4",26,-335.846598323061,"s2","_HHCD4_s2_1","1","3","none"
"3","4",27,-338.30027907255,"s2","_HHCD4_s2_1","1","3","none"
"3","4",28,-339.688785071736,"s2","_HHCD4_s2_1","1","3","none"
"3","4",29,-339.641593298338,"s2","_HHCD4_s2_1","1","3","none"
"3","4",30,-337.507510076903,"s2","_HHCD4_s2_1","1","3","none"
"3","4",1,296.544873849738,"s3","_HHCD4_s3_1","1","3","none"
"3","4",2,292.720138798685,"s3","_HHCD4_s3_1","1","3","none"
"3","4",3,288.187614793535,"s3","_HHCD4_s3_1","1","3","none"
"3","4",4,282.641432536794,"s3","_HHCD4_s3_1","1","3","none"
"3","4",5,276.544869557814,"s3","_HHCD4_s3_1","1","3","none"
"3","4",6,268.258113768167,"s3","_HHCD4_s3_1","1","3","none"
"3","4",7,253.216450404418,"s3","_HHCD4_s3_1","1","3","none"
"3","4",8,235.268868053107,"s3","_HHCD4_s3_1","1","3","none"
"3","4",9,215.263445291092,"s3","_HHCD4_s3_1","1","3","none"
"3","4",10,189.535181731626,"s3","_HHCD4_s3_1","1","3","none"
"3","4",11,161.615284203165,"s3","_HHCD4_s3_1","1","3","none"
"3","4",12,131.17758546799,"s3","_HHCD4_s3_1","1","3","none"
"3","4",13,97.4507429933155,"s3","_HHCD4_s3_1","1","3","none"
"3","4",14,61.4193392358709,"s3","_HHCD4_s3_1","1","3","none"
"3","4",15,21.5325124707099,"s3","_HHCD4_s3_1","1","3","none"
"3","4",16,-18.0875279102725,"s3","_HHCD4_s3_1","1","3","none"
"3","4",17,-57.8781168562346,"s3","_HHCD4_s3_1","1","3","none"
"3","4",18,-96.7433804320738,"s3","_HHCD4_s3_1","1","3","none"
"3","4",19,-133.770849081764,"s3","_HHCD4_s3_1","1","3","none"
"3","4",20,-169.140878873962,"s3","_HHCD4_s3_1","1","3","none"
"3","4",21,-196.416552005406,"s3","_HHCD4_s3_1","1","3","none"
"3","4",22,-221.20758552796,"s3","_HHCD4_s3_1","1","3","none"
"3","4",23,-241.976249103132,"s3","_HHCD4_s3_1","1","3","none"
"3","4",24,-256.952545988358,"s3","_HHCD4_s3_1","1","3","none"
"3","4",25,-269.07424836193,"s3","_HHCD4_s3_1","1","3","none"
"3","4",26,-276.045281596706,"s3","_HHCD4_s3_1","1","3","none"
"3","4",27,-280.961710769964,"s3","_HHCD4_s3_1","1","3","none"
"3","4",28,-284.435530341659,"s3","_HHCD4_s3_1","1","3","none"
"3","4",29,-284.781303069801,"s3","_HHCD4_s3_1","1","3","none"
"3","4",30,-283.904693236807,"s3","_HHCD4_s3_1","1","3","none"
"3","4",1,275.088274422734,"s1","_HHCD5_s1_1","1","3","none"
"3","4",2,262.111436368009,"s1","_HHCD5_s1_1","1","3","none"
"3","4",3,247.609900546132,"s1","_HHCD5_s1_1","1","3","none"
"3","4",4,230.825440476905,"s1","_HHCD5_s1_1","1","3","none"
"3","4",5,217.588374606516,"s1","_HHCD5_s1_1","1","3","none"
"3","4",6,202.360127770992,"s1","_HHCD5_s1_1","1","3","none"
"3","4",7,175.556912705455,"s1","_HHCD5_s1_1","1","3","none"
"3","4",8,146.500178701223,"s1","_HHCD5_s1_1","1","3","none"
"3","4",9,115.703950564497,"s1","_HHCD5_s1_1","1","3","none"
"3","4",10,85.0063083509758,"s1","_HHCD5_s1_1","1","3","none"
"3","4",11,54.8276799522409,"s1","_HHCD5_s1_1","1","3","none"
"3","4",12,25.750926860869,"s1","_HHCD5_s1_1","1","3","none"
"3","4",13,-1.88020433491261,"s1","_HHCD5_s1_1","1","3","none"
"3","4",14,-28.3055697722252,"s1","_HHCD5_s1_1","1","3","none"
"3","4",15,-50.4329727274175,"s1","_HHCD5_s1_1","1","3","none"
"3","4",16,-70.2367789801137,"s1","_HHCD5_s1_1","1","3","none"
"3","4",17,-88.5116617692611,"s1","_HHCD5_s1_1","1","3","none"
"3","4",18,-103.850690878523,"s1","_HHCD5_s1_1","1","3","none"
"3","4",19,-117.349900360754,"s1","_HHCD5_s1_1","1","3","none"
"3","4",20,-127.970668260775,"s1","_HHCD5_s1_1","1","3","none"
"3","4",21,-135.991024301029,"s1","_HHCD5_s1_1","1","3","none"
"3","4",22,-142.735618612639,"s1","_HHCD5_s1_1","1","3","none"
"3","4",23,-146.92237159,"s1","_HHCD5_s1_1","1","3","none"
"3","4",24,-149.334701668661,"s1","_HHCD5_s1_1","1","3","none"
"3","4",25,-150.560044891824,"s1","_HHCD5_s1_1","1","3","none"
"3","4",26,-150.232383710283,"s1","_HHCD5_s1_1","1","3","none"
"3","4",27,-149.133367785148,"s1","_HHCD5_s1_1","1","3","none"
"3","4",28,-146.879301299485,"s1","_HHCD5_s1_1","1","3","none"
"3","4",29,-142.523429661817,"s1","_HHCD5_s1_1","1","3","none"
"3","4",30,-136.078820721681,"s1","_HHCD5_s1_1","1","3","none"
"3","4",1,392.96043561215,"s2","_HHCD5_s2_1","1","3","none"
"3","4",2,389.757820257939,"s2","_HHCD5_s2_1","1","3","none"
"3","4",3,384.634910091251,"s2","_HHCD5_s2_1","1","3","none"
"3","4",4,374.582818952977,"s2","_HHCD5_s2_1","1","3","none"
"3","4",5,366.334502475271,"s2","_HHCD5_s2_1","1","3","none"
"3","4",6,359.499636344205,"s2","_HHCD5_s2_1","1","3","none"
"3","4",7,339.883822283993,"s2","_HHCD5_s2_1","1","3","none"
"3","4",8,316.137600915255,"s2","_HHCD5_s2_1","1","3","none"
"3","4",9,281.33352945747,"s2","_HHCD5_s2_1","1","3","none"
"3","4",10,242.459891745077,"s2","_HHCD5_s2_1","1","3","none"
"3","4",11,197.673712701358,"s2","_HHCD5_s2_1","1","3","none"
"3","4",12,146.710302620598,"s2","_HHCD5_s2_1","1","3","none"
"3","4",13,91.8658119240462,"s2","_HHCD5_s2_1","1","3","none"
"3","4",14,36.867612132416,"s2","_HHCD5_s2_1","1","3","none"
"3","4",15,-18.0876791882451,"s2","_HHCD5_s2_1","1","3","none"
"3","4",16,-69.3187716693332,"s2","_HHCD5_s2_1","1","3","none"
"3","4",17,-117.00729121067,"s2","_HHCD5_s2_1","1","3","none"
"3","4",18,-161.443074920975,"s2","_HHCD5_s2_1","1","3","none"
"3","4",19,-198.362289743846,"s2","_HHCD5_s2_1","1","3","none"
"3","4",20,-233.120213458829,"s2","_HHCD5_s2_1","1","3","none"
"3","4",21,-259.493271353187,"s2","_HHCD5_s2_1","1","3","none"
"3","4",22,-282.565340258473,"s2","_HHCD5_s2_1","1","3","none"
"3","4",23,-299.734126435231,"s2","_HHCD5_s2_1","1","3","none"
"3","4",24,-312.221036123121,"s2","_HHCD5_s2_1","1","3","none"
"3","4",25,-322.258228156898,"s2","_HHCD5_s2_1","1","3","none"
"3","4",26,-326.401617711465,"s2","_HHCD5_s2_1","1","3","none"
"3","4",27,-329.526105752907,"s2","_HHCD5_s2_1","1","3","none"
"3","4",28,-330.383374819984,"s2","_HHCD5_s2_1","1","3","none"
"3","4",29,-330.60000944361,"s2","_HHCD5_s2_1","1","3","none"
"3","4",30,-330.179977267233,"s2","_HHCD5_s2_1","1","3","none"
"3","4",1,337.43443151441,"s3","_HHCD5_s3_1","1","3","none"
"3","4",2,324.972242276567,"s3","_HHCD5_s3_1","1","3","none"
"3","4",3,311.683080848645,"s3","_HHCD5_s3_1","1","3","none"
"3","4",4,296.786738207319,"s3","_HHCD5_s3_1","1","3","none"
"3","4",5,283.925444156496,"s3","_HHCD5_s3_1","1","3","none"
"3","4",6,272.084662679902,"s3","_HHCD5_s3_1","1","3","none"
"3","4",7,246.600410086739,"s3","_HHCD5_s3_1","1","3","none"
"3","4",8,219.113086016579,"s3","_HHCD5_s3_1","1","3","none"
"3","4",9,187.95832696772,"s3","_HHCD5_s3_1","1","3","none"
"3","4",10,154.387867360791,"s3","_HHCD5_s3_1","1","3","none"
"3","4",11,119.151766472229,"s3","_HHCD5_s3_1","1","3","none"
"3","4",12,81.4282415409668,"s3","_HHCD5_s3_1","1","3","none"
"3","4",13,42.6928206470529,"s3","_HHCD5_s3_1","1","3","none"
"3","4",14,2.75526052479836,"s3","_HHCD5_s3_1","1","3","none"
"3","4",15,-34.9433048438752,"s3","_HHCD5_s3_1","1","3","none"
"3","4",16,-71.6881958821668,"s3","_HHCD5_s3_1","1","3","none"
"3","4",17,-103.950078360069,"s3","_HHCD5_s3_1","1","3","none"
"3","4",18,-134.145093248943,"s3","_HHCD5_s3_1","1","3","none"
"3","4",19,-159.009449781314,"s3","_HHCD5_s3_1","1","3","none"
"3","4",20,-178.857985957421,"s3","_HHCD5_s3_1","1","3","none"
"3","4",21,-195.831165057437,"s3","_HHCD5_s3_1","1","3","none"
"3","4",22,-206.790058644584,"s3","_HHCD5_s3_1","1","3","none"
"3","4",23,-215.892289427667,"s3","_HHCD5_s3_1","1","3","none"
"3","4",24,-220.978882053906,"s3","_HHCD5_s3_1","1","3","none"
"3","4",25,-224.313150087072,"s3","_HHCD5_s3_1","1","3","none"
"3","4",26,-226.604502465963,"s3","_HHCD5_s3_1","1","3","none"
"3","4",27,-227.2431249925,"s3","_HHCD5_s3_1","1","3","none"
"3","4",28,-227.548504602554,"s3","_HHCD5_s3_1","1","3","none"
"3","4",29,-227.210384342113,"s3","_HHCD5_s3_1","1","3","none"
"3","4",30,-225.968209552632,"s3","_HHCD5_s3_1","1","3","none"
"4","1",1,121.253722648476,"s1","_HHDA1_s1_1","1","4","none"
"4","1",2,122.68111489045,"s1","_HHDA1_s1_1","1","4","none"
"4","1",3,123.966791638848,"s1","_HHDA1_s1_1","1","4","none"
"4","1",4,125.103333310285,"s1","_HHDA1_s1_1","1","4","none"
"4","1",5,125.282232911196,"s1","_HHDA1_s1_1","1","4","none"
"4","1",6,125.303801417674,"s1","_HHDA1_s1_1","1","4","none"
"4","1",7,125.121723274005,"s1","_HHDA1_s1_1","1","4","none"
"4","1",8,122.470898837529,"s1","_HHDA1_s1_1","1","4","none"
"4","1",9,118.371675250309,"s1","_HHDA1_s1_1","1","4","none"
"4","1",10,112.862240222629,"s1","_HHDA1_s1_1","1","4","none"
"4","1",11,104.295070454207,"s1","_HHDA1_s1_1","1","4","none"
"4","1",12,93.6099655648704,"s1","_HHDA1_s1_1","1","4","none"
"4","1",13,80.9723773122396,"s1","_HHDA1_s1_1","1","4","none"
"4","1",14,66.1003693270197,"s1","_HHDA1_s1_1","1","4","none"
"4","1",15,49.2910460445819,"s1","_HHDA1_s1_1","1","4","none"
"4","1",16,30.6953677876311,"s1","_HHDA1_s1_1","1","4","none"
"4","1",17,9.70759736784498,"s1","_HHDA1_s1_1","1","4","none"
"4","1",18,-12.148678030107,"s1","_HHDA1_s1_1","1","4","none"
"4","1",19,-34.8271870416165,"s1","_HHDA1_s1_1","1","4","none"
"4","1",20,-58.6453265487899,"s1","_HHDA1_s1_1","1","4","none"
"4","1",21,-82.0714692386889,"s1","_HHDA1_s1_1","1","4","none"
"4","1",22,-105.052334626593,"s1","_HHDA1_s1_1","1","4","none"
"4","1",23,-125.733537736652,"s1","_HHDA1_s1_1","1","4","none"
"4","1",24,-144.21665865962,"s1","_HHDA1_s1_1","1","4","none"
"4","1",25,-160.717189042766,"s1","_HHDA1_s1_1","1","4","none"
"4","1",26,-173.058246149373,"s1","_HHDA1_s1_1","1","4","none"
"4","1",27,-182.463172905407,"s1","_HHDA1_s1_1","1","4","none"
"4","1",28,-189.480525570824,"s1","_HHDA1_s1_1","1","4","none"
"4","1",29,-193.181438743447,"s1","_HHDA1_s1_1","1","4","none"
"4","1",30,-195.493563965916,"s1","_HHDA1_s1_1","1","4","none"
"4","1",1,75.1633918566151,"s2","_HHDA1_s2_1","1","4","none"
"4","1",2,77.72315196714,"s2","_HHDA1_s2_1","1","4","none"
"4","1",3,80.2791328664462,"s2","_HHDA1_s2_1","1","4","none"
"4","1",4,81.6235767432054,"s2","_HHDA1_s2_1","1","4","none"
"4","1",5,82.9326835078791,"s2","_HHDA1_s2_1","1","4","none"
"4","1",6,83.1921219888886,"s2","_HHDA1_s2_1","1","4","none"
