"time","f0_norm","Syllable1","Syllable2","Normtime","speaker","pitch_con"
3,93.3882660182617,"4","2","_HLDB4","s2","_HLDB4_s2_1"
4,101.564026735419,"4","2","_HLDB4","s2","_HLDB4_s2_1"
5,108.825773546782,"4","2","_HLDB4","s2","_HLDB4_s2_1"
6,113.520080422926,"4","2","_HLDB4","s2","_HLDB4_s2_1"
7,119.244345476566,"4","2","_HLDB4","s2","_HLDB4_s2_1"
8,126.6159585047,"4","2","_HLDB4","s2","_HLDB4_s2_1"
9,132.071491368431,"4","2","_HLDB4","s2","_HLDB4_s2_1"
10,135.716559583012,"4","2","_HLDB4","s2","_HLDB4_s2_1"
11,136.256984548746,"4","2","_HLDB4","s2","_HLDB4_s2_1"
12,135.052523103127,"4","2","_HLDB4","s2","_HLDB4_s2_1"
13,129.153109862662,"4","2","_HLDB4","s2","_HLDB4_s2_1"
14,121.807160714922,"4","2","_HLDB4","s2","_HLDB4_s2_1"
15,108.817920905095,"4","2","_HLDB4","s2","_HLDB4_s2_1"
16,94.9171161704217,"4","2","_HLDB4","s2","_HLDB4_s2_1"
17,74.4992482289549,"4","2","_HLDB4","s2","_HLDB4_s2_1"
18,52.955550961613,"4","2","_HLDB4","s2","_HLDB4_s2_1"
19,26.1409472297566,"4","2","_HLDB4","s2","_HLDB4_s2_1"
20,-2.05849176849642,"4","2","_HLDB4","s2","_HLDB4_s2_1"
21,-33.2475010739224,"4","2","_HLDB4","s2","_HLDB4_s2_1"
22,-65.8586552768315,"4","2","_HLDB4","s2","_HLDB4_s2_1"
23,-100.354991620772,"4","2","_HLDB4","s2","_HLDB4_s2_1"
24,-136.870554338361,"4","2","_HLDB4","s2","_HLDB4_s2_1"
25,-175.340597173198,"4","2","_HLDB4","s2","_HLDB4_s2_1"
26,-214.088039695435,"4","2","_HLDB4","s2","_HLDB4_s2_1"
27,-253.413263176998,"4","2","_HLDB4","s2","_HLDB4_s2_1"
28,-292.164272154409,"4","2","_HLDB4","s2","_HLDB4_s2_1"
29,-331.402170711669,"4","2","_HLDB4","s2","_HLDB4_s2_1"
30,-368.898349840965,"4","2","_HLDB4","s2","_HLDB4_s2_1"
1,156.927954848334,"4","2","_HLDB4","s2","_HLDB4_s2_2"
2,124.28211941398,"4","2","_HLDB4","s2","_HLDB4_s2_2"
3,92.2528553959446,"4","2","_HLDB4","s2","_HLDB4_s2_2"
4,62.1371521577014,"4","2","_HLDB4","s2","_HLDB4_s2_2"
5,35.1875214666168,"4","2","_HLDB4","s2","_HLDB4_s2_2"
6,9.68418226562142,"4","2","_HLDB4","s2","_HLDB4_s2_2"
7,-11.4480580239152,"4","2","_HLDB4","s2","_HLDB4_s2_2"
8,-30.8535577259727,"4","2","_HLDB4","s2","_HLDB4_s2_2"
9,-46.5608060993524,"4","2","_HLDB4","s2","_HLDB4_s2_2"
10,-58.7216943211346,"4","2","_HLDB4","s2","_HLDB4_s2_2"
11,-69.1364227715242,"4","2","_HLDB4","s2","_HLDB4_s2_2"
12,-75.5860089457539,"4","2","_HLDB4","s2","_HLDB4_s2_2"
13,-81.2400616498245,"4","2","_HLDB4","s2","_HLDB4_s2_2"
14,-85.337066480379,"4","2","_HLDB4","s2","_HLDB4_s2_2"
15,-87.9460431053983,"4","2","_HLDB4","s2","_HLDB4_s2_2"
16,-89.7998044533168,"4","2","_HLDB4","s2","_HLDB4_s2_2"
17,-87.9584733746409,"4","2","_HLDB4","s2","_HLDB4_s2_2"
18,-84.570283970922,"4","2","_HLDB4","s2","_HLDB4_s2_2"
19,-78.2813894359668,"4","2","_HLDB4","s2","_HLDB4_s2_2"
20,-67.3845210924327,"4","2","_HLDB4","s2","_HLDB4_s2_2"
21,-54.268516441877,"4","2","_HLDB4","s2","_HLDB4_s2_2"
22,-32.774998829029,"4","2","_HLDB4","s2","_HLDB4_s2_2"
23,-8.79636864270105,"4","2","_HLDB4","s2","_HLDB4_s2_2"
24,19.8593655264501,"4","2","_HLDB4","s2","_HLDB4_s2_2"
25,51.3263103135873,"4","2","_HLDB4","s2","_HLDB4_s2_2"
26,83.0662827811746,"4","2","_HLDB4","s2","_HLDB4_s2_2"
27,83.5513678312018,"4","2","_HLDB4","s2","_HLDB4_s2_2"
28,90.2134495678529,"4","2","_HLDB4","s2","_HLDB4_s2_2"
29,107.977697118987,"4","2","_HLDB4","s2","_HLDB4_s2_2"
30,134.197816676688,"4","2","_HLDB4","s2","_HLDB4_s2_2"
1,50.5130189440092,"4","2","_HLDB4","s3","_HLDB4_s3_1"
2,53.1102891639462,"4","2","_HLDB4","s3","_HLDB4_s3_1"
3,55.6808424480116,"4","2","_HLDB4","s3","_HLDB4_s3_1"
4,58.220351393079,"4","2","_HLDB4","s3","_HLDB4_s3_1"
5,59.7119421788052,"4","2","_HLDB4","s3","_HLDB4_s3_1"
6,61.502311359957,"4","2","_HLDB4","s3","_HLDB4_s3_1"
7,63.9834800721148,"4","2","_HLDB4","s3","_HLDB4_s3_1"
8,65.7940348680959,"4","2","_HLDB4","s3","_HLDB4_s3_1"
9,67.1545697972508,"4","2","_HLDB4","s3","_HLDB4_s3_1"
10,67.7243789602605,"4","2","_HLDB4","s3","_HLDB4_s3_1"
11,67.4045112757915,"4","2","_HLDB4","s3","_HLDB4_s3_1"
12,66.3931914439486,"4","2","_HLDB4","s3","_HLDB4_s3_1"
13,63.8014849324204,"4","2","_HLDB4","s3","_HLDB4_s3_1"
14,59.2785305440486,"4","2","_HLDB4","s3","_HLDB4_s3_1"
15,53.3822527797965,"4","2","_HLDB4","s3","_HLDB4_s3_1"
16,44.8019285382377,"4","2","_HLDB4","s3","_HLDB4_s3_1"
17,34.694781948951,"4","2","_HLDB4","s3","_HLDB4_s3_1"
18,23.3140383573573,"4","2","_HLDB4","s3","_HLDB4_s3_1"
19,10.0415793590412,"4","2","_HLDB4","s3","_HLDB4_s3_1"
20,-3.67820112644949,"4","2","_HLDB4","s3","_HLDB4_s3_1"
21,-17.9040401975801,"4","2","_HLDB4","s3","_HLDB4_s3_1"
22,-33.322714515705,"4","2","_HLDB4","s3","_HLDB4_s3_1"
23,-49.8150496218022,"4","2","_HLDB4","s3","_HLDB4_s3_1"
24,-67.8673931338667,"4","2","_HLDB4","s3","_HLDB4_s3_1"
25,-87.9980347694582,"4","2","_HLDB4","s3","_HLDB4_s3_1"
26,-109.035750993741,"4","2","_HLDB4","s3","_HLDB4_s3_1"
27,-131.051935504397,"4","2","_HLDB4","s3","_HLDB4_s3_1"
28,-153.170395593481,"4","2","_HLDB4","s3","_HLDB4_s3_1"
29,-175.371383774301,"4","2","_HLDB4","s3","_HLDB4_s3_1"
30,-197.292619134343,"4","2","_HLDB4","s3","_HLDB4_s3_1"
1,141.177386067897,"4","2","_HLDB4","s3","_HLDB4_s3_2"
2,119.561911562657,"4","2","_HLDB4","s3","_HLDB4_s3_2"
3,97.296568262112,"4","2","_HLDB4","s3","_HLDB4_s3_2"
4,74.5542827664528,"4","2","_HLDB4","s3","_HLDB4_s3_2"
5,54.4364761237457,"4","2","_HLDB4","s3","_HLDB4_s3_2"
6,35.0097842947619,"4","2","_HLDB4","s3","_HLDB4_s3_2"
7,16.3981343878179,"4","2","_HLDB4","s3","_HLDB4_s3_2"
8,0.648420650045182,"4","2","_HLDB4","s3","_HLDB4_s3_2"
9,-13.0380673227178,"4","2","_HLDB4","s3","_HLDB4_s3_2"
10,-25.3398706148406,"4","2","_HLDB4","s3","_HLDB4_s3_2"
11,-36.7269893644766,"4","2","_HLDB4","s3","_HLDB4_s3_2"
12,-46.8076584205578,"4","2","_HLDB4","s3","_HLDB4_s3_2"
13,-55.879286407126,"4","2","_HLDB4","s3","_HLDB4_s3_2"
14,-63.391040140673,"4","2","_HLDB4","s3","_HLDB4_s3_2"
15,-69.0090576055834,"4","2","_HLDB4","s3","_HLDB4_s3_2"
16,-73.3323482200909,"4","2","_HLDB4","s3","_HLDB4_s3_2"
17,-75.9185580971628,"4","2","_HLDB4","s3","_HLDB4_s3_2"
18,-76.1908650063805,"4","2","_HLDB4","s3","_HLDB4_s3_2"
19,-74.3426763697622,"4","2","_HLDB4","s3","_HLDB4_s3_2"
20,-69.2003342142799,"4","2","_HLDB4","s3","_HLDB4_s3_2"
21,-59.0974902872157,"4","2","_HLDB4","s3","_HLDB4_s3_2"
22,-45.7133140812305,"4","2","_HLDB4","s3","_HLDB4_s3_2"
23,-28.2854746867267,"4","2","_HLDB4","s3","_HLDB4_s3_2"
24,-6.36720699873365,"4","2","_HLDB4","s3","_HLDB4_s3_2"
25,16.2419484986206,"4","2","_HLDB4","s3","_HLDB4_s3_2"
26,39.0915863829759,"4","2","_HLDB4","s3","_HLDB4_s3_2"
27,42.0469706736731,"4","2","_HLDB4","s3","_HLDB4_s3_2"
28,47.9004802711638,"4","2","_HLDB4","s3","_HLDB4_s3_2"
29,58.5398272153461,"4","2","_HLDB4","s3","_HLDB4_s3_2"
30,75.736460680288,"4","2","_HLDB4","s3","_HLDB4_s3_2"
1,111.931698291238,"4","2","_HLDB5","s1","_HLDB5_s1_1"
2,111.813558380999,"4","2","_HLDB5","s1","_HLDB5_s1_1"
3,111.649601114431,"4","2","_HLDB5","s1","_HLDB5_s1_1"
4,111.440230759744,"4","2","_HLDB5","s1","_HLDB5_s1_1"
5,111.158260008283,"4","2","_HLDB5","s1","_HLDB5_s1_1"
6,110.49218384011,"4","2","_HLDB5","s1","_HLDB5_s1_1"
7,109.451082645918,"4","2","_HLDB5","s1","_HLDB5_s1_1"
8,107.564100027902,"4","2","_HLDB5","s1","_HLDB5_s1_1"
9,104.987160283756,"4","2","_HLDB5","s1","_HLDB5_s1_1"
10,101.693963480008,"4","2","_HLDB5","s1","_HLDB5_s1_1"
11,96.312665620221,"4","2","_HLDB5","s1","_HLDB5_s1_1"
12,89.6538690670993,"4","2","_HLDB5","s1","_HLDB5_s1_1"
13,81.8500194309649,"4","2","_HLDB5","s1","_HLDB5_s1_1"
14,71.8633864961998,"4","2","_HLDB5","s1","_HLDB5_s1_1"
15,60.0516193857234,"4","2","_HLDB5","s1","_HLDB5_s1_1"
16,46.8578486904198,"4","2","_HLDB5","s1","_HLDB5_s1_1"
17,32.0354191538156,"4","2","_HLDB5","s1","_HLDB5_s1_1"
18,15.2352522699532,"4","2","_HLDB5","s1","_HLDB5_s1_1"
19,-3.13769373436799,"4","2","_HLDB5","s1","_HLDB5_s1_1"
20,-23.8338521313926,"4","2","_HLDB5","s1","_HLDB5_s1_1"
21,-46.2063147644651,"4","2","_HLDB5","s1","_HLDB5_s1_1"
22,-69.8621347740418,"4","2","_HLDB5","s1","_HLDB5_s1_1"
23,-95.1849456503662,"4","2","_HLDB5","s1","_HLDB5_s1_1"
24,-120.383116258867,"4","2","_HLDB5","s1","_HLDB5_s1_1"
25,-145.621903606564,"4","2","_HLDB5","s1","_HLDB5_s1_1"
26,-170.792197264266,"4","2","_HLDB5","s1","_HLDB5_s1_1"
27,-194.902980307385,"4","2","_HLDB5","s1","_HLDB5_s1_1"
28,-218.072218557764,"4","2","_HLDB5","s1","_HLDB5_s1_1"
29,-239.290314554622,"4","2","_HLDB5","s1","_HLDB5_s1_1"
30,-258.754247342686,"4","2","_HLDB5","s1","_HLDB5_s1_1"
1,-33.2986935506896,"4","2","_HLDB5","s1","_HLDB5_s1_2"
2,-43.0463973652531,"4","2","_HLDB5","s1","_HLDB5_s1_2"
3,-50.0014028565046,"4","2","_HLDB5","s1","_HLDB5_s1_2"
4,-54.3473508630095,"4","2","_HLDB5","s1","_HLDB5_s1_2"
5,-56.3025531713164,"4","2","_HLDB5","s1","_HLDB5_s1_2"
6,-57.1895609102303,"4","2","_HLDB5","s1","_HLDB5_s1_2"
7,-57.7065144769509,"4","2","_HLDB5","s1","_HLDB5_s1_2"
8,-57.8799805248382,"4","2","_HLDB5","s1","_HLDB5_s1_2"
9,-57.7289879285977,"4","2","_HLDB5","s1","_HLDB5_s1_2"
10,-57.1018243591805,"4","2","_HLDB5","s1","_HLDB5_s1_2"
11,-56.0649113571316,"4","2","_HLDB5","s1","_HLDB5_s1_2"
12,-54.4908524275355,"4","2","_HLDB5","s1","_HLDB5_s1_2"
13,-52.2444357508882,"4","2","_HLDB5","s1","_HLDB5_s1_2"
14,-48.5452657484806,"4","2","_HLDB5","s1","_HLDB5_s1_2"
15,-43.4447823295383,"4","2","_HLDB5","s1","_HLDB5_s1_2"
16,-36.7839742154731,"4","2","_HLDB5","s1","_HLDB5_s1_2"
17,-28.3909771217802,"4","2","_HLDB5","s1","_HLDB5_s1_2"
18,-17.4874124081311,"4","2","_HLDB5","s1","_HLDB5_s1_2"
19,-4.71179294389844,"4","2","_HLDB5","s1","_HLDB5_s1_2"
20,9.43933443939522,"4","2","_HLDB5","s1","_HLDB5_s1_2"
21,24.6438374474533,"4","2","_HLDB5","s1","_HLDB5_s1_2"
22,40.7815369867734,"4","2","_HLDB5","s1","_HLDB5_s1_2"
23,57.2067338741177,"4","2","_HLDB5","s1","_HLDB5_s1_2"
24,73.3867915746697,"4","2","_HLDB5","s1","_HLDB5_s1_2"
25,88.9787398618829,"4","2","_HLDB5","s1","_HLDB5_s1_2"
26,103.743232069976,"4","2","_HLDB5","s1","_HLDB5_s1_2"
27,108.385130334599,"4","2","_HLDB5","s1","_HLDB5_s1_2"
28,111.691951662319,"4","2","_HLDB5","s1","_HLDB5_s1_2"
29,118.708390537497,"4","2","_HLDB5","s1","_HLDB5_s1_2"
30,129.801991520745,"4","2","_HLDB5","s1","_HLDB5_s1_2"
1,173.453551691513,"4","2","_HLDB5","s2","_HLDB5_s2_1"
2,180.197137308512,"4","2","_HLDB5","s2","_HLDB5_s2_1"
3,186.843417202938,"4","2","_HLDB5","s2","_HLDB5_s2_1"
4,190.654344635909,"4","2","_HLDB5","s2","_HLDB5_s2_1"
5,194.336913197955,"4","2","_HLDB5","s2","_HLDB5_s2_1"
6,195.698173279587,"4","2","_HLDB5","s2","_HLDB5_s2_1"
7,196.994430353184,"4","2","_HLDB5","s2","_HLDB5_s2_1"
8,197.488472656656,"4","2","_HLDB5","s2","_HLDB5_s2_1"
9,197.361157396863,"4","2","_HLDB5","s2","_HLDB5_s2_1"
10,191.536282197187,"4","2","_HLDB5","s2","_HLDB5_s2_1"
11,184.776878877193,"4","2","_HLDB5","s2","_HLDB5_s2_1"
12,171.434355151674,"4","2","_HLDB5","s2","_HLDB5_s2_1"
13,156.882879971773,"4","2","_HLDB5","s2","_HLDB5_s2_1"
14,135.762599909603,"4","2","_HLDB5","s2","_HLDB5_s2_1"
15,113.187410781259,"4","2","_HLDB5","s2","_HLDB5_s2_1"
16,84.4915121133429,"4","2","_HLDB5","s2","_HLDB5_s2_1"
17,54.3839154664763,"4","2","_HLDB5","s2","_HLDB5_s2_1"
18,19.8869048447791,"4","2","_HLDB5","s2","_HLDB5_s2_1"
19,-15.942102698838,"4","2","_HLDB5","s2","_HLDB5_s2_1"
20,-54.7928108430622,"4","2","_HLDB5","s2","_HLDB5_s2_1"
21,-94.6705716757049,"4","2","_HLDB5","s2","_HLDB5_s2_1"
22,-135.912319298439,"4","2","_HLDB5","s2","_HLDB5_s2_1"
23,-177.750918358994,"4","2","_HLDB5","s2","_HLDB5_s2_1"
24,-219.495632663464,"4","2","_HLDB5","s2","_HLDB5_s2_1"
25,-260.977524888938,"4","2","_HLDB5","s2","_HLDB5_s2_1"
26,-300.31855236019,"4","2","_HLDB5","s2","_HLDB5_s2_1"
27,-338.998503792679,"4","2","_HLDB5","s2","_HLDB5_s2_1"
28,-375.142203424645,"4","2","_HLDB5","s2","_HLDB5_s2_1"
29,-409.955629832509,"4","2","_HLDB5","s2","_HLDB5_s2_1"
30,-441.41356719894,"4","2","_HLDB5","s2","_HLDB5_s2_1"
1,109.416844149035,"4","2","_HLDB5","s2","_HLDB5_s2_2"
2,81.9871321146312,"4","2","_HLDB5","s2","_HLDB5_s2_2"
3,55.6109553269868,"4","2","_HLDB5","s2","_HLDB5_s2_2"
4,32.1775195114411,"4","2","_HLDB5","s2","_HLDB5_s2_2"
5,10.9278474961977,"4","2","_HLDB5","s2","_HLDB5_s2_2"
6,-9.05323527405631,"4","2","_HLDB5","s2","_HLDB5_s2_2"
7,-26.3675929627957,"4","2","_HLDB5","s2","_HLDB5_s2_2"
8,-42.5604099645104,"4","2","_HLDB5","s2","_HLDB5_s2_2"
9,-55.5356213835364,"4","2","_HLDB5","s2","_HLDB5_s2_2"
10,-66.5180437529198,"4","2","_HLDB5","s2","_HLDB5_s2_2"
11,-75.9037313540381,"4","2","_HLDB5","s2","_HLDB5_s2_2"
12,-82.4089885498819,"4","2","_HLDB5","s2","_HLDB5_s2_2"
13,-88.0044366528779,"4","2","_HLDB5","s2","_HLDB5_s2_2"
14,-91.3825093340851,"4","2","_HLDB5","s2","_HLDB5_s2_2"
15,-93.297968359382,"4","2","_HLDB5","s2","_HLDB5_s2_2"
16,-93.7002723450789,"4","2","_HLDB5","s2","_HLDB5_s2_2"
17,-90.6295429573795,"4","2","_HLDB5","s2","_HLDB5_s2_2"
18,-85.9434058747233,"4","2","_HLDB5","s2","_HLDB5_s2_2"
19,-75.3499303567164,"4","2","_HLDB5","s2","_HLDB5_s2_2"
20,-60.5093495607634,"4","2","_HLDB5","s2","_HLDB5_s2_2"
21,-40.0741423211365,"4","2","_HLDB5","s2","_HLDB5_s2_2"
22,-11.3539597293141,"4","2","_HLDB5","s2","_HLDB5_s2_2"
23,20.3853430243125,"4","2","_HLDB5","s2","_HLDB5_s2_2"
24,61.3765400738596,"4","2","_HLDB5","s2","_HLDB5_s2_2"
25,85.6840386715658,"4","2","_HLDB5","s2","_HLDB5_s2_2"
26,81.9105374160157,"4","2","_HLDB5","s2","_HLDB5_s2_2"
27,95.8781521601761,"4","2","_HLDB5","s2","_HLDB5_s2_2"
28,118.219137608956,"4","2","_HLDB5","s2","_HLDB5_s2_2"
29,154.790493334644,"4","2","_HLDB5","s2","_HLDB5_s2_2"
30,180.228599845375,"4","2","_HLDB5","s2","_HLDB5_s2_2"
1,59.7816720900164,"4","2","_HLDB5","s3","_HLDB5_s3_1"
2,60.3852527350268,"4","2","_HLDB5","s3","_HLDB5_s3_1"
3,60.9398373468971,"4","2","_HLDB5","s3","_HLDB5_s3_1"
4,61.4212174645038,"4","2","_HLDB5","s3","_HLDB5_s3_1"
5,61.7409844559265,"4","2","_HLDB5","s3","_HLDB5_s3_1"
6,62.0740358888359,"4","2","_HLDB5","s3","_HLDB5_s3_1"
7,62.6192326698661,"4","2","_HLDB5","s3","_HLDB5_s3_1"
8,63.0713956144687,"4","2","_HLDB5","s3","_HLDB5_s3_1"
9,63.4615521406474,"4","2","_HLDB5","s3","_HLDB5_s3_1"
10,63.6498729979519,"4","2","_HLDB5","s3","_HLDB5_s3_1"
11,63.6753361570468,"4","2","_HLDB5","s3","_HLDB5_s3_1"
12,63.4591054989864,"4","2","_HLDB5","s3","_HLDB5_s3_1"
13,62.5020598510566,"4","2","_HLDB5","s3","_HLDB5_s3_1"
14,61.0312116063567,"4","2","_HLDB5","s3","_HLDB5_s3_1"
15,58.2597253743311,"4","2","_HLDB5","s3","_HLDB5_s3_1"
16,53.9309460663283,"4","2","_HLDB5","s3","_HLDB5_s3_1"
17,48.5547002107321,"4","2","_HLDB5","s3","_HLDB5_s3_1"
18,39.757952625685,"4","2","_HLDB5","s3","_HLDB5_s3_1"
19,29.537447107454,"4","2","_HLDB5","s3","_HLDB5_s3_1"
20,17.2138796784304,"4","2","_HLDB5","s3","_HLDB5_s3_1"
21,1.1253617824359,"4","2","_HLDB5","s3","_HLDB5_s3_1"
22,-16.9340809646985,"4","2","_HLDB5","s3","_HLDB5_s3_1"
23,-38.784137285038,"4","2","_HLDB5","s3","_HLDB5_s3_1"
24,-63.1469888436873,"4","2","_HLDB5","s3","_HLDB5_s3_1"
25,-89.3541434689448,"4","2","_HLDB5","s3","_HLDB5_s3_1"
26,-119.404074168947,"4","2","_HLDB5","s3","_HLDB5_s3_1"
27,-150.147620488811,"4","2","_HLDB5","s3","_HLDB5_s3_1"
28,-181.688725876466,"4","2","_HLDB5","s3","_HLDB5_s3_1"
29,-212.861722518302,"4","2","_HLDB5","s3","_HLDB5_s3_1"
30,-245.871285748089,"4","2","_HLDB5","s3","_HLDB5_s3_1"
1,99.8698670589743,"4","2","_HLDB5","s3","_HLDB5_s3_2"
2,69.0984804732382,"4","2","_HLDB5","s3","_HLDB5_s3_2"
3,40.8402350170586,"4","2","_HLDB5","s3","_HLDB5_s3_2"
4,15.4602003243898,"4","2","_HLDB5","s3","_HLDB5_s3_2"
5,-5.66540911635991,"4","2","_HLDB5","s3","_HLDB5_s3_2"
6,-21.5716101985495,"4","2","_HLDB5","s3","_HLDB5_s3_2"
7,-34.3528359057306,"4","2","_HLDB5","s3","_HLDB5_s3_2"
8,-44.2936320084847,"4","2","_HLDB5","s3","_HLDB5_s3_2"
9,-51.1201884038381,"4","2","_HLDB5","s3","_HLDB5_s3_2"
10,-56.6173591652539,"4","2","_HLDB5","s3","_HLDB5_s3_2"
11,-61.3349455212268,"4","2","_HLDB5","s3","_HLDB5_s3_2"
12,-65.5570764283807,"4","2","_HLDB5","s3","_HLDB5_s3_2"
13,-68.6612583478332,"4","2","_HLDB5","s3","_HLDB5_s3_2"
14,-71.0897693791195,"4","2","_HLDB5","s3","_HLDB5_s3_2"
15,-72.7944502872813,"4","2","_HLDB5","s3","_HLDB5_s3_2"
16,-73.4045630407963,"4","2","_HLDB5","s3","_HLDB5_s3_2"
17,-71.5362107738921,"4","2","_HLDB5","s3","_HLDB5_s3_2"
18,-67.1739354958604,"4","2","_HLDB5","s3","_HLDB5_s3_2"
19,-60.0602915130877,"4","2","_HLDB5","s3","_HLDB5_s3_2"
20,-48.5889758382752,"4","2","_HLDB5","s3","_HLDB5_s3_2"
21,-32.4980410255353,"4","2","_HLDB5","s3","_HLDB5_s3_2"
22,-12.4202812702782,"4","2","_HLDB5","s3","_HLDB5_s3_2"
23,11.9033165186878,"4","2","_HLDB5","s3","_HLDB5_s3_2"
24,39.1728764666398,"4","2","_HLDB5","s3","_HLDB5_s3_2"
25,67.8513336953706,"4","2","_HLDB5","s3","_HLDB5_s3_2"
26,93.3527106100853,"4","2","_HLDB5","s3","_HLDB5_s3_2"
27,94.5853512753531,"4","2","_HLDB5","s3","_HLDB5_s3_2"
28,107.286929227636,"4","2","_HLDB5","s3","_HLDB5_s3_2"
29,127.031686832921,"4","2","_HLDB5","s3","_HLDB5_s3_2"
30,152.287846219428,"4","2","_HLDB5","s3","_HLDB5_s3_2"
1,129.337263471884,"4","3","_HLDC1","s1","_HLDC1_s1_1"
2,129.013190808976,"4","3","_HLDC1","s1","_HLDC1_s1_1"
3,128.734863370606,"4","3","_HLDC1","s1","_HLDC1_s1_1"
4,128.637373942731,"4","3","_HLDC1","s1","_HLDC1_s1_1"
5,128.845245148834,"4","3","_HLDC1","s1","_HLDC1_s1_1"
6,129.468294940802,"4","3","_HLDC1","s1","_HLDC1_s1_1"
7,130.526019349484,"4","3","_HLDC1","s1","_HLDC1_s1_1"
8,131.999018427923,"4","3","_HLDC1","s1","_HLDC1_s1_1"
9,133.847575451755,"4","3","_HLDC1","s1","_HLDC1_s1_1"
10,135.599135153245,"4","3","_HLDC1","s1","_HLDC1_s1_1"
11,136.537807407022,"4","3","_HLDC1","s1","_HLDC1_s1_1"
12,136.201329391327,"4","3","_HLDC1","s1","_HLDC1_s1_1"
13,134.094463067089,"4","3","_HLDC1","s1","_HLDC1_s1_1"
14,128.070506181849,"4","3","_HLDC1","s1","_HLDC1_s1_1"
15,117.909579357907,"4","3","_HLDC1","s1","_HLDC1_s1_1"
16,103.330335665506,"4","3","_HLDC1","s1","_HLDC1_s1_1"
17,83.8648791073661,"4","3","_HLDC1","s1","_HLDC1_s1_1"
18,57.8718340818757,"4","3","_HLDC1","s1","_HLDC1_s1_1"
19,26.6169338457908,"4","3","_HLDC1","s1","_HLDC1_s1_1"
20,-9.27707934830346,"4","3","_HLDC1","s1","_HLDC1_s1_1"
21,-49.4342697097156,"4","3","_HLDC1","s1","_HLDC1_s1_1"
22,-92.1752667966543,"4","3","_HLDC1","s1","_HLDC1_s1_1"
23,-135.399031484937,"4","3","_HLDC1","s1","_HLDC1_s1_1"
24,-177.642663867601,"4","3","_HLDC1","s1","_HLDC1_s1_1"
25,-217.68575836599,"4","3","_HLDC1","s1","_HLDC1_s1_1"
26,-252.512088231972,"4","3","_HLDC1","s1","_HLDC1_s1_1"
27,-283.363028100314,"4","3","_HLDC1","s1","_HLDC1_s1_1"
28,-311.792226955181,"4","3","_HLDC1","s1","_HLDC1_s1_1"
29,-338.243378747597,"4","3","_HLDC1","s1","_HLDC1_s1_1"
30,-362.980856563709,"4","3","_HLDC1","s1","_HLDC1_s1_1"
1,147.60006417669,"4","3","_HLDC1","s1","_HLDC1_s1_2"
2,128.32505733895,"4","3","_HLDC1","s1","_HLDC1_s1_2"
3,111.07701083504,"4","3","_HLDC1","s1","_HLDC1_s1_2"
4,95.7829021919125,"4","3","_HLDC1","s1","_HLDC1_s1_2"
5,82.9432247049557,"4","3","_HLDC1","s1","_HLDC1_s1_2"
6,71.195394970788,"4","3","_HLDC1","s1","_HLDC1_s1_2"
7,60.1874471321352,"4","3","_HLDC1","s1","_HLDC1_s1_2"
8,49.9511052800015,"4","3","_HLDC1","s1","_HLDC1_s1_2"
9,39.9053035335801,"4","3","_HLDC1","s1","_HLDC1_s1_2"
10,29.8985782284484,"4","3","_HLDC1","s1","_HLDC1_s1_2"
11,19.9016426295686,"4","3","_HLDC1","s1","_HLDC1_s1_2"
12,9.92698312277855,"4","3","_HLDC1","s1","_HLDC1_s1_2"
13,-0.10464590512322,"4","3","_HLDC1","s1","_HLDC1_s1_2"
14,-10.1870368721314,"4","3","_HLDC1","s1","_HLDC1_s1_2"
15,-20.1895838616242,"4","3","_HLDC1","s1","_HLDC1_s1_2"
16,-29.2696192586704,"4","3","_HLDC1","s1","_HLDC1_s1_2"
17,-37.42279254138,"4","3","_HLDC1","s1","_HLDC1_s1_2"
18,-43.9655334125454,"4","3","_HLDC1","s1","_HLDC1_s1_2"
19,-48.956137692594,"4","3","_HLDC1","s1","_HLDC1_s1_2"
20,-52.9194459795107,"4","3","_HLDC1","s1","_HLDC1_s1_2"
21,-55.7543345145234,"4","3","_HLDC1","s1","_HLDC1_s1_2"
22,-57.7810048554982,"4","3","_HLDC1","s1","_HLDC1_s1_2"
23,-59.374682840847,"4","3","_HLDC1","s1","_HLDC1_s1_2"
24,-60.5564214297407,"4","3","_HLDC1","s1","_HLDC1_s1_2"
25,-61.2086594517921,"4","3","_HLDC1","s1","_HLDC1_s1_2"
26,-61.6151244759666,"4","3","_HLDC1","s1","_HLDC1_s1_2"
27,-61.8163571569245,"4","3","_HLDC1","s1","_HLDC1_s1_2"
28,-61.8378964325552,"4","3","_HLDC1","s1","_HLDC1_s1_2"
29,-61.8597735756811,"4","3","_HLDC1","s1","_HLDC1_s1_2"
30,-61.8756638877393,"4","3","_HLDC1","s1","_HLDC1_s1_2"
1,31.2070017053468,"4","3","_HLDC1","s2","_HLDC1_s2_1"
2,46.6886630092804,"4","3","_HLDC1","s2","_HLDC1_s2_1"
3,61.7136341667053,"4","3","_HLDC1","s2","_HLDC1_s2_1"
4,75.0331312401327,"4","3","_HLDC1","s2","_HLDC1_s2_1"
5,86.2292885503371,"4","3","_HLDC1","s2","_HLDC1_s2_1"
6,93.355579309927,"4","3","_HLDC1","s2","_HLDC1_s2_1"
7,103.854836515362,"4","3","_HLDC1","s2","_HLDC1_s2_1"
8,117.636367319258,"4","3","_HLDC1","s2","_HLDC1_s2_1"
