"time","f0_norm","Syllable1","Syllable2","Normtime","speaker","pitch_con"
1,-17.9489654821095,"1","2","_HHAB4","s3","_HHAB4_s3_1"
2,-18.0075242040955,"1","2","_HHAB4","s3","_HHAB4_s3_1"
3,-17.9119050607853,"1","2","_HHAB4","s3","_HHAB4_s3_1"
4,-17.5359808948592,"1","2","_HHAB4","s3","_HHAB4_s3_1"
5,-17.2213308542305,"1","2","_HHAB4","s3","_HHAB4_s3_1"
6,-16.8829426548846,"1","2","_HHAB4","s3","_HHAB4_s3_1"
7,-15.8359052587446,"1","2","_HHAB4","s3","_HHAB4_s3_1"
8,-14.2592954963579,"1","2","_HHAB4","s3","_HHAB4_s3_1"
9,-11.9506072816368,"1","2","_HHAB4","s3","_HHAB4_s3_1"
10,-8.93050389545124,"1","2","_HHAB4","s3","_HHAB4_s3_1"
11,-5.61264114941309,"1","2","_HHAB4","s3","_HHAB4_s3_1"
12,-1.66109639587762,"1","2","_HHAB4","s3","_HHAB4_s3_1"
13,2.38501451179764,"1","2","_HHAB4","s3","_HHAB4_s3_1"
14,6.53198029559439,"1","2","_HHAB4","s3","_HHAB4_s3_1"
15,9.69262099266757,"1","2","_HHAB4","s3","_HHAB4_s3_1"
16,12.4152947458881,"1","2","_HHAB4","s3","_HHAB4_s3_1"
17,14.1149397461172,"1","2","_HHAB4","s3","_HHAB4_s3_1"
18,15.1261581473411,"1","2","_HHAB4","s3","_HHAB4_s3_1"
19,15.5707406406459,"1","2","_HHAB4","s3","_HHAB4_s3_1"
20,15.1192784633079,"1","2","_HHAB4","s3","_HHAB4_s3_1"
21,14.4589536981766,"1","2","_HHAB4","s3","_HHAB4_s3_1"
22,13.4745808903849,"1","2","_HHAB4","s3","_HHAB4_s3_1"
23,12.3104196638249,"1","2","_HHAB4","s3","_HHAB4_s3_1"
24,11.0320246918734,"1","2","_HHAB4","s3","_HHAB4_s3_1"
25,9.30539281632309,"1","2","_HHAB4","s3","_HHAB4_s3_1"
26,7.39820843775306,"1","2","_HHAB4","s3","_HHAB4_s3_1"
27,5.14404477509856,"1","2","_HHAB4","s3","_HHAB4_s3_1"
28,2.6809216329334,"1","2","_HHAB4","s3","_HHAB4_s3_1"
29,0.0959986162263249,"1","2","_HHAB4","s3","_HHAB4_s3_1"
30,-3.09787413750655,"1","2","_HHAB4","s3","_HHAB4_s3_1"
1,247.87161600408,"1","2","_HHAB4","s3","_HHAB4_s3_2"
2,240.55391930106,"1","2","_HHAB4","s3","_HHAB4_s3_2"
3,230.896413075666,"1","2","_HHAB4","s3","_HHAB4_s3_2"
4,218.817790305802,"1","2","_HHAB4","s3","_HHAB4_s3_2"
5,203.140218138088,"1","2","_HHAB4","s3","_HHAB4_s3_2"
6,184.129311683032,"1","2","_HHAB4","s3","_HHAB4_s3_2"
7,162.430612224821,"1","2","_HHAB4","s3","_HHAB4_s3_2"
8,137.665152739514,"1","2","_HHAB4","s3","_HHAB4_s3_2"
9,110.448678261896,"1","2","_HHAB4","s3","_HHAB4_s3_2"
10,81.4003775035305,"1","2","_HHAB4","s3","_HHAB4_s3_2"
11,50.6582565962269,"1","2","_HHAB4","s3","_HHAB4_s3_2"
12,19.1759115152408,"1","2","_HHAB4","s3","_HHAB4_s3_2"
13,-11.8200901088026,"1","2","_HHAB4","s3","_HHAB4_s3_2"
14,-41.9495731243869,"1","2","_HHAB4","s3","_HHAB4_s3_2"
15,-70.1011504936005,"1","2","_HHAB4","s3","_HHAB4_s3_2"
16,-92.4025875229568,"1","2","_HHAB4","s3","_HHAB4_s3_2"
17,-110.511301662441,"1","2","_HHAB4","s3","_HHAB4_s3_2"
18,-124.267835058111,"1","2","_HHAB4","s3","_HHAB4_s3_2"
19,-131.18649540492,"1","2","_HHAB4","s3","_HHAB4_s3_2"
20,-134.899938093354,"1","2","_HHAB4","s3","_HHAB4_s3_2"
21,-136.113181125285,"1","2","_HHAB4","s3","_HHAB4_s3_2"
22,-135.283218876761,"1","2","_HHAB4","s3","_HHAB4_s3_2"
23,-132.552429414365,"1","2","_HHAB4","s3","_HHAB4_s3_2"
24,-128.010754049818,"1","2","_HHAB4","s3","_HHAB4_s3_2"
25,-121.330563096681,"1","2","_HHAB4","s3","_HHAB4_s3_2"
26,-111.065693786363,"1","2","_HHAB4","s3","_HHAB4_s3_2"
27,-107.480484621784,"1","2","_HHAB4","s3","_HHAB4_s3_2"
28,-108.090091399613,"1","2","_HHAB4","s3","_HHAB4_s3_2"
29,-100.70970740083,"1","2","_HHAB4","s3","_HHAB4_s3_2"
30,-89.4131621088879,"1","2","_HHAB4","s3","_HHAB4_s3_2"
1,-16.5652950532901,"1","2","_HHAB5","s1","_HHAB5_s1_1"
2,-15.9153697289028,"1","2","_HHAB5","s1","_HHAB5_s1_1"
3,-15.2256597073765,"1","2","_HHAB5","s1","_HHAB5_s1_1"
4,-14.4817664755737,"1","2","_HHAB5","s1","_HHAB5_s1_1"
5,-13.7548083915588,"1","2","_HHAB5","s1","_HHAB5_s1_1"
6,-12.8032828690075,"1","2","_HHAB5","s1","_HHAB5_s1_1"
7,-11.2386173467498,"1","2","_HHAB5","s1","_HHAB5_s1_1"
8,-9.36786605225439,"1","2","_HHAB5","s1","_HHAB5_s1_1"
9,-7.30900286380734,"1","2","_HHAB5","s1","_HHAB5_s1_1"
10,-4.84224764497844,"1","2","_HHAB5","s1","_HHAB5_s1_1"
11,-2.41892484116806,"1","2","_HHAB5","s1","_HHAB5_s1_1"
12,-0.0327803035781926,"1","2","_HHAB5","s1","_HHAB5_s1_1"
13,2.86527903774845,"1","2","_HHAB5","s1","_HHAB5_s1_1"
14,5.94952852410711,"1","2","_HHAB5","s1","_HHAB5_s1_1"
15,9.29911506789449,"1","2","_HHAB5","s1","_HHAB5_s1_1"
16,12.746325700338,"1","2","_HHAB5","s1","_HHAB5_s1_1"
17,16.2466022693393,"1","2","_HHAB5","s1","_HHAB5_s1_1"
18,19.8559977320087,"1","2","_HHAB5","s1","_HHAB5_s1_1"
19,22.2995823533997,"1","2","_HHAB5","s1","_HHAB5_s1_1"
20,23.9722423990088,"1","2","_HHAB5","s1","_HHAB5_s1_1"
21,23.7695888043631,"1","2","_HHAB5","s1","_HHAB5_s1_1"
22,22.3658372921639,"1","2","_HHAB5","s1","_HHAB5_s1_1"
23,19.7867950538389,"1","2","_HHAB5","s1","_HHAB5_s1_1"
24,14.7653616986672,"1","2","_HHAB5","s1","_HHAB5_s1_1"
25,8.90566387031799,"1","2","_HHAB5","s1","_HHAB5_s1_1"
26,1.85227778993385,"1","2","_HHAB5","s1","_HHAB5_s1_1"
27,-6.36620371023309,"1","2","_HHAB5","s1","_HHAB5_s1_1"
28,-15.1427468703168,"1","2","_HHAB5","s1","_HHAB5_s1_1"
29,-24.7288293395231,"1","2","_HHAB5","s1","_HHAB5_s1_1"
30,-34.4867963948077,"1","2","_HHAB5","s1","_HHAB5_s1_1"
1,134.870533231468,"1","2","_HHAB5","s1","_HHAB5_s1_2"
2,124.314720662492,"1","2","_HHAB5","s1","_HHAB5_s1_2"
3,113.14308206978,"1","2","_HHAB5","s1","_HHAB5_s1_2"
4,101.260714524499,"1","2","_HHAB5","s1","_HHAB5_s1_2"
5,87.7571980250409,"1","2","_HHAB5","s1","_HHAB5_s1_2"
6,73.4526358646383,"1","2","_HHAB5","s1","_HHAB5_s1_2"
7,58.1361516897007,"1","2","_HHAB5","s1","_HHAB5_s1_2"
8,42.470472743558,"1","2","_HHAB5","s1","_HHAB5_s1_2"
9,26.8176476300825,"1","2","_HHAB5","s1","_HHAB5_s1_2"
10,11.4209513398373,"1","2","_HHAB5","s1","_HHAB5_s1_2"
11,-3.18997718894911,"1","2","_HHAB5","s1","_HHAB5_s1_2"
12,-17.2930882414171,"1","2","_HHAB5","s1","_HHAB5_s1_2"
13,-30.380973521352,"1","2","_HHAB5","s1","_HHAB5_s1_2"
14,-42.1821849250539,"1","2","_HHAB5","s1","_HHAB5_s1_2"
15,-53.001771785858,"1","2","_HHAB5","s1","_HHAB5_s1_2"
16,-61.5891163716624,"1","2","_HHAB5","s1","_HHAB5_s1_2"
17,-67.6035070919138,"1","2","_HHAB5","s1","_HHAB5_s1_2"
18,-71.7529324861378,"1","2","_HHAB5","s1","_HHAB5_s1_2"
19,-72.2523240463736,"1","2","_HHAB5","s1","_HHAB5_s1_2"
20,-70.0469634459819,"1","2","_HHAB5","s1","_HHAB5_s1_2"
21,-65.6966277835338,"1","2","_HHAB5","s1","_HHAB5_s1_2"
22,-57.1897240707704,"1","2","_HHAB5","s1","_HHAB5_s1_2"
23,-47.6328399650295,"1","2","_HHAB5","s1","_HHAB5_s1_2"
24,-37.0907365225414,"1","2","_HHAB5","s1","_HHAB5_s1_2"
25,-25.6684463813615,"1","2","_HHAB5","s1","_HHAB5_s1_2"
26,-18.8277443619932,"1","2","_HHAB5","s1","_HHAB5_s1_2"
27,-17.743190115568,"1","2","_HHAB5","s1","_HHAB5_s1_2"
28,-12.4515731795282,"1","2","_HHAB5","s1","_HHAB5_s1_2"
29,-5.51447052082244,"1","2","_HHAB5","s1","_HHAB5_s1_2"
30,3.46408422474769,"1","2","_HHAB5","s1","_HHAB5_s1_2"
1,-197.593585952043,"1","2","_HHAB5","s2","_HHAB5_s2_1"
2,-186.262579297077,"1","2","_HHAB5","s2","_HHAB5_s2_1"
3,-173.409619870898,"1","2","_HHAB5","s2","_HHAB5_s2_1"
4,-157.991812423538,"1","2","_HHAB5","s2","_HHAB5_s2_1"
5,-146.279605074797,"1","2","_HHAB5","s2","_HHAB5_s2_1"
6,-134.301938368554,"1","2","_HHAB5","s2","_HHAB5_s2_1"
7,-111.017889549539,"1","2","_HHAB5","s2","_HHAB5_s2_1"
8,-87.7338190629075,"1","2","_HHAB5","s2","_HHAB5_s2_1"
9,-64.4437921979638,"1","2","_HHAB5","s2","_HHAB5_s2_1"
10,-44.3377903996825,"1","2","_HHAB5","s2","_HHAB5_s2_1"
11,-25.5613260080609,"1","2","_HHAB5","s2","_HHAB5_s2_1"
12,-9.06206718295016,"1","2","_HHAB5","s2","_HHAB5_s2_1"
13,5.0327188983315,"1","2","_HHAB5","s2","_HHAB5_s2_1"
14,17.5907928712211,"1","2","_HHAB5","s2","_HHAB5_s2_1"
15,27.9376838005901,"1","2","_HHAB5","s2","_HHAB5_s2_1"
16,37.8705051893003,"1","2","_HHAB5","s2","_HHAB5_s2_1"
17,47.1767521210079,"1","2","_HHAB5","s2","_HHAB5_s2_1"
18,55.8148565543659,"1","2","_HHAB5","s2","_HHAB5_s2_1"
19,64.1728417514994,"1","2","_HHAB5","s2","_HHAB5_s2_1"
20,72.4101711816113,"1","2","_HHAB5","s2","_HHAB5_s2_1"
21,80.2139436930747,"1","2","_HHAB5","s2","_HHAB5_s2_1"
22,87.549593742352,"1","2","_HHAB5","s2","_HHAB5_s2_1"
23,94.0630944032116,"1","2","_HHAB5","s2","_HHAB5_s2_1"
24,100.02366290703,"1","2","_HHAB5","s2","_HHAB5_s2_1"
25,104.60524191823,"1","2","_HHAB5","s2","_HHAB5_s2_1"
26,107.732809765305,"1","2","_HHAB5","s2","_HHAB5_s2_1"
27,109.872560037699,"1","2","_HHAB5","s2","_HHAB5_s2_1"
28,109.867043507561,"1","2","_HHAB5","s2","_HHAB5_s2_1"
29,109.093101623832,"1","2","_HHAB5","s2","_HHAB5_s2_1"
30,106.968451421785,"1","2","_HHAB5","s2","_HHAB5_s2_1"
1,371.244635165231,"1","2","_HHAB5","s2","_HHAB5_s2_2"
2,361.933887738678,"1","2","_HHAB5","s2","_HHAB5_s2_2"
3,350.222566951656,"1","2","_HHAB5","s2","_HHAB5_s2_2"
4,335.389370575653,"1","2","_HHAB5","s2","_HHAB5_s2_2"
5,312.079056315992,"1","2","_HHAB5","s2","_HHAB5_s2_2"
6,284.551545810863,"1","2","_HHAB5","s2","_HHAB5_s2_2"
7,250.571222955594,"1","2","_HHAB5","s2","_HHAB5_s2_2"
8,207.818416631253,"1","2","_HHAB5","s2","_HHAB5_s2_2"
9,159.801940404416,"1","2","_HHAB5","s2","_HHAB5_s2_2"
10,104.11037721584,"1","2","_HHAB5","s2","_HHAB5_s2_2"
11,47.4928632813023,"1","2","_HHAB5","s2","_HHAB5_s2_2"
12,-9.95583528154953,"1","2","_HHAB5","s2","_HHAB5_s2_2"
13,-61.7676860213321,"1","2","_HHAB5","s2","_HHAB5_s2_2"
14,-107.927525374979,"1","2","_HHAB5","s2","_HHAB5_s2_2"
15,-148.026652765195,"1","2","_HHAB5","s2","_HHAB5_s2_2"
16,-173.587348421275,"1","2","_HHAB5","s2","_HHAB5_s2_2"
17,-193.844261800922,"1","2","_HHAB5","s2","_HHAB5_s2_2"
18,-206.564274644501,"1","2","_HHAB5","s2","_HHAB5_s2_2"
19,-212.066747472605,"1","2","_HHAB5","s2","_HHAB5_s2_2"
20,-214.086957571715,"1","2","_HHAB5","s2","_HHAB5_s2_2"
21,-210.674824279056,"1","2","_HHAB5","s2","_HHAB5_s2_2"
22,-202.246593692119,"1","2","_HHAB5","s2","_HHAB5_s2_2"
23,-190.43776295887,"1","2","_HHAB5","s2","_HHAB5_s2_2"
24,-170.739351741175,"1","2","_HHAB5","s2","_HHAB5_s2_2"
25,-146.571958747349,"1","2","_HHAB5","s2","_HHAB5_s2_2"
26,-119.433470482867,"1","2","_HHAB5","s2","_HHAB5_s2_2"
27,-123.003144492975,"1","2","_HHAB5","s2","_HHAB5_s2_2"
28,-117.677187699677,"1","2","_HHAB5","s2","_HHAB5_s2_2"
29,-101.333381055387,"1","2","_HHAB5","s2","_HHAB5_s2_2"
30,-75.2709185429283,"1","2","_HHAB5","s2","_HHAB5_s2_2"
1,-15.5711992124441,"1","2","_HHAB5","s3","_HHAB5_s3_1"
2,-11.8758976499041,"1","2","_HHAB5","s3","_HHAB5_s3_1"
3,-8.2474568094508,"1","2","_HHAB5","s3","_HHAB5_s3_1"
4,-4.68801612624566,"1","2","_HHAB5","s3","_HHAB5_s3_1"
5,-2.86572679740016,"1","2","_HHAB5","s3","_HHAB5_s3_1"
6,-0.482890452670745,"1","2","_HHAB5","s3","_HHAB5_s3_1"
7,2.57656358684267,"1","2","_HHAB5","s3","_HHAB5_s3_1"
8,4.59226075175229,"1","2","_HHAB5","s3","_HHAB5_s3_1"
9,6.11646759268456,"1","2","_HHAB5","s3","_HHAB5_s3_1"
10,7.09149310291832,"1","2","_HHAB5","s3","_HHAB5_s3_1"
11,7.72864458714707,"1","2","_HHAB5","s3","_HHAB5_s3_1"
12,8.37279385585293,"1","2","_HHAB5","s3","_HHAB5_s3_1"
13,9.05721640365141,"1","2","_HHAB5","s3","_HHAB5_s3_1"
14,9.68980508526352,"1","2","_HHAB5","s3","_HHAB5_s3_1"
15,10.2505448647773,"1","2","_HHAB5","s3","_HHAB5_s3_1"
16,10.7128447414696,"1","2","_HHAB5","s3","_HHAB5_s3_1"
17,10.8458774901974,"1","2","_HHAB5","s3","_HHAB5_s3_1"
18,10.7007640297882,"1","2","_HHAB5","s3","_HHAB5_s3_1"
19,10.1712861046037,"1","2","_HHAB5","s3","_HHAB5_s3_1"
20,9.13247005834455,"1","2","_HHAB5","s3","_HHAB5_s3_1"
21,7.7410311181934,"1","2","_HHAB5","s3","_HHAB5_s3_1"
22,5.85925412117308,"1","2","_HHAB5","s3","_HHAB5_s3_1"
23,3.5123502511376,"1","2","_HHAB5","s3","_HHAB5_s3_1"
24,0.86711583253782,"1","2","_HHAB5","s3","_HHAB5_s3_1"
25,-2.19680235444139,"1","2","_HHAB5","s3","_HHAB5_s3_1"
26,-6.27982605932766,"1","2","_HHAB5","s3","_HHAB5_s3_1"
27,-10.8591358366255,"1","2","_HHAB5","s3","_HHAB5_s3_1"
28,-16.0459245090192,"1","2","_HHAB5","s3","_HHAB5_s3_1"
29,-23.3137910298994,"1","2","_HHAB5","s3","_HHAB5_s3_1"
30,-32.5921167409035,"1","2","_HHAB5","s3","_HHAB5_s3_1"
1,308.910302709821,"1","2","_HHAB5","s3","_HHAB5_s3_2"
2,294.307064361278,"1","2","_HHAB5","s3","_HHAB5_s3_2"
3,276.679800456165,"1","2","_HHAB5","s3","_HHAB5_s3_2"
4,255.283838990916,"1","2","_HHAB5","s3","_HHAB5_s3_2"
5,229.138660526987,"1","2","_HHAB5","s3","_HHAB5_s3_2"
6,201.067192824665,"1","2","_HHAB5","s3","_HHAB5_s3_2"
7,170.607548878114,"1","2","_HHAB5","s3","_HHAB5_s3_2"
8,137.101640423957,"1","2","_HHAB5","s3","_HHAB5_s3_2"
9,102.406001142868,"1","2","_HHAB5","s3","_HHAB5_s3_2"
10,67.3361317994149,"1","2","_HHAB5","s3","_HHAB5_s3_2"
11,32.7977721981229,"1","2","_HHAB5","s3","_HHAB5_s3_2"
12,-1.7306697293327,"1","2","_HHAB5","s3","_HHAB5_s3_2"
13,-36.015099930049,"1","2","_HHAB5","s3","_HHAB5_s3_2"
14,-66.8874258209677,"1","2","_HHAB5","s3","_HHAB5_s3_2"
15,-95.1119041311262,"1","2","_HHAB5","s3","_HHAB5_s3_2"
16,-115.56841447127,"1","2","_HHAB5","s3","_HHAB5_s3_2"
17,-132.152483156144,"1","2","_HHAB5","s3","_HHAB5_s3_2"
18,-144.751925259376,"1","2","_HHAB5","s3","_HHAB5_s3_2"
19,-149.429105899911,"1","2","_HHAB5","s3","_HHAB5_s3_2"
20,-151.60353165461,"1","2","_HHAB5","s3","_HHAB5_s3_2"
21,-150.641393986729,"1","2","_HHAB5","s3","_HHAB5_s3_2"
22,-146.432447384558,"1","2","_HHAB5","s3","_HHAB5_s3_2"
23,-140.232844534138,"1","2","_HHAB5","s3","_HHAB5_s3_2"
24,-130.73665876722,"1","2","_HHAB5","s3","_HHAB5_s3_2"
25,-118.002060379569,"1","2","_HHAB5","s3","_HHAB5_s3_2"
26,-107.382708256035,"1","2","_HHAB5","s3","_HHAB5_s3_2"
27,-109.226152161561,"1","2","_HHAB5","s3","_HHAB5_s3_2"
28,-104.319904217955,"1","2","_HHAB5","s3","_HHAB5_s3_2"
29,-95.1646256296561,"1","2","_HHAB5","s3","_HHAB5_s3_2"
30,-80.2465989421016,"1","2","_HHAB5","s3","_HHAB5_s3_2"
1,-44.8707600021557,"1","3","_HHAC1","s1","_HHAC1_s1_1"
2,-44.6567616519258,"1","3","_HHAC1","s1","_HHAC1_s1_1"
3,-44.2510292465856,"1","3","_HHAC1","s1","_HHAC1_s1_1"
4,-43.7081513199737,"1","3","_HHAC1","s1","_HHAC1_s1_1"
5,-43.2522705475978,"1","3","_HHAC1","s1","_HHAC1_s1_1"
6,-41.9551439586619,"1","3","_HHAC1","s1","_HHAC1_s1_1"
7,-39.9238448543349,"1","3","_HHAC1","s1","_HHAC1_s1_1"
8,-36.8329018633217,"1","3","_HHAC1","s1","_HHAC1_s1_1"
9,-32.6409027913073,"1","3","_HHAC1","s1","_HHAC1_s1_1"
10,-27.6761774933625,"1","3","_HHAC1","s1","_HHAC1_s1_1"
11,-21.8425556057352,"1","3","_HHAC1","s1","_HHAC1_s1_1"
12,-14.7655135265056,"1","3","_HHAC1","s1","_HHAC1_s1_1"
13,-7.37922585271372,"1","3","_HHAC1","s1","_HHAC1_s1_1"
14,0.250267042160203,"1","3","_HHAC1","s1","_HHAC1_s1_1"
15,8.22506853016057,"1","3","_HHAC1","s1","_HHAC1_s1_1"
16,16.0999251124445,"1","3","_HHAC1","s1","_HHAC1_s1_1"
17,23.5859899653144,"1","3","_HHAC1","s1","_HHAC1_s1_1"
18,29.6162972674872,"1","3","_HHAC1","s1","_HHAC1_s1_1"
19,34.4674197106731,"1","3","_HHAC1","s1","_HHAC1_s1_1"
20,38.311820862172,"1","3","_HHAC1","s1","_HHAC1_s1_1"
21,40.7951350060468,"1","3","_HHAC1","s1","_HHAC1_s1_1"
22,41.7703797414638,"1","3","_HHAC1","s1","_HHAC1_s1_1"
23,42.0213656004403,"1","3","_HHAC1","s1","_HHAC1_s1_1"
24,41.6156690457376,"1","3","_HHAC1","s1","_HHAC1_s1_1"
25,39.9205663352602,"1","3","_HHAC1","s1","_HHAC1_s1_1"
26,36.3663151820249,"1","3","_HHAC1","s1","_HHAC1_s1_1"
27,30.7692039290914,"1","3","_HHAC1","s1","_HHAC1_s1_1"
28,20.9771627903167,"1","3","_HHAC1","s1","_HHAC1_s1_1"
29,7.89967142551632,"1","3","_HHAC1","s1","_HHAC1_s1_1"
30,-8.9370188321268,"1","3","_HHAC1","s1","_HHAC1_s1_1"
1,425.282114092242,"1","3","_HHAC1","s1","_HHAC1_s1_2"
2,399.872148706328,"1","3","_HHAC1","s1","_HHAC1_s1_2"
3,371.953864650367,"1","3","_HHAC1","s1","_HHAC1_s1_2"
4,341.186845709029,"1","3","_HHAC1","s1","_HHAC1_s1_2"
5,306.806786410223,"1","3","_HHAC1","s1","_HHAC1_s1_2"
6,267.572032965826,"1","3","_HHAC1","s1","_HHAC1_s1_2"
7,225.281356779904,"1","3","_HHAC1","s1","_HHAC1_s1_2"
8,180.574935667767,"1","3","_HHAC1","s1","_HHAC1_s1_2"
9,134.937991301519,"1","3","_HHAC1","s1","_HHAC1_s1_2"
10,90.4012561880935,"1","3","_HHAC1","s1","_HHAC1_s1_2"
11,48.5235385416662,"1","3","_HHAC1","s1","_HHAC1_s1_2"
12,10.1197755310428,"1","3","_HHAC1","s1","_HHAC1_s1_2"
13,-23.2475941026214,"1","3","_HHAC1","s1","_HHAC1_s1_2"
14,-52.9067926279174,"1","3","_HHAC1","s1","_HHAC1_s1_2"
15,-79.087086262885,"1","3","_HHAC1","s1","_HHAC1_s1_2"
16,-101.587815480807,"1","3","_HHAC1","s1","_HHAC1_s1_2"
17,-120.69797045837,"1","3","_HHAC1","s1","_HHAC1_s1_2"
18,-137.680247267194,"1","3","_HHAC1","s1","_HHAC1_s1_2"
19,-152.730247372833,"1","3","_HHAC1","s1","_HHAC1_s1_2"
20,-165.794210236569,"1","3","_HHAC1","s1","_HHAC1_s1_2"
21,-176.58217773116,"1","3","_HHAC1","s1","_HHAC1_s1_2"
22,-185.531877032191,"1","3","_HHAC1","s1","_HHAC1_s1_2"
23,-192.621814555374,"1","3","_HHAC1","s1","_HHAC1_s1_2"
24,-197.559669343984,"1","3","_HHAC1","s1","_HHAC1_s1_2"
25,-200.398964612569,"1","3","_HHAC1","s1","_HHAC1_s1_2"
26,-202.211864724181,"1","3","_HHAC1","s1","_HHAC1_s1_2"
27,-203.194763848817,"1","3","_HHAC1","s1","_HHAC1_s1_2"
28,-203.468788187243,"1","3","_HHAC1","s1","_HHAC1_s1_2"
29,-203.571329481036,"1","3","_HHAC1","s1","_HHAC1_s1_2"
30,-203.639433218255,"1","3","_HHAC1","s1","_HHAC1_s1_2"
1,-87.8224660031944,"1","3","_HHAC1","s2","_HHAC1_s2_1"
2,-82.1486268099491,"1","3","_HHAC1","s2","_HHAC1_s2_1"
3,-76.292548630184,"1","3","_HHAC1","s2","_HHAC1_s2_1"
4,-69.8153148420108,"1","3","_HHAC1","s2","_HHAC1_s2_1"
5,-64.4717856910586,"1","3","_HHAC1","s2","_HHAC1_s2_1"
6,-60.3643331149603,"1","3","_HHAC1","s2","_HHAC1_s2_1"
7,-53.4384996243689,"1","3","_HHAC1","s2","_HHAC1_s2_1"
8,-45.4113312533764,"1","3","_HHAC1","s2","_HHAC1_s2_1"
9,-37.8145447398608,"1","3","_HHAC1","s2","_HHAC1_s2_1"
10,-30.4018988189187,"1","3","_HHAC1","s2","_HHAC1_s2_1"
11,-23.5791620809696,"1","3","_HHAC1","s2","_HHAC1_s2_1"
12,-16.5800899160733,"1","3","_HHAC1","s2","_HHAC1_s2_1"
13,-9.33811132794403,"1","3","_HHAC1","s2","_HHAC1_s2_1"
14,-1.34339611668429,"1","3","_HHAC1","s2","_HHAC1_s2_1"
15,7.00667612891652,"1","3","_HHAC1","s2","_HHAC1_s2_1"
16,16.0899324447596,"1","3","_HHAC1","s2","_HHAC1_s2_1"
17,25.2526878923807,"1","3","_HHAC1","s2","_HHAC1_s2_1"
18,34.6361648843924,"1","3","_HHAC1","s2","_HHAC1_s2_1"
19,43.3208970298251,"1","3","_HHAC1","s2","_HHAC1_s2_1"
20,50.9043694378254,"1","3","_HHAC1","s2","_HHAC1_s2_1"
21,56.7801222179764,"1","3","_HHAC1","s2","_HHAC1_s2_1"
22,61.5980288034752,"1","3","_HHAC1","s2","_HHAC1_s2_1"
23,63.0683497122045,"1","3","_HHAC1","s2","_HHAC1_s2_1"
24,63.5268927243831,"1","3","_HHAC1","s2","_HHAC1_s2_1"
25,59.6327316945114,"1","3","_HHAC1","s2","_HHAC1_s2_1"
26,54.5390788347922,"1","3","_HHAC1","s2","_HHAC1_s2_1"
27,47.007557051156,"1","3","_HHAC1","s2","_HHAC1_s2_1"
28,37.3097801891834,"1","3","_HHAC1","s2","_HHAC1_s2_1"
29,25.9257630161919,"1","3","_HHAC1","s2","_HHAC1_s2_1"
30,12.2230769075818,"1","3","_HHAC1","s2","_HHAC1_s2_1"
1,848.120825147036,"1","3","_HHAC1","s2","_HHAC1_s2_2"
2,815.85132683291,"1","3","_HHAC1","s2","_HHAC1_s2_2"
3,777.396373978285,"1","3","_HHAC1","s2","_HHAC1_s2_2"
4,731.414762133154,"1","3","_HHAC1","s2","_HHAC1_s2_2"
5,666.94547662162,"1","3","_HHAC1","s2","_HHAC1_s2_2"
6,593.922851878262,"1","3","_HHAC1","s2","_HHAC1_s2_2"
7,510.055643632634,"1","3","_HHAC1","s2","_HHAC1_s2_2"
8,419.236575650459,"1","3","_HHAC1","s2","_HHAC1_s2_2"
9,324.452436212847,"1","3","_HHAC1","s2","_HHAC1_s2_2"
10,227.840287458929,"1","3","_HHAC1","s2","_HHAC1_s2_2"
11,143.988724241431,"1","3","_HHAC1","s2","_HHAC1_s2_2"
12,66.1142246786545,"1","3","_HHAC1","s2","_HHAC1_s2_2"
13,0.0949097274188944,"1","3","_HHAC1","s2","_HHAC1_s2_2"
14,-58.8207825641865,"1","3","_HHAC1","s2","_HHAC1_s2_2"
15,-114.094884211037,"1","3","_HHAC1","s2","_HHAC1_s2_2"
16,-163.717454401798,"1","3","_HHAC1","s2","_HHAC1_s2_2"
17,-215.088123982484,"1","3","_HHAC1","s2","_HHAC1_s2_2"
18,-267.801228066542,"1","3","_HHAC1","s2","_HHAC1_s2_2"
19,-317.706884860451,"1","3","_HHAC1","s2","_HHAC1_s2_2"
20,-362.415952697926,"1","3","_HHAC1","s2","_HHAC1_s2_2"
21,-402.532144692205,"1","3","_HHAC1","s2","_HHAC1_s2_2"
22,-429.774173973524,"1","3","_HHAC1","s2","_HHAC1_s2_2"
23,-451.324083817403,"1","3","_HHAC1","s2","_HHAC1_s2_2"
24,-466.246109967216,"1","3","_HHAC1","s2","_HHAC1_s2_2"
25,-473.237425494674,"1","3","_HHAC1","s2","_HHAC1_s2_2"
26,-477.729324125361,"1","3","_HHAC1","s2","_HHAC1_s2_2"
27,-479.246683497652,"1","3","_HHAC1","s2","_HHAC1_s2_2"
28,-480.463110324366,"1","3","_HHAC1","s2","_HHAC1_s2_2"
29,-481.788596314127,"1","3","_HHAC1","s2","_HHAC1_s2_2"
30,-483.447455202686,"1","3","_HHAC1","s2","_HHAC1_s2_2"
1,-60.6822834076656,"1","3","_HHAC1","s3","_HHAC1_s3_1"
2,-54.8612776003858,"1","3","_HHAC1","s3","_HHAC1_s3_1"
3,-48.8075719516778,"1","3","_HHAC1","s3","_HHAC1_s3_1"
4,-42.5427002854271,"1","3","_HHAC1","s3","_HHAC1_s3_1"
5,-37.9040632973661,"1","3","_HHAC1","s3","_HHAC1_s3_1"
6,-31.0350995576212,"1","3","_HHAC1","s3","_HHAC1_s3_1"
