slope,height,strength,duration,tone,pitch_con,numPoints
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
-38,-2.892633771,80,94.54991368,3,meng_3_116,7
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
-24,-0.119744337,20,155.3684703,1,meng_1_120,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
16,-0.560830439,16,167.7637257,2,meng_2_121,12
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-68,-2.402921028,80,94.9328379,4,meng_4_123,8
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-17,-3.685399921,43,147.4208159,4,meng_4_127,11
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
-14,-1.4140276,34,163.8631821,4,meng_4_128,13
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
45,-3.450123022,28,121.9549562,2,meng_2_130,9
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-19,-3.176022087,78,88.53647557,3,meng_3_132,7
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-24,-0.990492403,80,99.86547299,1,meng_1_135,8
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
-94,-4.684947722,61,116.5520922,4,meng_4_136,9
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
40,-11.4509292,80,172.5265462,3,meng_3_141,12
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-85,-5.741134847,80,126.2794799,2,meng_2_142,10
-69,1.652054837,57,55.09039293,3,meng_3_144,5
-69,1.652054837,57,55.09039293,3,meng_3_144,5
-69,1.652054837,57,55.09039293,3,meng_3_144,5
-69,1.652054837,57,55.09039293,3,meng_3_144,5
-69,1.652054837,57,55.09039293,3,meng_3_144,5
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
49,-8.123821839,20,143.0896982,4,meng_4_146,10
-69,-3.369949522,80,78.64976045,3,meng_3_148,6
-69,-3.369949522,80,78.64976045,3,meng_3_148,6
-69,-3.369949522,80,78.64976045,3,meng_3_148,6
-69,-3.369949522,80,78.64976045,3,meng_3_148,6
-69,-3.369949522,80,78.64976045,3,meng_3_148,6
-69,-3.369949522,80,78.64976045,3,meng_3_148,6
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
5,-2.482474623,50,142.6668857,2,meng_2_150,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-11,-2.239495203,50,139.7739229,4,meng_4_151,11
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-30,-2.824568373,60,112.8401774,3,meng_3_156,9
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-41,-2.896493643,65,148.7225998,4,meng_4_157,11
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-26,-2.517715361,80,100.6093581,3,meng_3_159,7
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-9,-0.634413577,60,143.3535029,4,meng_4_161,11
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
-18,-2.898143575,70,132.7418625,4,meng_4_162,10
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
7,-1.440671582,50,145.3579241,2,meng_2_165,11
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
42,-1.728466061,41,128.7862855,2,meng_2_166,10
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
-10,-0.724896886,70,98.82698353,2,meng_2_168,8
62,-5.316921172,38,86.56736902,3,meng_3_170,7
62,-5.316921172,38,86.56736902,3,meng_3_170,7
62,-5.316921172,38,86.56736902,3,meng_3_170,7
62,-5.316921172,38,86.56736902,3,meng_3_170,7
62,-5.316921172,38,86.56736902,3,meng_3_170,7
62,-5.316921172,38,86.56736902,3,meng_3_170,7
62,-5.316921172,38,86.56736902,3,meng_3_170,7
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-13,-0.913945553,52,98.88019244,4,meng_4_173,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-37,-0.295209729,80,109.1140724,1,meng_1_175,8
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-14,-2.436324286,30,228.8370168,4,meng_4_176,17
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
-20,-1.985514077,73,86.15040131,4,meng_4_178,7
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
9,-0.675679686,60,116.0171516,1,meng_1_179,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
-11,0.046060429,70,114.5515927,2,meng_2_181,9
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
12,-2.318993051,31,176,3,meng_3_183,13
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-59,-1.843594526,80,112.4991097,4,meng_4_185,9
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-40,-3.974768521,80,133.6820118,3,meng_3_187,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-12,-0.643308038,80,134.5059155,1,meng_1_191,10
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-15,-1.273012985,50,140.4633956,4,meng_4_192,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
-7,-3.333358246,50,138.5898849,3,meng_3_193,11
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
8,-0.845929555,50,151.145437,2,meng_2_198,12
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
17,-1.961256446,60,173.7466239,3,meng_3_202,13
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-21,-1.976580229,80,115.0331513,4,meng_4_204,9
-24,-2.029696085,80,90.18266807,3,meng_3_206,6
-24,-2.029696085,80,90.18266807,3,meng_3_206,6
-24,-2.029696085,80,90.18266807,3,meng_3_206,6
-24,-2.029696085,80,90.18266807,3,meng_3_206,6
-24,-2.029696085,80,90.18266807,3,meng_3_206,6
-24,-2.029696085,80,90.18266807,3,meng_3_206,6
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
-14,-1.261477093,60,185.0472173,1,meng_1_209,13
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
4,-1.06952338,36,141.2574178,3,meng_3_210,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
21,-3.284127866,41,136.9254374,3,meng_3_213,11
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
-13,-1.184211765,80,150.8330549,1,meng_1_215,12
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
59,-5.631179303,25,117.2436567,3,meng_3_217,8
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-33,-2.98773056,80,116.7338336,4,meng_4_219,9
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
-15,-3.152710681,80,150.3315753,3,meng_3_221,11
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
5,-1.698827255,60,121.8741591,2,meng_2_223,9
11,0.262199119,16,178.8365609,1,meng_1_224,14
