time,pitch,pitch_con,duration,mean_f0,tone
1,-1.452539534,meng_1_100,0.130849543,1.005989041,1
2,-1.381129983,meng_1_100,0.130849543,1.005989041,1
3,-1.333761287,meng_1_100,0.130849543,1.005989041,1
4,-1.317390573,meng_1_100,0.130849543,1.005989041,1
5,-1.317390573,meng_1_100,0.130849543,1.005989041,1
6,-1.318882087,meng_1_100,0.130849543,1.005989041,1
7,-1.295050191,meng_1_100,0.130849543,1.005989041,1
8,-1.19859118,meng_1_100,0.130849543,1.005989041,1
9,-1.015011637,meng_1_100,0.130849543,1.005989041,1
10,-0.587847096,meng_1_100,0.130849543,1.005989041,1
11,-0.587847096,meng_1_100,0.130849543,1.005989041,1
12,-0.333581664,meng_1_100,0.130849543,1.005989041,1
13,-0.204151242,meng_1_100,0.130849543,1.005989041,1
14,-0.071594549,meng_1_100,0.130849543,1.005989041,1
15,0.085766509,meng_1_100,0.130849543,1.005989041,1
16,0.264104953,meng_1_100,0.130849543,1.005989041,1
17,0.464384188,meng_1_100,0.130849543,1.005989041,1
18,0.464384188,meng_1_100,0.130849543,1.005989041,1
19,0.649784886,meng_1_100,0.130849543,1.005989041,1
20,0.81627535,meng_1_100,0.130849543,1.005989041,1
21,0.9853839,meng_1_100,0.130849543,1.005989041,1
22,1.100173081,meng_1_100,0.130849543,1.005989041,1
23,1.125891188,meng_1_100,0.130849543,1.005989041,1
24,1.125891188,meng_1_100,0.130849543,1.005989041,1
25,1.097938295,meng_1_100,0.130849543,1.005989041,1
26,1.062503379,meng_1_100,0.130849543,1.005989041,1
27,1.045197217,meng_1_100,0.130849543,1.005989041,1
28,1.04244965,meng_1_100,0.130849543,1.005989041,1
29,1.03883927,meng_1_100,0.130849543,1.005989041,1
30,1.045801447,meng_1_100,0.130849543,1.005989041,1
1,-1.120767868,meng_1_102,0.139321362,1.061317811,1
2,-1.120767868,meng_1_102,0.139321362,1.061317811,1
3,-1.120767868,meng_1_102,0.139321362,1.061317811,1
4,-1.120767868,meng_1_102,0.139321362,1.061317811,1
5,-1.120767868,meng_1_102,0.139321362,1.061317811,1
6,2.829808829,meng_1_102,0.139321362,1.061317811,1
7,2.175754448,meng_1_102,0.139321362,1.061317811,1
8,1.795416973,meng_1_102,0.139321362,1.061317811,1
9,1.350721849,meng_1_102,0.139321362,1.061317811,1
10,1.088001244,meng_1_102,0.139321362,1.061317811,1
11,0.376273739,meng_1_102,0.139321362,1.061317811,1
12,0.270549239,meng_1_102,0.139321362,1.061317811,1
13,0.270549239,meng_1_102,0.139321362,1.061317811,1
14,0.170615198,meng_1_102,0.139321362,1.061317811,1
15,0.119233612,meng_1_102,0.139321362,1.061317811,1
16,0.111781116,meng_1_102,0.139321362,1.061317811,1
17,0.111064545,meng_1_102,0.139321362,1.061317811,1
18,0.106893744,meng_1_102,0.139321362,1.061317811,1
19,0.096629607,meng_1_102,0.139321362,1.061317811,1
20,0.069919524,meng_1_102,0.139321362,1.061317811,1
21,0.002203959,meng_1_102,0.139321362,1.061317811,1
22,-0.490115869,meng_1_102,0.139321362,1.061317811,1
23,-0.490115869,meng_1_102,0.139321362,1.061317811,1
24,-0.606557524,meng_1_102,0.139321362,1.061317811,1
25,-0.677668863,meng_1_102,0.139321362,1.061317811,1
26,-0.74437054,meng_1_102,0.139321362,1.061317811,1
27,-0.795297627,meng_1_102,0.139321362,1.061317811,1
28,-0.70535242,meng_1_102,0.139321362,1.061317811,1
29,-0.530695493,meng_1_102,0.139321362,1.061317811,1
30,-0.30140332,meng_1_102,0.139321362,1.061317811,1
1,2.465336704,meng_1_120,0.15536847,1.050817683,1
2,2.346313943,meng_1_120,0.15536847,1.050817683,1
3,2.088400799,meng_1_120,0.15536847,1.050817683,1
4,1.595938425,meng_1_120,0.15536847,1.050817683,1
5,1.20607124,meng_1_120,0.15536847,1.050817683,1
6,0.951142157,meng_1_120,0.15536847,1.050817683,1
7,0.700167726,meng_1_120,0.15536847,1.050817683,1
8,0.393143292,meng_1_120,0.15536847,1.050817683,1
9,0.009695464,meng_1_120,0.15536847,1.050817683,1
10,-0.372598102,meng_1_120,0.15536847,1.050817683,1
11,-0.625423178,meng_1_120,0.15536847,1.050817683,1
12,-0.7249473,meng_1_120,0.15536847,1.050817683,1
13,-0.730165218,meng_1_120,0.15536847,1.050817683,1
14,-0.689194864,meng_1_120,0.15536847,1.050817683,1
15,-0.62687444,meng_1_120,0.15536847,1.050817683,1
16,-0.558630316,meng_1_120,0.15536847,1.050817683,1
17,-0.495066847,meng_1_120,0.15536847,1.050817683,1
18,-0.449970533,meng_1_120,0.15536847,1.050817683,1
19,-0.423986533,meng_1_120,0.15536847,1.050817683,1
20,-0.392614192,meng_1_120,0.15536847,1.050817683,1
21,-0.337766357,meng_1_120,0.15536847,1.050817683,1
22,-0.294042759,meng_1_120,0.15536847,1.050817683,1
23,-0.323464192,meng_1_120,0.15536847,1.050817683,1
24,-0.426666909,meng_1_120,0.15536847,1.050817683,1
25,-0.511504054,meng_1_120,0.15536847,1.050817683,1
26,-0.514077643,meng_1_120,0.15536847,1.050817683,1
27,-0.518600509,meng_1_120,0.15536847,1.050817683,1
28,-0.639014495,meng_1_120,0.15536847,1.050817683,1
29,-0.884430528,meng_1_120,0.15536847,1.050817683,1
30,-1.217170784,meng_1_120,0.15536847,1.050817683,1
1,1.594189681,meng_1_135,0.099865473,1.062646467,1
2,1.015981935,meng_1_135,0.099865473,1.062646467,1
3,0.90367881,meng_1_135,0.099865473,1.062646467,1
4,0.90367881,meng_1_135,0.099865473,1.062646467,1
5,0.929244607,meng_1_135,0.099865473,1.062646467,1
6,0.978322572,meng_1_135,0.099865473,1.062646467,1
7,0.978322572,meng_1_135,0.099865473,1.062646467,1
8,1.02481829,meng_1_135,0.099865473,1.062646467,1
9,1.045628917,meng_1_135,0.099865473,1.062646467,1
10,1.045628917,meng_1_135,0.099865473,1.062646467,1
11,0.962762361,meng_1_135,0.099865473,1.062646467,1
12,0.726958713,meng_1_135,0.099865473,1.062646467,1
13,0.726958713,meng_1_135,0.099865473,1.062646467,1
14,0.422879137,meng_1_135,0.099865473,1.062646467,1
15,0.422879137,meng_1_135,0.099865473,1.062646467,1
16,0.125011065,meng_1_135,0.099865473,1.062646467,1
17,-0.224234638,meng_1_135,0.099865473,1.062646467,1
18,-0.224234638,meng_1_135,0.099865473,1.062646467,1
19,-0.668703648,meng_1_135,0.099865473,1.062646467,1
20,-0.982941077,meng_1_135,0.099865473,1.062646467,1
21,-0.982941077,meng_1_135,0.099865473,1.062646467,1
22,-1.081541225,meng_1_135,0.099865473,1.062646467,1
23,-1.069023021,meng_1_135,0.099865473,1.062646467,1
24,-1.069023021,meng_1_135,0.099865473,1.062646467,1
25,-1.07327543,meng_1_135,0.099865473,1.062646467,1
26,-1.158384744,meng_1_135,0.099865473,1.062646467,1
27,-1.158384744,meng_1_135,0.099865473,1.062646467,1
28,-1.299054507,meng_1_135,0.099865473,1.062646467,1
29,-1.407601233,meng_1_135,0.099865473,1.062646467,1
30,-1.407601233,meng_1_135,0.099865473,1.062646467,1
1,1.754117426,meng_1_175,0.109114072,1.142390958,1
2,1.754117426,meng_1_175,0.109114072,1.142390958,1
3,1.597731537,meng_1_175,0.109114072,1.142390958,1
4,1.332265167,meng_1_175,0.109114072,1.142390958,1
5,1.100240999,meng_1_175,0.109114072,1.142390958,1
6,1.100240999,meng_1_175,0.109114072,1.142390958,1
7,0.873699686,meng_1_175,0.109114072,1.142390958,1
8,0.577817912,meng_1_175,0.109114072,1.142390958,1
9,0.577817912,meng_1_175,0.109114072,1.142390958,1
10,0.259908151,meng_1_175,0.109114072,1.142390958,1
11,0.078808188,meng_1_175,0.109114072,1.142390958,1
12,0.078808188,meng_1_175,0.109114072,1.142390958,1
13,-0.007072147,meng_1_175,0.109114072,1.142390958,1
14,-0.0398146,meng_1_175,0.109114072,1.142390958,1
15,-0.050232872,meng_1_175,0.109114072,1.142390958,1
16,-0.050232872,meng_1_175,0.109114072,1.142390958,1
17,-0.059965102,meng_1_175,0.109114072,1.142390958,1
18,-0.087277559,meng_1_175,0.109114072,1.142390958,1
19,-0.087277559,meng_1_175,0.109114072,1.142390958,1
20,-0.151955115,meng_1_175,0.109114072,1.142390958,1
21,-0.269232883,meng_1_175,0.109114072,1.142390958,1
22,-0.443713608,meng_1_175,0.109114072,1.142390958,1
23,-0.443713608,meng_1_175,0.109114072,1.142390958,1
24,-0.680797005,meng_1_175,0.109114072,1.142390958,1
25,-0.978098192,meng_1_175,0.109114072,1.142390958,1
26,-0.978098192,meng_1_175,0.109114072,1.142390958,1
27,-1.319228515,meng_1_175,0.109114072,1.142390958,1
28,-1.68787538,meng_1_175,0.109114072,1.142390958,1
29,-1.68787538,meng_1_175,0.109114072,1.142390958,1
30,-2.063113003,meng_1_175,0.109114072,1.142390958,1
1,-1.313678112,meng_1_179,0.116017152,1.008676031,1
2,-1.313678112,meng_1_179,0.116017152,1.008676031,1
3,-1.323094593,meng_1_179,0.116017152,1.008676031,1
4,-1.293896418,meng_1_179,0.116017152,1.008676031,1
5,-1.246394837,meng_1_179,0.116017152,1.008676031,1
6,-1.246394837,meng_1_179,0.116017152,1.008676031,1
7,-1.164506733,meng_1_179,0.116017152,1.008676031,1
8,-1.006499192,meng_1_179,0.116017152,1.008676031,1
9,-0.804140182,meng_1_179,0.116017152,1.008676031,1
10,-0.804140182,meng_1_179,0.116017152,1.008676031,1
11,-0.660873747,meng_1_179,0.116017152,1.008676031,1
12,-0.540830751,meng_1_179,0.116017152,1.008676031,1
13,-0.344563384,meng_1_179,0.116017152,1.008676031,1
14,-0.344563384,meng_1_179,0.116017152,1.008676031,1
15,-0.078761614,meng_1_179,0.116017152,1.008676031,1
16,0.092889915,meng_1_179,0.116017152,1.008676031,1
17,0.310397316,meng_1_179,0.116017152,1.008676031,1
18,0.310397316,meng_1_179,0.116017152,1.008676031,1
19,0.639153036,meng_1_179,0.116017152,1.008676031,1
20,0.749982908,meng_1_179,0.116017152,1.008676031,1
21,0.857360374,meng_1_179,0.116017152,1.008676031,1
22,0.857360374,meng_1_179,0.116017152,1.008676031,1
23,1.027120275,meng_1_179,0.116017152,1.008676031,1
24,1.174496291,meng_1_179,0.116017152,1.008676031,1
25,1.250325026,meng_1_179,0.116017152,1.008676031,1
26,1.250325026,meng_1_179,0.116017152,1.008676031,1
27,1.292550539,meng_1_179,0.116017152,1.008676031,1
28,1.300651962,meng_1_179,0.116017152,1.008676031,1
29,1.18650286,meng_1_179,0.116017152,1.008676031,1
30,1.18650286,meng_1_179,0.116017152,1.008676031,1
1,2.79840268,meng_1_191,0.134505916,1.079813709,1
2,2.79840268,meng_1_191,0.134505916,1.079813709,1
3,2.146633173,meng_1_191,0.134505916,1.079813709,1
4,0.939313101,meng_1_191,0.134505916,1.079813709,1
5,0.586516917,meng_1_191,0.134505916,1.079813709,1
6,0.349875084,meng_1_191,0.134505916,1.079813709,1
7,0.247023809,meng_1_191,0.134505916,1.079813709,1
8,0.194877918,meng_1_191,0.134505916,1.079813709,1
9,0.124363242,meng_1_191,0.134505916,1.079813709,1
10,0.124363242,meng_1_191,0.134505916,1.079813709,1
11,0.010934754,meng_1_191,0.134505916,1.079813709,1
12,-0.083980514,meng_1_191,0.134505916,1.079813709,1
13,-0.141774374,meng_1_191,0.134505916,1.079813709,1
14,-0.189944358,meng_1_191,0.134505916,1.079813709,1
15,-0.247223471,meng_1_191,0.134505916,1.079813709,1
16,-0.309575368,meng_1_191,0.134505916,1.079813709,1
17,-0.365209862,meng_1_191,0.134505916,1.079813709,1
18,-0.365209862,meng_1_191,0.134505916,1.079813709,1
19,-0.417921583,meng_1_191,0.134505916,1.079813709,1
20,-0.470363932,meng_1_191,0.134505916,1.079813709,1
21,-0.515869675,meng_1_191,0.134505916,1.079813709,1
22,-0.557697795,meng_1_191,0.134505916,1.079813709,1
23,-0.609699594,meng_1_191,0.134505916,1.079813709,1
24,-0.673488631,meng_1_191,0.134505916,1.079813709,1
25,-0.673488631,meng_1_191,0.134505916,1.079813709,1
26,-0.748983579,meng_1_191,0.134505916,1.079813709,1
27,-0.838293351,meng_1_191,0.134505916,1.079813709,1
28,-0.936572142,meng_1_191,0.134505916,1.079813709,1
29,-1.037244702,meng_1_191,0.134505916,1.079813709,1
30,-1.138165178,meng_1_191,0.134505916,1.079813709,1
1,2.664827935,meng_1_209,0.185047217,1.063779764,1
2,2.322934133,meng_1_209,0.185047217,1.063779764,1
3,1.529656333,meng_1_209,0.185047217,1.063779764,1
4,1.074507699,meng_1_209,0.185047217,1.063779764,1
5,0.77296094,meng_1_209,0.185047217,1.063779764,1
6,0.389888751,meng_1_209,0.185047217,1.063779764,1
7,0.310409787,meng_1_209,0.185047217,1.063779764,1
8,0.296307189,meng_1_209,0.185047217,1.063779764,1
9,0.247860578,meng_1_209,0.185047217,1.063779764,1
10,0.132763462,meng_1_209,0.185047217,1.063779764,1
11,0.010336941,meng_1_209,0.185047217,1.063779764,1
12,-0.058651363,meng_1_209,0.185047217,1.063779764,1
13,-0.071216693,meng_1_209,0.185047217,1.063779764,1
14,0.013816253,meng_1_209,0.185047217,1.063779764,1
15,0.032788073,meng_1_209,0.185047217,1.063779764,1
16,0.000469872,meng_1_209,0.185047217,1.063779764,1
17,-0.045849052,meng_1_209,0.185047217,1.063779764,1
18,-0.066188576,meng_1_209,0.185047217,1.063779764,1
19,-0.07905207,meng_1_209,0.185047217,1.063779764,1
20,-0.106446067,meng_1_209,0.185047217,1.063779764,1
21,-0.161729738,meng_1_209,0.185047217,1.063779764,1
22,-0.25875598,meng_1_209,0.185047217,1.063779764,1
23,-0.388629192,meng_1_209,0.185047217,1.063779764,1
24,-0.66399679,meng_1_209,0.185047217,1.063779764,1
25,-0.81131243,meng_1_209,0.185047217,1.063779764,1
26,-0.993703293,meng_1_209,0.185047217,1.063779764,1
27,-1.18820274,meng_1_209,0.185047217,1.063779764,1
28,-1.36656391,meng_1_209,0.185047217,1.063779764,1
29,-1.559253574,meng_1_209,0.185047217,1.063779764,1
30,-1.979976479,meng_1_209,0.185047217,1.063779764,1
1,1.316770326,meng_1_215,0.150833055,1.053103106,1
2,0.40729687,meng_1_215,0.150833055,1.053103106,1
3,-0.37890361,meng_1_215,0.150833055,1.053103106,1
4,-0.621504452,meng_1_215,0.150833055,1.053103106,1
5,-0.741037204,meng_1_215,0.150833055,1.053103106,1
6,-0.808913269,meng_1_215,0.150833055,1.053103106,1
7,-0.562435538,meng_1_215,0.150833055,1.053103106,1
8,0.744292929,meng_1_215,0.150833055,1.053103106,1
9,1.042518218,meng_1_215,0.150833055,1.053103106,1
10,1.042518218,meng_1_215,0.150833055,1.053103106,1
11,1.141142903,meng_1_215,0.150833055,1.053103106,1
12,1.249946234,meng_1_215,0.150833055,1.053103106,1
13,1.359865537,meng_1_215,0.150833055,1.053103106,1
14,1.351739497,meng_1_215,0.150833055,1.053103106,1
15,1.163680672,meng_1_215,0.150833055,1.053103106,1
16,0.821429922,meng_1_215,0.150833055,1.053103106,1
17,0.56114166,meng_1_215,0.150833055,1.053103106,1
18,0.4644258,meng_1_215,0.150833055,1.053103106,1
19,0.401216898,meng_1_215,0.150833055,1.053103106,1
20,0.251382672,meng_1_215,0.150833055,1.053103106,1
21,-0.006998482,meng_1_215,0.150833055,1.053103106,1
22,-0.388712122,meng_1_215,0.150833055,1.053103106,1
23,-0.836716386,meng_1_215,0.150833055,1.053103106,1
24,-0.96735,meng_1_215,0.150833055,1.053103106,1
25,-0.964472535,meng_1_215,0.150833055,1.053103106,1
26,-1.021408935,meng_1_215,0.150833055,1.053103106,1
27,-1.184827349,meng_1_215,0.150833055,1.053103106,1
28,-1.453212324,meng_1_215,0.150833055,1.053103106,1
29,-1.681067236,meng_1_215,0.150833055,1.053103106,1
30,-1.701808912,meng_1_215,0.150833055,1.053103106,1
1,-1.812347548,meng_1_224,0.178836561,1.037901178,1
2,-1.646496949,meng_1_224,0.178836561,1.037901178,1
3,-1.464356701,meng_1_224,0.178836561,1.037901178,1
4,-1.307485742,meng_1_224,0.178836561,1.037901178,1
5,-1.254310992,meng_1_224,0.178836561,1.037901178,1
6,-1.182309647,meng_1_224,0.178836561,1.037901178,1
7,-1.089774614,meng_1_224,0.178836561,1.037901178,1
8,-0.964824704,meng_1_224,0.178836561,1.037901178,1
9,-0.78445748,meng_1_224,0.178836561,1.037901178,1
10,-0.506280821,meng_1_224,0.178836561,1.037901178,1
11,-0.397277803,meng_1_224,0.178836561,1.037901178,1
12,-0.279581047,meng_1_224,0.178836561,1.037901178,1
13,-0.158012368,meng_1_224,0.178836561,1.037901178,1
14,-0.023030887,meng_1_224,0.178836561,1.037901178,1
15,0.131825463,meng_1_224,0.178836561,1.037901178,1
16,0.270727843,meng_1_224,0.178836561,1.037901178,1
17,0.412833279,meng_1_224,0.178836561,1.037901178,1
18,0.425421283,meng_1_224,0.178836561,1.037901178,1
19,0.431743482,meng_1_224,0.178836561,1.037901178,1
20,0.477611393,meng_1_224,0.178836561,1.037901178,1
21,0.607833096,meng_1_224,0.178836561,1.037901178,1
22,0.764746821,meng_1_224,0.178836561,1.037901178,1
23,0.911216514,meng_1_224,0.178836561,1.037901178,1
24,0.987179161,meng_1_224,0.178836561,1.037901178,1
25,1.077845855,meng_1_224,0.178836561,1.037901178,1
26,1.153800619,meng_1_224,0.178836561,1.037901178,1
27,1.229379288,meng_1_224,0.178836561,1.037901178,1
28,1.320816238,meng_1_224,0.178836561,1.037901178,1
29,1.384371229,meng_1_224,0.178836561,1.037901178,1
30,1.28319574,meng_1_224,0.178836561,1.037901178,1
1,-3.91176847,meng_1_241,0.10314268,1.021533042,1
2,-2.649651665,meng_1_241,0.10314268,1.021533042,1
3,-0.388697626,meng_1_241,0.10314268,1.021533042,1
4,-0.388697626,meng_1_241,0.10314268,1.021533042,1
5,-0.347382098,meng_1_241,0.10314268,1.021533042,1
6,-0.29096444,meng_1_241,0.10314268,1.021533042,1
7,-0.29096444,meng_1_241,0.10314268,1.021533042,1
8,-0.161011244,meng_1_241,0.10314268,1.021533042,1
9,-0.003820098,meng_1_241,0.10314268,1.021533042,1
10,-0.003820098,meng_1_241,0.10314268,1.021533042,1
11,0.086281593,meng_1_241,0.10314268,1.021533042,1
12,0.098151112,meng_1_241,0.10314268,1.021533042,1
13,0.098151112,meng_1_241,0.10314268,1.021533042,1
14,0.071394426,meng_1_241,0.10314268,1.021533042,1
15,0.061450667,meng_1_241,0.10314268,1.021533042,1
16,0.061450667,meng_1_241,0.10314268,1.021533042,1
17,0.092577126,meng_1_241,0.10314268,1.021533042,1
18,0.156680293,meng_1_241,0.10314268,1.021533042,1
19,0.156680293,meng_1_241,0.10314268,1.021533042,1
20,0.265568113,meng_1_241,0.10314268,1.021533042,1
21,0.400415902,meng_1_241,0.10314268,1.021533042,1
22,0.400415902,meng_1_241,0.10314268,1.021533042,1
23,0.509096807,meng_1_241,0.10314268,1.021533042,1
24,0.607453597,meng_1_241,0.10314268,1.021533042,1
25,0.607453597,meng_1_241,0.10314268,1.021533042,1
26,0.788088611,meng_1_241,0.10314268,1.021533042,1
27,0.981368849,meng_1_241,0.10314268,1.021533042,1
28,0.981368849,meng_1_241,0.10314268,1.021533042,1
29,1.029789205,meng_1_241,0.10314268,1.021533042,1
30,0.98294108,meng_1_241,0.10314268,1.021533042,1
1,1.84046639,meng_1_269,0.196085457,1.073725789,1
2,1.888468186,meng_1_269,0.196085457,1.073725789,1
3,1.969299852,meng_1_269,0.196085457,1.073725789,1
4,1.965430065,meng_1_269,0.196085457,1.073725789,1
5,1.844426039,meng_1_269,0.196085457,1.073725789,1
6,1.415734742,meng_1_269,0.196085457,1.073725789,1
7,0.493111327,meng_1_269,0.196085457,1.073725789,1
8,0.361548332,meng_1_269,0.196085457,1.073725789,1
9,0.239284651,meng_1_269,0.196085457,1.073725789,1
10,-0.002230588,meng_1_269,0.196085457,1.073725789,1
11,-0.069107894,meng_1_269,0.196085457,1.073725789,1
12,-0.12938578,meng_1_269,0.196085457,1.073725789,1
13,-0.204825836,meng_1_269,0.196085457,1.073725789,1
14,-0.371218808,meng_1_269,0.196085457,1.073725789,1
15,-0.430238971,meng_1_269,0.196085457,1.073725789,1
16,-0.467686505,meng_1_269,0.196085457,1.073725789,1
17,-0.504921084,meng_1_269,0.196085457,1.073725789,1
18,-0.679678727,meng_1_269,0.196085457,1.073725789,1
19,-0.798674994,meng_1_269,0.196085457,1.073725789,1
20,-0.901710636,meng_1_269,0.196085457,1.073725789,1
21,-0.952831693,meng_1_269,0.196085457,1.073725789,1
22,-0.897578628,meng_1_269,0.196085457,1.073725789,1
23,-0.838846852,meng_1_269,0.196085457,1.073725789,1
24,-0.791942091,meng_1_269,0.196085457,1.073725789,1
25,-0.730234579,meng_1_269,0.196085457,1.073725789,1
26,-0.701206365,meng_1_269,0.196085457,1.073725789,1
27,-0.677161157,meng_1_269,0.196085457,1.073725789,1
28,-0.665395013,meng_1_269,0.196085457,1.073725789,1
29,-0.6226925,meng_1_269,0.196085457,1.073725789,1
30,-0.580200882,meng_1_269,0.196085457,1.073725789,1
1,2.17986398,meng_1_275,0.177472429,1.074904382,1
2,1.549643381,meng_1_275,0.177472429,1.074904382,1
3,1.076863327,meng_1_275,0.177472429,1.074904382,1
4,0.690731965,meng_1_275,0.177472429,1.074904382,1
5,0.424776566,meng_1_275,0.177472429,1.074904382,1
6,-0.091055505,meng_1_275,0.177472429,1.074904382,1
7,-0.524276292,meng_1_275,0.177472429,1.074904382,1
8,-0.826381575,meng_1_275,0.177472429,1.074904382,1
9,-0.910200869,meng_1_275,0.177472429,1.074904382,1
10,-0.900279405,meng_1_275,0.177472429,1.074904382,1
11,-0.91112287,meng_1_275,0.177472429,1.074904382,1
12,-0.965279103,meng_1_275,0.177472429,1.074904382,1
13,-0.914329875,meng_1_275,0.177472429,1.074904382,1
14,-0.816328706,meng_1_275,0.177472429,1.074904382,1
15,-0.748276268,meng_1_275,0.177472429,1.074904382,1
16,-0.762463703,meng_1_275,0.177472429,1.074904382,1
17,-0.803123248,meng_1_275,0.177472429,1.074904382,1
18,-0.795529621,meng_1_275,0.177472429,1.074904382,1
19,-0.50661086,meng_1_275,0.177472429,1.074904382,1
20,0.111805171,meng_1_275,0.177472429,1.074904382,1
21,0.793355959,meng_1_275,0.177472429,1.074904382,1
22,1.18863888,meng_1_275,0.177472429,1.074904382,1
23,1.415006663,meng_1_275,0.177472429,1.074904382,1
24,1.511359705,meng_1_275,0.177472429,1.074904382,1
25,1.440644629,meng_1_275,0.177472429,1.074904382,1
26,0.70733303,meng_1_275,0.177472429,1.074904382,1
27,0.06167732,meng_1_275,0.177472429,1.074904382,1
28,-0.574291155,meng_1_275,0.177472429,1.074904382,1
29,-0.940739218,meng_1_275,0.177472429,1.074904382,1
30,-1.161412305,meng_1_275,0.177472429,1.074904382,1
1,0.478102399,meng_1_33,0.140991671,1.138934942,1
2,1.468812208,meng_1_33,0.140991671,1.138934942,1
3,1.73105392,meng_1_33,0.140991671,1.138934942,1
4,1.664462686,meng_1_33,0.140991671,1.138934942,1
5,1.454952088,meng_1_33,0.140991671,1.138934942,1
6,1.259312666,meng_1_33,0.140991671,1.138934942,1
7,1.193084899,meng_1_33,0.140991671,1.138934942,1
8,1.193084899,meng_1_33,0.140991671,1.138934942,1
9,1.080452071,meng_1_33,0.140991671,1.138934942,1
10,0.849790656,meng_1_33,0.140991671,1.138934942,1
11,0.542969032,meng_1_33,0.140991671,1.138934942,1
12,0.279102868,meng_1_33,0.140991671,1.138934942,1
13,0.06671122,meng_1_33,0.140991671,1.138934942,1
14,-0.133809271,meng_1_33,0.140991671,1.138934942,1
15,-0.358419786,meng_1_33,0.140991671,1.138934942,1
16,-0.612143027,meng_1_33,0.140991671,1.138934942,1
17,-0.857352745,meng_1_33,0.140991671,1.138934942,1
18,-1.055141347,meng_1_33,0.140991671,1.138934942,1
19,-1.055141347,meng_1_33,0.140991671,1.138934942,1
20,-1.176563138,meng_1_33,0.140991671,1.138934942,1
21,-1.21803187,meng_1_33,0.140991671,1.138934942,1
22,-1.188121668,meng_1_33,0.140991671,1.138934942,1
23,-1.094279419,meng_1_33,0.140991671,1.138934942,1
24,-0.949013494,meng_1_33,0.140991671,1.138934942,1
25,-0.783384426,meng_1_33,0.140991671,1.138934942,1
26,-0.643958609,meng_1_33,0.140991671,1.138934942,1
27,-0.555912644,meng_1_33,0.140991671,1.138934942,1
28,-0.519285912,meng_1_33,0.140991671,1.138934942,1
29,-0.530666455,meng_1_33,0.140991671,1.138934942,1
30,-0.530666455,meng_1_33,0.140991671,1.138934942,1
1,-1.03276327,meng_1_35,0.192005197,1.160077497,1
2,-0.988135643,meng_1_35,0.192005197,1.160077497,1
3,-0.972742136,meng_1_35,0.192005197,1.160077497,1
4,-0.966019656,meng_1_35,0.192005197,1.160077497,1
5,-0.964372418,meng_1_35,0.192005197,1.160077497,1
6,-0.961123944,meng_1_35,0.192005197,1.160077497,1
7,-0.947505714,meng_1_35,0.192005197,1.160077497,1
8,-0.915988402,meng_1_35,0.192005197,1.160077497,1
9,-0.867389898,meng_1_35,0.192005197,1.160077497,1
10,-0.754945456,meng_1_35,0.192005197,1.160077497,1
11,-0.691754739,meng_1_35,0.192005197,1.160077497,1
12,-0.610658509,meng_1_35,0.192005197,1.160077497,1
13,-0.508563392,meng_1_35,0.192005197,1.160077497,1
14,-0.342099823,meng_1_35,0.192005197,1.160077497,1
15,-0.308767816,meng_1_35,0.192005197,1.160077497,1
16,-0.284188295,meng_1_35,0.192005197,1.160077497,1
17,-0.251481305,meng_1_35,0.192005197,1.160077497,1
18,-0.138171297,meng_1_35,0.192005197,1.160077497,1
19,-0.054069948,meng_1_35,0.192005197,1.160077497,1
20,0.066477613,meng_1_35,0.192005197,1.160077497,1
21,0.235612713,meng_1_35,0.192005197,1.160077497,1
22,0.640030804,meng_1_35,0.192005197,1.160077497,1
23,0.835391261,meng_1_35,0.192005197,1.160077497,1
24,1.013539904,meng_1_35,0.192005197,1.160077497,1
25,1.157161867,meng_1_35,0.192005197,1.160077497,1
26,1.408676674,meng_1_35,0.192005197,1.160077497,1
27,1.538710804,meng_1_35,0.192005197,1.160077497,1
28,1.682076151,meng_1_35,0.192005197,1.160077497,1
29,1.871718292,meng_1_35,0.192005197,1.160077497,1
30,2.111345576,meng_1_35,0.192005197,1.160077497,1
1,2.551857313,meng_1_51,0.076096675,1.077513137,1
2,2.551857313,meng_1_51,0.076096675,1.077513137,1
3,1.737938643,meng_1_51,0.076096675,1.077513137,1
4,1.737938643,meng_1_51,0.076096675,1.077513137,1
5,1.038163702,meng_1_51,0.076096675,1.077513137,1
6,1.038163702,meng_1_51,0.076096675,1.077513137,1
7,0.451972206,meng_1_51,0.076096675,1.077513137,1
8,0.451972206,meng_1_51,0.076096675,1.077513137,1
9,0.047344523,meng_1_51,0.076096675,1.077513137,1
10,0.047344523,meng_1_51,0.076096675,1.077513137,1
11,-0.207846835,meng_1_51,0.076096675,1.077513137,1
12,-0.207846835,meng_1_51,0.076096675,1.077513137,1
13,-0.412737927,meng_1_51,0.076096675,1.077513137,1
14,-0.412737927,meng_1_51,0.076096675,1.077513137,1
15,-0.605287479,meng_1_51,0.076096675,1.077513137,1
16,-0.605287479,meng_1_51,0.076096675,1.077513137,1
17,-0.749623646,meng_1_51,0.076096675,1.077513137,1
18,-0.749623646,meng_1_51,0.076096675,1.077513137,1
19,-0.749623646,meng_1_51,0.076096675,1.077513137,1
20,-0.793737251,meng_1_51,0.076096675,1.077513137,1
21,-0.793737251,meng_1_51,0.076096675,1.077513137,1
22,-0.731937202,meng_1_51,0.076096675,1.077513137,1
23,-0.731937202,meng_1_51,0.076096675,1.077513137,1
