3RD,2ND,1ST,INTERCEPT,PITCH_CON,ORDER,slope,height,strength,duration,tone,pitch_con,numPoints
7134.677886,-18718.80395,16078.83269,-4264.632421,meng_4_9,9,-18,-2.236292331,60,211.6428489,4,meng_4_9,16
7134.677886,-18718.80395,16078.83269,-4264.632421,meng_4_9,9,-18,-2.236292331,60,211.6428489,4,meng_4_9,16
7134.677886,-18718.80395,16078.83269,-4264.632421,meng_4_9,9,-18,-2.236292331,60,211.6428489,4,meng_4_9,16
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
13384.38839,-60221.34289,90213.79255,-44875.74933,meng_2_18,18,-8,-2.314079542,80,168.4998113,2,meng_2_18,13
-20984.17641,166986.6311,-443073.7933,392234.2321,meng_3_30,30,-3,-1.448912505,78,81.76081809,3,meng_3_30,6
-20984.17641,166986.6311,-443073.7933,392234.2321,meng_3_30,30,-3,-1.448912505,78,81.76081809,3,meng_3_30,6
-20984.17641,166986.6311,-443073.7933,392234.2321,meng_3_30,30,-3,-1.448912505,78,81.76081809,3,meng_3_30,6
-20984.17641,166986.6311,-443073.7933,392234.2321,meng_3_30,30,-3,-1.448912505,78,81.76081809,3,meng_3_30,6
-20984.17641,166986.6311,-443073.7933,392234.2321,meng_3_30,30,-3,-1.448912505,78,81.76081809,3,meng_3_30,6
-20984.17641,166986.6311,-443073.7933,392234.2321,meng_3_30,30,-3,-1.448912505,78,81.76081809,3,meng_3_30,6
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
37625.89291,-334915.0367,993476.0365,-981826.0419,meng_1_33,33,7,0.293863646,44,140.991671,1,meng_1_33,11
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
1824.864123,-16923.29835,52350.01139,-53744.62578,meng_1_35,35,20,0.60846689,15,192.005197,1,meng_1_35,15
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
22639.1835,-228738.0846,769981.1728,-863273.9595,meng_4_36,36,-12,-0.93866198,40,170.7389941,4,meng_4_36,13
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-3724.643548,40789.14201,-148633.3746,180426.7925,meng_4_39,39,-25,-3.205432886,34,204.6567934,4,meng_4_39,16
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
-33146.48248,452904.3053,-2062736.62,3131733.074,meng_2_45,45,-10,-0.760856334,80,133.4074283,2,meng_2_45,10
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
3604.616804,-49501.60872,226175.5529,-343529.6181,meng_3_47,47,-16,-1.838831849,60,111.2977374,3,meng_3_47,8
-24089.12408,364840.0562,-1841873.724,3099766.875,meng_1_51,51,-41,-0.116828712,80,76.09667465,1,meng_1_51,6
-24089.12408,364840.0562,-1841873.724,3099766.875,meng_1_51,51,-41,-0.116828712,80,76.09667465,1,meng_1_51,6
-24089.12408,364840.0562,-1841873.724,3099766.875,meng_1_51,51,-41,-0.116828712,80,76.09667465,1,meng_1_51,6
-24089.12408,364840.0562,-1841873.724,3099766.875,meng_1_51,51,-41,-0.116828712,80,76.09667465,1,meng_1_51,6
-24089.12408,364840.0562,-1841873.724,3099766.875,meng_1_51,51,-41,-0.116828712,80,76.09667465,1,meng_1_51,6
-24089.12408,364840.0562,-1841873.724,3099766.875,meng_1_51,51,-41,-0.116828712,80,76.09667465,1,meng_1_51,6
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-16164.13931,252590.8465,-1315901.157,2285696.246,meng_4_53,53,-22,-1.354991958,80,124.487223,4,meng_4_53,10
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
-21663.35862,348841.3616,-1872371.738,3350024.704,meng_4_54,54,-70,14.77986004,10,194.8696701,4,meng_4_54,14
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
1196.936087,-18367.57008,93137.21323,-155526.0631,meng_2_57,57,0,-0.894014051,0,151.3118003,2,meng_2_57,12
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-4965.26003,85434.60746,-490066.5286,937392.9503,meng_4_58,58,-14,-1.427825187,80,133.3153669,4,meng_4_58,10
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-10356.59185,183592.6348,-1084704.433,2136171.433,meng_1_59,59,4,-0.443577351,50,166.247425,1,meng_1_59,13
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-3497.032442,65134.27261,-404191.2571,835927.7837,meng_4_60,60,8,-1.022321893,50,149.2180198,4,meng_4_60,11
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
-21070.70166,393762.6557,-2452595.555,5091834.76,meng_2_61,61,-3,-1.761319091,80,154.1633466,2,meng_2_61,10
